,Season,Age,Team,Lg,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,AV,Awards
0,2021,22,JAX,NFL,QB,17,17,3-14-0,359,602,59.6,3641,12,2.0,17,2.8,177,44.6,58,6.0,5.18,10.1,214.2,71.9,39.1,32,238,5.05,5.37,4.54,1,2,7,
1,2022,23,JAX,NFL,QB,17,17,9-8-0,387,584,66.3,4113,25,4.3,8,1.4,206,48.1,59,7.0,7.28,10.6,241.9,95.2,56.1,27,184,4.42,6.43,6.66,3,2,14,"PB,AP MVP-7,AP CPoY-12"
2,2023,24,JAX,NFL,QB,16,16,8-8-0,370,564,65.6,4016,21,3.7,14,2.5,179,46.4,65,7.1,6.75,10.9,251.0,88.5,56.1,35,224,5.84,6.33,5.98,1,2,14,
3,2024,25,JAX,NFL,QB,10,10,2-8-0,172,284,60.6,2045,11,3.9,7,2.5,97,45.4,85,7.2,6.87,11.9,204.5,85.2,59.5,18,140,5.96,6.31,5.99,0,1,6,
4,4 Yrs,4 Yrs,4 Yrs,4 Yrs,,60,60,22-38-0,1288,2034,63.3,13815,69,3.4,46,2.3,659,46.2,85,6.8,6.45,10.7,230.3,85.0,,112,786,5.22,6.07,5.75,5,7,41,
5,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17,17,22-38-0,365,576,63.3,3914,20,3.4,13,2.3,187,46.2,85,6.8,6.45,10.7,230.3,85.0,,32,223,5.22,6.07,5.75,1,2,12,
