,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,89.0,1.0,1,2024-09-09,NYJ,@,SFO,"L, 19-32",,0,0,0,,0,,,9,17.6,0,0.0,0,0.0
1,2.0,90.0,2.0,2,2024-09-15,NYJ,@,TEN,"W, 24-17",,1,1,19,19.0,0,100.0,19.0,37,64.9,0,0.0,0,0.0
2,3.0,91.0,3.0,3,2024-09-19,NYJ,,NWE,"W, 24-3",*,4,3,34,11.3,0,75.0,8.5,33,45.2,0,0.0,0,0.0
3,4.0,92.0,4.0,4,2024-09-29,NYJ,,DEN,"L, 9-10",,5,4,67,16.8,0,80.0,13.4,43,58.1,0,0.0,0,0.0
4,5.0,93.0,5.0,5,2024-10-06,NYJ,@,MIN,"L, 17-23",,4,2,25,12.5,0,50.0,6.3,51,70.8,0,0.0,0,0.0
5,6.0,94.0,6.0,6,2024-10-14,NYJ,,BUF,"L, 20-23",*,3,0,0,,0,0.0,0.0,32,50.8,0,0.0,0,0.0
6,7.0,95.0,7.0,7,2024-10-20,NYJ,@,PIT,"L, 15-37",,2,1,15,15.0,0,50.0,7.5,19,33.3,0,0.0,0,0.0
7,8.0,96.0,8.0,8,2024-10-27,NYJ,@,NWE,"L, 22-25",,0,0,0,,0,,,36,58.1,0,0.0,0,0.0
8,9.0,97.0,9.0,9,2024-10-31,NYJ,,HOU,"W, 21-13",*,2,1,6,6.0,0,50.0,3.0,41,70.7,0,0.0,0,0.0
9,,,,Player went from New York Jets to Pittsburgh Steelers,Player went from New York Jets to Pittsburgh Steelers,Player went from New York Jets to Pittsburgh Steelers,Player went from New York Jets to Pittsburgh Steelers,Player went from New York Jets to Pittsburgh Steelers,Player went from New York Jets to Pittsburgh Steelers,Player went from New York Jets to Pittsburgh Steelers,Player went from New York Jets to Pittsburgh Steelers,Player went from New York Jets to Pittsburgh Steelers,Player went from New York Jets to Pittsburgh Steelers,Player went from New York Jets to Pittsburgh Steelers,Player went from New York Jets to Pittsburgh Steelers,Player went from New York Jets to Pittsburgh Steelers,Player went from New York Jets to Pittsburgh Steelers,Player went from New York Jets to Pittsburgh Steelers,Player went from New York Jets to Pittsburgh Steelers,Player went from New York Jets to Pittsburgh Steelers,Player went from New York Jets to Pittsburgh Steelers,Player went from New York Jets to Pittsburgh Steelers,Player went from New York Jets to Pittsburgh Steelers
10,10.0,98.0,9.0,10,2024-11-10,PIT,@,WAS,"W, 28-27",,1,1,32,32.0,1,100.0,32.0,9,11.5,0,0.0,0,0.0
11,11.0,99.0,10.0,11,2024-11-17,PIT,,BAL,"W, 18-16",,0,0,0,,0,,,25,32.1,0,0.0,0,0.0
12,12.0,100.0,11.0,12,2024-11-21,PIT,@,CLE,"L, 19-24",,0,0,0,,0,,,19,27.5,0,0.0,0,0.0
13,13.0,101.0,12.0,13,2024-12-01,PIT,@,CIN,"W, 44-38",*,0,0,0,,0,,,17,24.6,0,0.0,0,0.0
14,14.0,102.0,13.0,14,2024-12-08,PIT,,CLE,"W, 27-14",,4,3,36,12.0,0,75.0,9.0,19,29.2,0,0.0,0,0.0
15,15.0,103.0,14.0,15,2024-12-15,PIT,@,PHI,"L, 13-27",,2,1,15,15.0,0,50.0,7.5,15,34.9,0,0.0,0,0.0
16,16.0,104.0,15.0,16,2024-12-21,PIT,@,BAL,"L, 17-34",,3,3,24,8.0,0,100.0,8.0,22,36.7,0,0.0,0,0.0
17,17.0,105.0,16.0,17,2024-12-25,PIT,,KAN,"L, 10-29",*,2,0,0,,0,0.0,0.0,31,41.3,0,0.0,0,0.0
18,18.0,106.0,17.0,18,2025-01-04,PIT,,CIN,"L, 17-19",,1,1,25,25.0,0,100.0,25.0,14,23.0,0,0.0,0,0.0
19,,,,,,,,,7-11,,34,21,298,14.2,1,61.8,8.8,472,40.5,0,0.0,0,0.0
