,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,11.0,1.0,1.0,2018-09-09,LAC,,KAN,"L, 28-38",,6,5,81,16.2,0,83.3,13.5,0,0,0,,44,53.7,0,0.0,0,0.0
1,2.0,12.0,2.0,2.0,2018-09-16,LAC,@,BUF,"W, 31-20",*,2,2,27,13.5,1,100.0,13.5,0,0,0,,39,69.6,0,0.0,0,0.0
2,3.0,13.0,3.0,3.0,2018-09-23,LAC,@,LAR,"L, 23-35",,7,4,81,20.3,2,57.1,11.6,0,0,0,,35,67.3,0,0.0,0,0.0
3,4.0,14.0,4.0,4.0,2018-09-30,LAC,,SFO,"W, 29-27",,3,1,15,15.0,0,33.3,5.0,0,0,0,,46,67.6,0,0.0,0,0.0
4,5.0,15.0,5.0,5.0,2018-10-07,LAC,,OAK,"W, 26-10",*,4,3,45,15.0,0,75.0,11.3,1,3,0,3.0,45,70.3,0,0.0,0,0.0
5,6.0,16.0,6.0,6.0,2018-10-14,LAC,@,CLE,"W, 38-14",,4,1,4,4.0,0,25.0,1.0,1,10,0,10.0,38,63.3,0,0.0,0,0.0
6,7.0,17.0,7.0,7.0,2018-10-21,LAC,,TEN,"W, 20-19",,3,1,55,55.0,1,33.3,18.3,1,3,0,3.0,30,68.2,0,0.0,0,0.0
7,8.0,18.0,8.0,9.0,2018-11-04,LAC,@,SEA,"W, 25-17",,3,1,30,30.0,1,33.3,10.0,0,0,0,,15,29.4,0,0.0,0,0.0
8,9.0,19.0,9.0,10.0,2018-11-11,LAC,@,OAK,"W, 20-6",,0,0,0,,0,,,1,0,0,0.0,26,46.4,0,0.0,0,0.0
9,10.0,20.0,10.0,11.0,2018-11-18,LAC,,DEN,"L, 22-23",,3,2,56,28.0,0,66.7,18.7,0,0,0,,45,58.4,0,0.0,0,0.0
10,11.0,21.0,11.0,12.0,2018-11-25,LAC,,ARI,"W, 45-10",*,4,4,25,6.3,2,100.0,6.3,0,0,0,,63,91.3,0,0.0,0,0.0
11,12.0,22.0,12.0,13.0,2018-12-02,LAC,@,PIT,"W, 33-30",,3,3,52,17.3,0,100.0,17.3,0,0,0,,34,54.0,0,0.0,0,0.0
12,13.0,23.0,13.0,14.0,2018-12-09,LAC,,CIN,"W, 26-21",,6,3,45,15.0,0,50.0,7.5,0,0,0,,29,50.9,0,0.0,0,0.0
13,14.0,24.0,14.0,15.0,2018-12-13,LAC,@,KAN,"W, 29-28",*,9,7,76,10.9,2,77.8,8.4,1,19,1,19.0,66,89.2,0,0.0,0,0.0
14,15.0,25.0,15.0,16.0,2018-12-22,LAC,,BAL,"L, 10-22",*,3,1,7,7.0,0,33.3,2.3,1,4,0,4.0,40,63.5,0,0.0,0,0.0
15,16.0,26.0,16.0,17.0,2018-12-30,LAC,@,DEN,"W, 23-9",,6,5,65,13.0,1,83.3,10.8,1,-11,0,-11.0,27,45.8,0,0.0,0,0.0
16,,,,,,,,,12-4,,66,43,664,15.4,10,65.2,10.1,7,28,1,4.0,622,62.5,0,0.0,0,0.0
