,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,52.0,1.0,1.0,2021-09-12,CLE,@,KAN,"L, 29-33",,6,33,1,5.5,3,3,28,9.3,0,100.0,9.3,28,47.5,0,0.0,0,0.0
1,2.0,53.0,2.0,2.0,2021-09-19,CLE,,HOU,"W, 31-21",,13,51,0,3.9,1,1,2,2.0,0,100.0,2.0,23,37.7,0,0.0,0,0.0
2,3.0,54.0,3.0,3.0,2021-09-26,CLE,,CHI,"W, 26-6",,10,81,1,8.1,7,6,74,12.3,0,85.7,10.6,33,40.7,0,0.0,0,0.0
3,4.0,55.0,4.0,4.0,2021-10-03,CLE,@,MIN,"W, 14-7",,14,69,1,4.9,4,2,17,8.5,0,50.0,4.3,41,52.6,0,0.0,0,0.0
4,5.0,56.0,5.0,5.0,2021-10-10,CLE,@,LAC,"L, 42-47",,12,61,2,5.1,6,5,28,5.6,0,83.3,4.7,32,44.4,0,0.0,0,0.0
5,6.0,57.0,6.0,6.0,2021-10-17,CLE,,ARI,"L, 14-37",*,14,66,0,4.7,3,3,12,4.0,0,100.0,4.0,41,69.5,0,0.0,0,0.0
6,6.0,,7.0,7.0,2021-10-21,CLE,,DEN,"W, 17-14",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
7,6.0,,8.0,8.0,2021-10-31,CLE,,PIT,"L, 10-15",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
8,6.0,,9.0,9.0,2021-11-07,CLE,@,CIN,"W, 41-16",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
9,6.0,,10.0,10.0,2021-11-14,CLE,@,NWE,"L, 7-45",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
10,6.0,,11.0,11.0,2021-11-21,CLE,,DET,"W, 13-10",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
11,7.0,58.0,12.0,12.0,2021-11-28,CLE,@,BAL,"L, 10-16",,7,20,0,2.9,1,0,0,,0,0.0,0.0,23,38.3,0,0.0,0,0.0
12,8.0,59.0,13.0,14.0,2021-12-12,CLE,,BAL,"W, 24-22",,2,5,0,2.5,2,2,13,6.5,0,100.0,6.5,13,20.0,0,0.0,0,0.0
13,8.0,,14.0,15.0,2021-12-20,CLE,,LVR,"L, 14-16",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
14,8.0,,15.0,16.0,2021-12-25,CLE,@,GNB,"L, 22-24",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
15,8.0,,16.0,17.0,2022-01-03,CLE,@,PIT,"L, 14-26",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
16,8.0,,17.0,18.0,2022-01-09,CLE,,CIN,"W, 21-16",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
17,,,,,,,,,4-4,,78,386,5,4.9,27,22,174,7.9,0,81.5,6.4,234,43.7,0,0.0,0,0.0
