,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,36.0,1.0,1.0,2020-09-13,CLE,@,BAL,"L, 6-38",,13,72,0,5.5,6,4,9,2.3,0,66.7,1.5,1,0,0,1,0,0,36,49.3,0,0.0,0,0.0
1,2.0,37.0,2.0,2.0,2020-09-17,CLE,,CIN,"W, 35-30",,10,86,1,8.6,2,2,15,7.5,1,100.0,7.5,0,0,0,0,0,0,20,34.5,0,0.0,0,0.0
2,3.0,38.0,3.0,3.0,2020-09-27,CLE,,WAS,"W, 34-20",,16,46,0,2.9,3,2,18,9.0,1,66.7,6.0,0,0,0,0,0,0,29,46.0,0,0.0,0,0.0
3,4.0,39.0,4.0,4.0,2020-10-04,CLE,@,DAL,"W, 49-38",,11,71,2,6.5,0,0,0,,0,,,0,0,0,0,0,0,26,34.2,0,0.0,0,0.0
4,5.0,40.0,5.0,5.0,2020-10-11,CLE,,IND,"W, 32-23",*,20,72,0,3.6,4,3,21,7.0,1,75.0,5.3,0,0,0,0,0,0,51,69.9,0,0.0,0,0.0
5,6.0,41.0,6.0,6.0,2020-10-18,CLE,@,PIT,"L, 7-38",*,13,40,0,3.1,3,2,17,8.5,0,66.7,5.7,0,0,0,0,0,0,30,52.6,0,0.0,0,0.0
6,7.0,42.0,7.0,7.0,2020-10-25,CLE,@,CIN,"W, 37-34",*,18,76,0,4.2,4,3,26,8.7,1,75.0,6.5,0,0,0,0,0,0,47,90.4,0,0.0,0,0.0
7,8.0,43.0,8.0,8.0,2020-11-01,CLE,,LVR,"L, 6-16",*,14,66,0,4.7,3,2,7,3.5,0,66.7,2.3,0,0,0,0,0,0,42,85.7,0,0.0,0,0.0
8,9.0,44.0,9.0,10.0,2020-11-15,CLE,,HOU,"W, 10-7",,19,104,0,5.5,4,3,28,9.3,0,75.0,7.0,0,0,0,0,0,0,38,58.5,0,0.0,0,0.0
9,10.0,45.0,10.0,11.0,2020-11-22,CLE,,PHI,"W, 22-17",,13,11,1,0.8,1,1,10,10.0,0,100.0,10.0,0,0,0,1,0,0,36,53.7,0,0.0,0,0.0
10,11.0,46.0,11.0,12.0,2020-11-29,CLE,@,JAX,"W, 27-25",,10,62,0,6.2,2,0,0,,0,0.0,0.0,0,0,0,0,0,0,28,41.8,0,0.0,0,0.0
11,12.0,47.0,12.0,13.0,2020-12-06,CLE,@,TEN,"W, 41-35",,14,33,0,2.4,3,3,24,8.0,0,100.0,8.0,0,0,0,0,0,0,35,47.9,0,0.0,0,0.0
12,13.0,48.0,13.0,14.0,2020-12-14,CLE,,BAL,"L, 42-47",,6,33,1,5.5,7,6,77,12.8,1,85.7,11.0,1,0,0,1,-2,0,39,46.4,0,0.0,0,0.0
13,14.0,49.0,14.0,15.0,2020-12-20,CLE,@,NYG,"W, 20-6",,7,21,0,3.0,3,3,7,2.3,0,100.0,2.3,0,0,0,1,0,0,21,32.8,0,0.0,0,0.0
14,15.0,50.0,15.0,16.0,2020-12-27,CLE,@,NYJ,"L, 16-23",*,4,11,1,2.8,5,3,41,13.7,0,60.0,8.2,0,0,0,1,0,0,35,43.2,0,0.0,0,0.0
15,16.0,51.0,16.0,17.0,2021-01-03,CLE,,PIT,"W, 24-22",,10,37,0,3.7,1,1,4,4.0,0,100.0,4.0,0,0,0,0,0,0,35,56.5,0,0.0,0,0.0
16,,,,,,,,,11-5,,198,841,6,4.2,51,38,304,8.0,5,74.5,6.0,2,0,0,5,-2,0,548,51.5,0,0.0,0,0.0
