,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,17.0,1.0,1.0,2018-09-09,KAN,@,LAC,"W, 38-28",*,16,49,0,3.1,1,0,0,,0,0.0,0.0,40,71.4,0,0.0,0,0.0
1,2.0,18.0,2.0,2.0,2018-09-16,KAN,@,PIT,"W, 42-37",*,18,75,0,4.2,1,1,5,5.0,1,100.0,5.0,40,69.0,0,0.0,0,0.0
2,3.0,19.0,3.0,3.0,2018-09-23,KAN,,SFO,"W, 38-27",*,18,44,2,2.4,1,0,0,,0,0.0,0.0,46,61.3,0,0.0,0,0.0
3,4.0,20.0,4.0,4.0,2018-10-01,KAN,@,DEN,"W, 27-23",*,19,121,1,6.4,4,3,54,18.0,0,75.0,13.5,45,57.7,0,0.0,0,0.0
4,5.0,21.0,5.0,5.0,2018-10-07,KAN,,JAX,"W, 30-14",*,22,87,1,4.0,2,1,7,7.0,0,50.0,3.5,52,74.3,0,0.0,0,0.0
5,6.0,22.0,6.0,6.0,2018-10-14,KAN,@,NWE,"L, 40-43",*,10,80,0,8.0,6,5,105,21.0,1,83.3,17.5,31,57.4,0,0.0,0,0.0
6,7.0,23.0,7.0,7.0,2018-10-21,KAN,,CIN,"W, 45-10",*,15,86,1,5.7,6,5,55,11.0,2,83.3,9.2,46,65.7,0,0.0,0,0.0
7,8.0,24.0,8.0,8.0,2018-10-28,KAN,,DEN,"W, 30-23",*,16,50,0,3.1,6,5,36,7.2,1,83.3,6.0,49,84.5,0,0.0,0,0.0
8,9.0,25.0,9.0,9.0,2018-11-04,KAN,@,CLE,"W, 37-21",*,17,91,2,5.4,2,1,50,50.0,1,50.0,25.0,49,77.8,0,0.0,0,0.0
9,10.0,26.0,10.0,10.0,2018-11-11,KAN,,ARI,"W, 26-14",*,16,71,0,4.4,2,2,25,12.5,0,100.0,12.5,43,72.9,0,0.0,0,0.0
10,11.0,27.0,11.0,11.0,2018-11-19,KAN,@,LAR,"L, 51-54",*,14,70,0,5.0,4,3,41,13.7,1,75.0,10.3,61,84.7,0,0.0,0,0.0
11,,,,,,,,,9-2,,181,824,7,4.6,35,26,378,14.5,7,74.3,10.8,502,70.4,0,0.0,0,0.0
