,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,50.0,1.0,1.0,2021-09-12,CLE,@,KAN,"L, 29-33",,5,3,76,25.3,0,60.0,15.2,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,35,59.3,0,0.0,0,0.0
1,2.0,51.0,2.0,2.0,2021-09-19,CLE,,HOU,"W, 31-21",*,3,2,18,9.0,0,66.7,6.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,36,59.0,0,0.0,0,0.0
2,3.0,52.0,3.0,3.0,2021-09-26,CLE,,CHI,"W, 26-6",*,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,50,61.7,0,0.0,0,0.0
3,4.0,53.0,4.0,4.0,2021-10-03,CLE,@,MIN,"W, 14-7",*,2,2,17,8.5,0,100.0,8.5,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,52,66.7,0,0.0,0,0.0
4,5.0,54.0,5.0,5.0,2021-10-10,CLE,@,LAC,"L, 42-47",*,7,7,149,21.3,1,100.0,21.3,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,1,0,0,46,63.9,0,0.0,0,0.0
5,6.0,55.0,6.0,6.0,2021-10-17,CLE,,ARI,"L, 14-37",*,2,1,6,6.0,0,50.0,3.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,26,44.1,0,0.0,0,0.0
6,7.0,56.0,7.0,7.0,2021-10-21,CLE,,DEN,"W, 17-14",,2,2,18,9.0,0,100.0,9.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,42,59.2,0,0.0,0,0.0
7,8.0,57.0,8.0,8.0,2021-10-31,CLE,,PIT,"L, 10-15",,3,3,39,13.0,0,100.0,13.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,38,64.4,0,0.0,0,0.0
8,9.0,58.0,9.0,9.0,2021-11-07,CLE,@,CIN,"W, 41-16",*,3,1,18,18.0,1,33.3,6.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,35,72.9,0,0.0,0,0.0
9,10.0,59.0,10.0,10.0,2021-11-14,CLE,@,NWE,"L, 7-45",*,4,1,11,11.0,0,25.0,2.8,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,35,59.3,0,0.0,0,0.0
10,11.0,60.0,11.0,11.0,2021-11-21,CLE,,DET,"W, 13-10",*,4,2,20,10.0,0,50.0,5.0,1,1,0,1.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,47,63.5,0,0.0,0,0.0
11,12.0,61.0,12.0,12.0,2021-11-28,CLE,@,BAL,"L, 10-16",*,5,3,35,11.7,1,60.0,7.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,43,71.7,0,0.0,0,0.0
12,12.0,,13.0,14.0,2021-12-12,CLE,,BAL,"W, 24-22",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
13,13.0,62.0,14.0,15.0,2021-12-20,CLE,,LVR,"L, 14-16",*,5,3,29,9.7,0,60.0,5.8,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,56,100.0,0,0.0,0,0.0
14,14.0,63.0,15.0,16.0,2021-12-25,CLE,@,GNB,"L, 22-24",,2,0,0,,0,0.0,0.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,39,57.4,0,0.0,0,0.0
15,15.0,64.0,16.0,17.0,2022-01-03,CLE,@,PIT,"L, 14-26",*,4,4,28,7.0,1,100.0,7.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,51,71.8,0,0.0,0,0.0
16,16.0,65.0,17.0,18.0,2022-01-09,CLE,,CIN,"W, 21-16",,2,2,11,5.5,0,100.0,5.5,0,0,0,,0.0,1,1,0,0,0,0,0,0,0,0,0,0,39,59.1,0,0.0,0,0.0
17,,,,,,,,,7-9,,53,36,475,13.2,4,67.9,9.0,1,1,0,1.0,0.0,2,2,0,0,0,0,0,0,0,1,0,0,670,64.3,0,0.0,0,0.0
