,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,66.0,1.0,1.0,2022-09-11,CLE,@,CAR,"W, 26-24",*,1,1,7,7.0,0,100.0,7.0,0,0,0,,0,0,0,0,0,0,71,88.8,0,0.0,0,0.0
1,2.0,67.0,2.0,2.0,2022-09-18,CLE,,NYJ,"L, 30-31",*,5,3,32,10.7,0,60.0,6.4,0,0,0,,0,0,0,0,0,0,63,94.0,0,0.0,0,0.0
2,3.0,68.0,3.0,3.0,2022-09-22,CLE,,PIT,"W, 29-17",*,10,9,89,9.9,1,90.0,8.9,0,0,0,,0,0,0,0,0,0,63,87.5,0,0.0,0,0.0
3,4.0,69.0,4.0,4.0,2022-10-02,CLE,@,ATL,"L, 20-23",*,7,5,73,14.6,0,71.4,10.4,1,-6,0,-6.0,1,1,0,0,0,0,67,91.8,0,0.0,0,0.0
4,5.0,70.0,5.0,5.0,2022-10-09,CLE,,LAC,"L, 28-30",*,6,6,88,14.7,0,100.0,14.7,0,0,0,,0,0,0,0,0,0,57,85.1,0,0.0,0,0.0
5,6.0,71.0,6.0,6.0,2022-10-16,CLE,,NWE,"L, 15-38",*,6,3,58,19.3,0,50.0,9.7,0,0,0,,0,0,0,0,0,0,56,80.0,0,0.0,0,0.0
6,7.0,72.0,7.0,7.0,2022-10-23,CLE,@,BAL,"L, 20-23",*,7,7,71,10.1,0,100.0,10.1,0,0,0,,0,0,0,0,0,0,37,61.7,0,0.0,0,0.0
7,7.0,,8.0,8.0,2022-10-31,CLE,,CIN,"W, 32-13",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
8,7.0,,9.0,10.0,2022-11-13,CLE,@,MIA,"L, 17-39",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
9,8.0,73.0,10.0,11.0,2022-11-20,CLE,@,BUF,"L, 23-31",*,3,2,17,8.5,0,66.7,5.7,0,0,0,,0,0,0,0,0,0,28,37.3,0,0.0,0,0.0
10,9.0,74.0,11.0,12.0,2022-11-27,CLE,,TAM,"W, 23-17 (OT)",*,7,5,29,5.8,1,71.4,4.1,0,0,0,,0,0,0,0,0,0,64,81.0,0,0.0,0,0.0
11,9.0,,12.0,13.0,2022-12-04,CLE,@,HOU,"W, 27-14",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
12,10.0,75.0,13.0,14.0,2022-12-11,CLE,@,CIN,"L, 10-23",*,9,7,59,8.4,1,77.8,6.6,1,-2,0,-2.0,0,0,0,0,0,0,69,95.8,0,0.0,0,0.0
13,11.0,76.0,14.0,15.0,2022-12-17,CLE,,BAL,"W, 13-3",*,6,3,28,9.3,0,50.0,4.7,0,0,0,,0,0,0,0,0,0,62,93.9,0,0.0,0,0.0
14,12.0,77.0,15.0,16.0,2022-12-24,CLE,,NOR,"L, 10-17",*,5,2,14,7.0,0,40.0,2.8,0,0,0,,0,0,0,0,0,0,68,97.1,0,0.0,0,0.0
15,13.0,78.0,16.0,17.0,2023-01-01,CLE,@,WAS,"W, 24-10",*,3,1,21,21.0,0,33.3,7.0,0,0,0,,0,0,0,0,0,0,53,93.0,0,0.0,0,0.0
16,14.0,79.0,17.0,18.0,2023-01-08,CLE,@,PIT,"L, 14-28",*,5,4,42,10.5,1,80.0,8.4,0,0,0,,0,0,0,0,0,0,59,92.2,0,0.0,0,0.0
17,,,,,,,,,5-9,,80,58,628,10.8,4,72.5,7.9,2,-8,0,-4.0,1,1,0,0,0,0,817,84.1,0,0.0,0,0.0
