,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,,,1.0,1.0,2018-09-09,BAL,,BUF,"W, 47-3",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
1,,,2.0,2.0,2018-09-13,BAL,@,CIN,"L, 23-34",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2,,,3.0,3.0,2018-09-23,BAL,,DEN,"W, 27-14",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
3,,,4.0,4.0,2018-09-30,BAL,@,PIT,"W, 26-14",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
4,1.0,1.0,5.0,5.0,2018-10-07,BAL,@,CLE,"L, 9-12 (OT)",,2,1,7,7.0,0,50.0,3.5,0,0,0,,21,24.1,0,0.0,0,0.0
5,2.0,2.0,6.0,6.0,2018-10-14,BAL,@,TEN,"W, 21-0",,1,0,0,,0,0.0,0.0,1,0,0,0.0,18,23.7,0,0.0,1,4.5
6,3.0,3.0,7.0,7.0,2018-10-21,BAL,,NOR,"L, 23-24",,2,0,0,,0,0.0,0.0,0,0,0,,18,26.5,0,0.0,5,20.8
7,4.0,4.0,8.0,8.0,2018-10-28,BAL,@,CAR,"L, 21-36",,3,2,29,14.5,1,66.7,9.7,0,0,0,,30,44.1,0,0.0,1,3.6
8,5.0,5.0,9.0,9.0,2018-11-04,BAL,,PIT,"L, 16-23",,2,1,21,21.0,0,50.0,10.5,0,0,0,,27,44.3,0,0.0,0,0.0
9,6.0,6.0,10.0,11.0,2018-11-18,BAL,,CIN,"W, 24-21",,0,0,0,,0,,,0,0,0,,35,44.3,0,0.0,0,0.0
10,7.0,7.0,11.0,12.0,2018-11-25,BAL,,OAK,"W, 34-17",,4,3,25,8.3,0,75.0,6.3,0,0,0,,19,27.1,0,0.0,4,14.3
11,8.0,8.0,12.0,13.0,2018-12-02,BAL,@,ATL,"W, 26-16",,0,0,0,,0,,,0,0,0,,21,25.9,0,0.0,3,10.7
12,9.0,9.0,13.0,14.0,2018-12-09,BAL,@,KAN,"L, 24-27 (OT)",,0,0,0,,0,,,0,0,0,,18,25.4,0,0.0,5,17.2
13,10.0,10.0,14.0,15.0,2018-12-16,BAL,,TAM,"W, 20-12",,3,3,20,6.7,0,100.0,6.7,0,0,0,,30,39.5,0,0.0,4,17.4
14,11.0,11.0,15.0,16.0,2018-12-22,BAL,@,LAC,"W, 22-10",,2,1,18,18.0,0,50.0,9.0,0,0,0,,17,27.4,0,0.0,3,11.1
15,12.0,12.0,16.0,17.0,2018-12-30,BAL,,CLE,"W, 26-24",,4,2,43,21.5,0,50.0,10.8,0,0,0,,21,27.3,0,0.0,5,16.1
16,,,,,,,,,7-5,,23,13,163,12.5,1,56.5,7.1,1,0,0,0.0,275,31.4,0,0.0,31,9.5
