,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,58.0,1.0,1.0,2022-09-11,CIN,,PIT,"L, 20-23 (OT)",*,8,5,46,9.2,0,62.5,5.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,75,75.0,0,0.0,4,12.5
1,2.0,59.0,2.0,2.0,2022-09-18,CIN,@,DAL,"L, 17-20",*,7,5,24,4.8,0,71.4,3.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,57,81.4,0,0.0,3,11.5
2,3.0,60.0,3.0,3.0,2022-09-25,CIN,@,NYJ,"W, 27-12",*,2,1,7,7.0,0,50.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,26,38.2,0,0.0,6,23.1
3,4.0,61.0,4.0,4.0,2022-09-29,CIN,,MIA,"W, 27-15",*,4,3,27,9.0,1,75.0,6.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,36,56.3,0,0.0,5,17.9
4,5.0,62.0,5.0,5.0,2022-10-09,CIN,@,BAL,"L, 17-19",*,7,6,53,8.8,1,85.7,7.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,51,81.0,0,0.0,3,13.0
5,6.0,63.0,6.0,6.0,2022-10-16,CIN,@,NOR,"W, 30-26",*,3,3,21,7.0,0,100.0,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,40,70.2,0,0.0,4,13.8
6,7.0,64.0,7.0,7.0,2022-10-23,CIN,,ATL,"W, 35-17",*,8,6,48,8.0,0,75.0,6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,42,61.8,0,0.0,5,20.0
7,8.0,65.0,8.0,8.0,2022-10-31,CIN,@,CLE,"L, 13-32",*,4,4,42,10.5,0,100.0,10.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,38,71.7,0,0.0,3,13.0
8,9.0,66.0,9.0,9.0,2022-11-06,CIN,,CAR,"W, 42-21",*,5,5,35,7.0,0,100.0,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,34,45.9,0,0.0,9,31.0
9,10.0,67.0,10.0,11.0,2022-11-20,CIN,@,PIT,"W, 37-30",*,3,2,28,14.0,0,66.7,9.3,0.0,1,1,0,0,0,0,0,0,0,0,0,0,43,65.2,0,0.0,8,22.2
10,11.0,68.0,11.0,12.0,2022-11-27,CIN,@,TEN,"W, 20-16",*,9,6,57,9.5,0,66.7,6.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,46,65.7,0,0.0,5,16.7
11,12.0,69.0,12.0,13.0,2022-12-04,CIN,,KAN,"W, 27-24",*,3,2,12,6.0,0,66.7,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,9,12.5,0,0.0,1,4.3
12,12.0,,13.0,14.0,2022-12-11,CIN,,CLE,"W, 23-10",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
13,12.0,,14.0,15.0,2022-12-18,CIN,@,TAM,"W, 34-23",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
14,12.0,,15.0,16.0,2022-12-24,CIN,@,NWE,"W, 22-18",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
15,13.0,70.0,16.0,18.0,2023-01-08,CIN,,BAL,"W, 27-16",*,5,4,14,3.5,0,80.0,2.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,48,72.7,0,0.0,5,16.7
16,,,,,,,,,9-4,,68,52,414,8.0,2,76.5,6.1,0.0,1,1,0,0,0,0,0,0,0,0,0,0,545,61.2,0,0.0,61,16.9
