,Season,Age,Team,Lg,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds.1,TD.1,1D.1,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,Awards
0,2018,25,BAL,NFL,TE,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
1,2019,26,BAL,NFL,TE,1.0,1.0,6.0,4.0,53.0,13.3,1.0,3.0,66.7,18.0,4.0,53.0,66.7,8.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.3,53.0,1.0,0.0,
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2022,29,CIN,NFL,TE,3.0,3.0,17.0,13.0,141.0,10.8,1.0,7.0,52.9,23.0,4.3,47.0,76.5,8.3,0.0,0.0,0.0,0.0,0.0,0.0,13.0,10.8,141.0,1.0,1.0,
4,3 Yrs,3 Yrs,3 Yrs,3 Yrs,,5.0,4.0,24.0,17.0,194.0,11.4,2.0,10.0,54.2,23.0,3.4,38.8,70.8,8.1,0.0,0.0,0.0,0.0,0.0,0.0,17.0,11.4,194.0,2.0,1.0,
5,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17.0,14.0,82.0,58.0,660.0,11.4,7.0,34.0,54.2,23.0,3.4,38.8,70.8,8.1,0.0,0.0,0.0,0.0,0.0,0.0,58.0,11.4,660.0,7.0,3.0,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,BAL (2 Yrs),BAL (2 Yrs),BAL (2 Yrs),BAL (2 Yrs),,2.0,1.0,7.0,4.0,53.0,13.3,1.0,3.0,57.1,18.0,2.0,26.5,57.1,7.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.3,53.0,1.0,0.0,
8,CIN (1 Yr),CIN (1 Yr),CIN (1 Yr),CIN (1 Yr),,3.0,3.0,17.0,13.0,141.0,10.8,1.0,7.0,52.9,23.0,4.3,47.0,76.5,8.3,0.0,0.0,0.0,0.0,0.0,0.0,13.0,10.8,141.0,1.0,1.0,
