,Season,Age,Team,Lg,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds.1,TD.1,1D.1,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,Awards
0,2019,26,KAN,NFL,WR,3,0,0.0,0,0,,0,0,,,0.0,0.0,,,0,0,0,0,0.0,0.0,0,,0,0,0,
1,2020,27,KAN,NFL,WR,3,3,10.0,6,39,6.5,0,2,30.0,11.0,2.0,13.0,60.0,3.9,0,0,0,0,0.0,0.0,6,6.5,39,0,0,
2,2021,28,KAN,NFL,WR,3,2,17.0,12,82,6.8,3,7,52.9,15.0,4.0,27.3,70.6,4.8,0,0,0,0,0.0,0.0,12,6.8,82,3,0,
3,3 Yrs,3 Yrs,3 Yrs,3 Yrs,,9,5,27.0,18,121,6.7,3,9,44.4,15.0,2.0,13.4,66.7,4.5,0,0,0,0,0.0,0.0,18,6.7,121,3,0,
4,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17,9,,34,229,6.7,6,17,,15.0,2.0,13.4,,,0,0,0,0,0.0,0.0,34,6.7,229,6,0,
