,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Ret,Yds.1,KRTD,Y/Ret,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,30.0,1.0,1.0,2021-09-12,KAN,,CLE,"W, 33-29",,2,1,6,6.0,0,50.0,3.0,2,44,0,22.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,11,16.9,0,0.0,5,20.8
1,2.0,31.0,2.0,2.0,2021-09-19,KAN,@,BAL,"L, 35-36",,2,2,63,31.5,1,100.0,31.5,3,46,0,15.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,11,21.6,0,0.0,7,25.0
2,3.0,32.0,3.0,3.0,2021-09-26,KAN,,LAC,"L, 24-30",,6,2,12,6.0,0,33.3,2.0,1,30,0,30.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,30,38.0,0,0.0,9,37.5
3,4.0,33.0,4.0,4.0,2021-10-03,KAN,@,PHI,"W, 42-30",*,2,2,23,11.5,0,100.0,11.5,4,109,0,27.3,0.0,0,0,0,0,0,0,1,0,0,0,0,0,17,25.4,0,0.0,7,25.9
4,5.0,34.0,5.0,5.0,2021-10-10,KAN,,BUF,"L, 20-38",,2,2,11,5.5,1,100.0,5.5,3,92,0,30.7,0.0,0,0,0,0,0,0,1,1,0,0,0,0,26,30.2,0,0.0,12,41.4
5,6.0,35.0,6.0,6.0,2021-10-17,KAN,@,WAS,"W, 31-13",*,3,3,55,18.3,0,100.0,18.3,1,23,0,23.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,32,39.0,0,0.0,8,32.0
6,7.0,36.0,7.0,7.0,2021-10-24,KAN,@,TEN,"L, 3-27",,6,5,73,14.6,0,83.3,12.2,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,34,47.2,0,0.0,7,36.8
7,8.0,37.0,8.0,8.0,2021-11-01,KAN,,NYG,"W, 20-17",,2,1,12,12.0,0,50.0,6.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,43,53.1,0,0.0,9,36.0
8,9.0,38.0,9.0,9.0,2021-11-07,KAN,,GNB,"W, 13-7",,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,30,46.2,0,0.0,6,27.3
9,10.0,39.0,10.0,10.0,2021-11-14,KAN,@,LVR,"W, 41-14",,5,4,46,11.5,1,80.0,9.2,2,34,0,17.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,46,60.5,0,0.0,8,28.6
10,11.0,40.0,11.0,11.0,2021-11-21,KAN,,DAL,"W, 19-9",,2,1,37,37.0,0,50.0,18.5,3,104,0,34.7,0.0,1,1,0,0,0,0,0,0,0,0,0,0,40,58.8,0,0.0,10,37.0
11,12.0,41.0,12.0,13.0,2021-12-05,KAN,,DEN,"W, 22-9",,4,1,14,14.0,0,25.0,3.5,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,1,0,0,41,71.9,0,0.0,11,50.0
12,13.0,42.0,13.0,14.0,2021-12-12,KAN,,LVR,"W, 48-9",,1,1,28,28.0,0,100.0,28.0,1,24,0,24.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,40,60.6,0,0.0,6,23.1
13,14.0,43.0,14.0,15.0,2021-12-16,KAN,@,LAC,"W, 34-28 (OT)",*,4,3,22,7.3,0,75.0,5.5,1,19,0,19.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,46,63.9,0,0.0,7,31.8
14,15.0,44.0,15.0,16.0,2021-12-26,KAN,,PIT,"W, 36-10",*,7,6,75,12.5,2,85.7,10.7,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,55,79.7,0,0.0,5,19.2
15,16.0,45.0,16.0,17.0,2022-01-02,KAN,@,CIN,"L, 31-34",,4,3,35,11.7,0,75.0,8.8,4,96,0,24.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,29,47.5,0,0.0,8,27.6
16,17.0,46.0,17.0,18.0,2022-01-08,KAN,@,DEN,"W, 28-24",*,8,5,56,11.2,0,62.5,7.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,55,70.5,0,0.0,9,36.0
17,,,,,,,,,12-5,,60,42,568,13.5,5,70.0,9.5,25,621,0,24.8,0.0,1,1,0,0,0,0,2,1,0,1,0,0,586,49.0,0,0.0,134,31.3
