,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Ret,Yds.2,KRTD,Y/Ret,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,46.0,1.0,1.0,2023-09-10,WAS,,ARI,"W, 20-16",,3,9,0,3.0,1,1,10,10.0,0,100.0,10.0,1,21,0,21.0,1,1,0,0,0,0,25,35.2,0,0.0,5,17.9
1,2.0,47.0,2.0,2.0,2023-09-17,WAS,@,DEN,"W, 35-33",,2,9,0,4.5,3,3,44,14.7,0,100.0,14.7,0,0,0,,0,0,0,0,0,0,35,47.9,0,0.0,5,16.7
2,3.0,48.0,3.0,3.0,2023-09-24,WAS,,BUF,"L, 3-37",,2,17,0,8.5,5,3,7,2.3,0,60.0,1.4,2,45,0,22.5,1,1,0,0,0,0,33,61.1,0,0.0,8,36.4
3,4.0,49.0,4.0,4.0,2023-10-01,WAS,@,PHI,"L, 31-34 (OT)",,6,19,0,3.2,1,1,7,7.0,0,100.0,7.0,1,29,0,29.0,1,0,0,1,0,0,30,38.5,0,0.0,7,22.6
4,5.0,50.0,5.0,5.0,2023-10-05,WAS,,CHI,"L, 20-40",,0,0,0,,6,4,64,16.0,0,66.7,10.7,0,0,0,,0,0,0,0,0,0,38,54.3,0,0.0,9,30.0
5,6.0,51.0,6.0,6.0,2023-10-15,WAS,@,ATL,"W, 24-16",,3,15,0,5.0,1,1,1,1.0,1,100.0,1.0,1,13,0,13.0,0,0,0,0,0,0,20,39.2,0,0.0,4,16.7
6,7.0,52.0,7.0,7.0,2023-10-22,WAS,@,NYG,"L, 7-14",,2,7,0,3.5,2,2,24,12.0,0,100.0,12.0,0,0,0,,0,0,0,0,0,0,26,37.7,0,0.0,3,10.3
7,8.0,53.0,8.0,8.0,2023-10-29,WAS,,PHI,"L, 31-38",,2,14,0,7.0,5,5,28,5.6,0,100.0,5.6,1,27,0,27.0,0,0,0,0,0,0,37,51.4,0,0.0,7,25.0
8,9.0,54.0,9.0,9.0,2023-11-05,WAS,@,NWE,"W, 20-17",,6,34,0,5.7,5,5,42,8.4,0,100.0,8.4,3,72,0,24.0,0,0,0,0,0,0,34,43.6,0,0.0,4,14.3
9,10.0,55.0,10.0,10.0,2023-11-12,WAS,@,SEA,"L, 26-29",,4,13,0,3.3,6,5,42,8.4,1,83.3,7.0,5,133,0,26.6,0,0,0,0,0,0,29,47.5,0,0.0,7,20.0
10,10.0,,11.0,11.0,2023-11-19,WAS,,NYG,"L, 19-31",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
11,11.0,56.0,12.0,12.0,2023-11-23,WAS,@,DAL,"L, 10-45",,6,21,0,3.5,4,3,16,5.3,0,75.0,4.0,0,0,0,,0,0,0,0,0,0,36,46.2,0,0.0,0,0.0
12,12.0,57.0,13.0,13.0,2023-12-03,WAS,,MIA,"L, 15-45",,10,35,0,3.5,5,4,37,9.3,0,80.0,7.4,0,0,0,,1,0,0,1,0,0,31,56.4,0,0.0,0,0.0
13,13.0,58.0,14.0,15.0,2023-12-17,WAS,@,LAR,"L, 20-28",*,4,15,0,3.8,5,5,20,4.0,0,100.0,4.0,0,0,0,,0,0,0,0,0,0,27,45.0,0,0.0,0,0.0
14,14.0,59.0,15.0,16.0,2023-12-24,WAS,@,NYJ,"L, 28-30",*,9,30,1,3.3,2,1,2,2.0,0,50.0,1.0,0,0,0,,0,0,0,0,0,0,27,44.3,0,0.0,0,0.0
15,15.0,60.0,16.0,17.0,2023-12-31,WAS,,SFO,"L, 10-27",,4,19,0,4.8,4,2,17,8.5,0,50.0,4.3,0,0,0,,0,0,0,0,0,0,20,43.5,0,0.0,0,0.0
16,16.0,61.0,17.0,18.0,2024-01-07,WAS,,DAL,"L, 10-38",,2,8,0,4.0,4,3,28,9.3,0,75.0,7.0,0,0,0,,0,0,0,0,0,0,25,51.0,0,0.0,0,0.0
17,,,,,,,,,4-12,,65,265,1,4.1,59,48,389,8.1,2,81.4,6.6,14,340,0,24.3,4,2,0,2,0,0,473,46.1,0,0.0,59,13.3
