,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Ret,Yds.2,KRTD,Y/Ret,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,31.0,1.0,1.0,2022-09-11,WAS,,JAX,"W, 28-22",*,14,58,0,4.1,8,7,72,10.3,0,87.5,9.0,0,0,0,,0,0,0,0,0,0,49,63.6,0,0.0,0,0.0
1,2.0,32.0,2.0,2.0,2022-09-18,WAS,@,DET,"L, 27-36",*,14,28,1,2.0,4,2,13,6.5,0,50.0,3.3,0,0,0,,0,0,0,0,0,0,40,54.1,0,0.0,0,0.0
2,3.0,33.0,3.0,3.0,2022-09-25,WAS,,PHI,"L, 8-24",*,12,38,1,3.2,1,1,2,2.0,0,100.0,2.0,0,0,0,,0,0,0,0,0,0,34,44.2,0,0.0,1,3.8
3,4.0,34.0,4.0,4.0,2022-10-02,WAS,@,DAL,"L, 10-25",*,13,49,0,3.8,3,3,14,4.7,0,100.0,4.7,0,0,0,,0,0,0,0,0,0,30,40.5,0,0.0,0,0.0
4,5.0,35.0,5.0,5.0,2022-10-09,WAS,,TEN,"L, 17-21",*,3,6,0,2.0,4,3,33,11.0,0,75.0,8.3,0,0,0,,0,0,0,0,0,0,20,31.7,0,0.0,0,0.0
5,6.0,36.0,6.0,6.0,2022-10-13,WAS,@,CHI,"W, 12-7",,5,35,0,7.0,4,3,18,6.0,0,75.0,4.5,1,27,0,27.0,0,0,0,0,0,0,15,26.3,0,0.0,2,10.0
6,7.0,37.0,7.0,7.0,2022-10-23,WAS,,GNB,"W, 23-21",,10,59,0,5.9,4,3,18,6.0,1,75.0,4.5,3,78,0,26.0,0,0,0,0,0,0,29,39.2,0,0.0,3,10.3
7,8.0,38.0,8.0,8.0,2022-10-30,WAS,@,IND,"W, 17-16",*,7,19,0,2.7,7,7,58,8.3,1,100.0,8.3,2,41,0,20.5,0,0,0,0,0,0,22,36.1,0,0.0,5,19.2
8,9.0,39.0,9.0,9.0,2022-11-06,WAS,,MIN,"L, 17-20",,11,36,0,3.3,3,2,11,5.5,0,66.7,3.7,2,68,0,34.0,0,0,0,0,0,0,37,57.8,0,0.0,5,17.9
9,10.0,40.0,10.0,10.0,2022-11-14,WAS,@,PHI,"W, 32-21",,14,44,1,3.1,3,3,14,4.7,0,100.0,4.7,1,14,0,14.0,0,0,0,0,0,0,40,48.2,0,0.0,4,15.4
10,11.0,41.0,11.0,11.0,2022-11-20,WAS,@,HOU,"W, 23-10",,18,72,0,4.0,3,3,31,10.3,0,100.0,10.3,2,48,0,24.0,0,0,0,0,0,0,46,67.6,0,0.0,3,11.1
11,12.0,42.0,12.0,12.0,2022-11-27,WAS,,ATL,"W, 19-13",,9,32,0,3.6,3,3,22,7.3,0,100.0,7.3,2,51,0,25.5,0,0,0,0,0,0,26,41.9,0,0.0,4,16.7
12,13.0,43.0,13.0,13.0,2022-12-04,WAS,@,NYG,"T, 20-20 (OT)",,9,39,0,4.3,4,2,20,10.0,0,50.0,5.0,2,27,0,13.5,0,0,0,0,0,0,42,49.4,0,0.0,5,14.7
13,14.0,44.0,14.0,15.0,2022-12-18,WAS,,NYG,"L, 12-20",,5,21,0,4.2,4,2,6,3.0,0,50.0,1.5,3,93,0,31.0,1,0,0,1,0,0,38,60.3,0,0.0,5,20.0
14,15.0,45.0,15.0,16.0,2022-12-24,WAS,@,SFO,"L, 20-37",,5,10,0,2.0,3,2,21,10.5,0,66.7,7.0,3,39,0,13.0,0,0,0,0,0,0,21,28.8,0,0.0,5,18.5
15,15.0,,16.0,17.0,2023-01-01,WAS,,CLE,"L, 10-24",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
16,15.0,,17.0,18.0,2023-01-08,WAS,,DAL,"W, 26-6",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
17,,,,,,,,,7-7-1,,149,546,3,3.7,58,46,353,7.7,2,79.3,6.1,21,486,0,23.1,1,0,0,1,0,0,489,46.4,0,0.0,42,10.3
