,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,15.0,1.0,1.0,2021-09-12,WAS,,LAC,"L, 16-20",*,20,90,0,4.5,5,3,18,6.0,0,60.0,3.6,0.0,0,0,0,0,0,0,2,1,0,0,0,0,36,65.5,0,0.0,0,0.0
1,2.0,16.0,2.0,2.0,2021-09-16,WAS,,NYG,"W, 30-29",*,13,69,0,5.3,2,2,4,2.0,0,100.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,43,60.6,0,0.0,0,0.0
2,3.0,17.0,3.0,3.0,2021-09-26,WAS,@,BUF,"L, 21-43",,12,31,0,2.6,2,1,73,73.0,1,50.0,36.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,31,57.4,0,0.0,0,0.0
3,4.0,18.0,4.0,4.0,2021-10-03,WAS,@,ATL,"W, 34-30",*,14,63,1,4.5,2,2,12,6.0,0,100.0,6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,37,55.2,0,0.0,0,0.0
4,5.0,19.0,5.0,5.0,2021-10-10,WAS,,NOR,"L, 22-33",*,20,60,2,3.0,2,2,12,6.0,0,100.0,6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,47,56.6,0,0.0,0,0.0
5,6.0,20.0,6.0,6.0,2021-10-17,WAS,,KAN,"L, 13-31",*,10,44,0,4.4,3,2,0,0.0,0,66.7,0.0,0.0,1,1,0,0,0,0,1,1,0,0,0,0,23,39.0,0,0.0,0,0.0
6,7.0,21.0,7.0,7.0,2021-10-24,WAS,@,GNB,"L, 10-24",*,14,51,0,3.6,2,2,5,2.5,0,100.0,2.5,0.0,0,0,0,0,0,0,1,0,0,0,0,0,30,41.7,0,0.0,0,0.0
7,8.0,22.0,8.0,8.0,2021-10-31,WAS,@,DEN,"L, 10-17",*,8,34,0,4.3,3,3,20,6.7,0,100.0,6.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23,32.9,0,0.0,0,0.0
8,9.0,23.0,9.0,10.0,2021-11-14,WAS,,TAM,"W, 29-19",*,24,64,2,2.7,2,2,14,7.0,0,100.0,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,46,63.0,0,0.0,0,0.0
9,10.0,24.0,10.0,11.0,2021-11-21,WAS,@,CAR,"W, 27-21",*,19,95,0,5.0,0,0,0,,0,,,0.0,0,0,0,0,0,0,1,1,0,0,0,0,33,49.3,0,0.0,0,0.0
10,11.0,25.0,11.0,12.0,2021-11-29,WAS,,SEA,"W, 17-15",,29,111,0,3.8,7,7,35,5.0,0,100.0,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,57,67.9,0,0.0,0,0.0
11,12.0,26.0,12.0,13.0,2021-12-05,WAS,@,LVR,"W, 17-15",*,23,88,0,3.8,6,5,23,4.6,1,83.3,3.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,55,82.1,0,0.0,0,0.0
12,13.0,27.0,13.0,14.0,2021-12-12,WAS,,DAL,"L, 20-27",*,10,36,0,3.6,2,2,5,2.5,0,100.0,2.5,0.0,0,0,0,0,0,0,1,1,0,0,0,0,46,67.6,0,0.0,0,0.0
13,14.0,28.0,14.0,15.0,2021-12-21,WAS,@,PHI,"L, 17-27",*,15,26,1,1.7,7,6,39,6.5,0,85.7,5.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,43,78.2,0,0.0,0,0.0
14,15.0,29.0,15.0,16.0,2021-12-26,WAS,@,DAL,"L, 14-56",*,6,29,0,4.8,4,2,29,14.5,1,50.0,7.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22,36.7,0,0.0,0,0.0
15,15.0,,16.0,17.0,2022-01-02,WAS,,PHI,"L, 16-20",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
16,16.0,30.0,17.0,18.0,2022-01-09,WAS,@,NYG,"W, 22-7",*,21,146,1,7.0,3,1,5,5.0,0,33.3,1.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,32,54.2,0,0.0,0,0.0
17,,,,,,,,,7-9,,258,1037,7,4.0,52,42,294,7.0,3,80.8,5.7,0.0,1,1,0,0,0,0,6,4,0,0,0,0,604,56.8,0,0.0,0,0.0
