,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Ret,Yds.2,KRTD,Y/Ret,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,62.0,1.0,1.0,2024-09-08,NWE,@,CIN,"W, 16-10",,7,18,0,2.6,0,0,0,,0,,,0,0,0,,0,0,0,0,0,0,14,21.5,0,0.0,3,14.3
1,2.0,63.0,2.0,2.0,2024-09-15,NWE,,SEA,"L, 20-23 (OT)",,11,96,0,8.7,1,1,7,7.0,0,100.0,7.0,0,0,0,,0,0,0,0,0,0,16,23.5,0,0.0,5,16.1
2,3.0,64.0,3.0,3.0,2024-09-19,NWE,@,NYJ,"L, 3-24",,5,29,0,5.8,3,3,8,2.7,0,100.0,2.7,0,0,0,,0,0,0,0,0,0,19,36.5,0,0.0,5,23.8
3,4.0,65.0,4.0,4.0,2024-09-29,NWE,@,SFO,"L, 13-30",,6,12,0,2.0,4,3,67,22.3,0,75.0,16.8,0,0,0,,0,0,0,0,0,0,22,34.4,0,0.0,6,23.1
4,5.0,66.0,5.0,5.0,2024-10-06,NWE,,MIA,"L, 10-15",*,6,52,0,8.7,1,1,4,4.0,0,100.0,4.0,1,24,0,24.0,0,0,0,0,0,0,28,46.7,0,0.0,5,19.2
5,6.0,67.0,6.0,6.0,2024-10-13,NWE,,HOU,"L, 21-41",*,13,19,0,1.5,4,3,24,8.0,0,75.0,6.0,0,0,0,,0,0,0,0,0,0,32,48.5,0,0.0,0,0.0
6,7.0,68.0,7.0,7.0,2024-10-20,NWE,@,JAX,"L, 16-32",,3,4,0,1.3,1,1,9,9.0,0,100.0,9.0,1,29,0,29.0,0,0,0,0,0,0,10,16.7,0,0.0,6,27.3
7,8.0,69.0,8.0,8.0,2024-10-27,NWE,,NYJ,"W, 25-22",,5,7,0,1.4,0,0,0,,0,,,0,0,0,,1,0,0,1,0,0,13,19.4,0,0.0,0,0.0
8,9.0,70.0,9.0,9.0,2024-11-03,NWE,@,TEN,"L, 17-20 (OT)",,1,-1,0,-1.0,1,1,12,12.0,0,100.0,12.0,0,0,0,,0,0,0,0,0,0,8,11.6,0,0.0,0,0.0
9,10.0,71.0,10.0,10.0,2024-11-10,NWE,@,CHI,"W, 19-3",,5,26,0,5.2,0,0,0,,0,,,0,0,0,,0,0,0,0,0,0,7,10.9,0,0.0,2,7.4
10,11.0,72.0,11.0,11.0,2024-11-17,NWE,,LAR,"L, 22-28",,4,18,0,4.5,1,1,2,2.0,0,100.0,2.0,0,0,0,,0,0,0,0,0,0,13,17.1,0,0.0,5,18.5
11,12.0,73.0,12.0,12.0,2024-11-24,NWE,@,MIA,"L, 15-34",,6,31,0,5.2,2,1,14,14.0,0,50.0,7.0,0,0,0,,0,0,0,0,0,0,30,43.5,0,0.0,7,25.0
12,13.0,74.0,13.0,13.0,2024-12-01,NWE,,IND,"L, 24-25",,7,62,1,8.9,0,0,0,,0,,,3,80,0,26.7,0,0,0,0,0,0,17,23.6,0,0.0,4,17.4
13,14.0,75.0,14.0,15.0,2024-12-15,NWE,@,ARI,"L, 17-30",,7,33,0,4.7,2,2,31,15.5,0,100.0,15.5,1,28,0,28.0,0,0,0,0,0,0,16,31.4,0,0.0,7,28.0
14,15.0,76.0,15.0,16.0,2024-12-22,NWE,@,BUF,"L, 21-24",,10,28,0,2.8,2,2,8,4.0,0,100.0,4.0,2,61,0,30.5,1,0,0,1,0,0,43,58.9,0,0.0,5,20.8
15,16.0,77.0,16.0,17.0,2024-12-28,NWE,,LAC,"L, 7-40",,12,63,0,5.3,1,0,0,,0,0.0,0.0,1,17,0,17.0,0,0,0,0,0,0,29,54.7,0,0.0,9,34.6
16,17.0,78.0,17.0,18.0,2025-01-05,NWE,,BUF,"W, 23-16",*,12,41,0,3.4,6,4,20,5.0,0,66.7,3.3,0,0,0,,0,0,0,0,0,0,42,65.6,0,0.0,4,16.0
17,,,,,,,,,4-13,,120,538,1,4.5,29,23,206,9.0,0,79.3,7.1,9,239,0,26.6,2,0,0,2,0,0,359,32.8,0,0.0,73,16.7
