,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Ret,Yds.2,PRTD,Y/Ret,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,17.0,1.0,1.0,2024-09-06,GNB,@,PHI,"L, 29-34",,6,4,138,34.5,1,66.7,23.0,1,33,1,33.0,0,0,0,,0,0,0,0,0,0,48,71.6,0,0.0,2,6.5
1,2.0,18.0,2.0,2.0,2024-09-15,GNB,,IND,"W, 16-10",,2,2,9,4.5,0,100.0,4.5,2,37,0,18.5,1,0,0,0.0,1,0,0,0,0,0,39,55.7,0,0.0,4,18.2
2,3.0,19.0,3.0,3.0,2024-09-22,GNB,@,TEN,"W, 30-14",*,6,4,50,12.5,0,66.7,8.3,2,19,0,9.5,2,15,0,7.5,0,0,0,0,0,0,36,57.1,0,0.0,4,14.3
3,4.0,20.0,4.0,4.0,2024-09-29,GNB,,MIN,"L, 29-31",*,8,7,139,19.9,1,87.5,17.4,1,2,0,2.0,0,0,0,,0,0,0,0,0,0,59,77.6,0,0.0,4,13.8
4,5.0,21.0,5.0,5.0,2024-10-06,GNB,@,LAR,"W, 24-19",*,6,4,78,19.5,0,66.7,13.0,2,19,0,9.5,0,0,0,,0,0,0,0,0,0,45,76.3,0,0.0,3,13.6
5,6.0,22.0,6.0,6.0,2024-10-13,GNB,,ARI,"W, 34-13",*,6,6,28,4.7,1,100.0,4.7,1,0,0,0.0,1,8,0,8.0,0,0,0,0,0,0,39,53.4,0,0.0,3,11.1
6,7.0,23.0,7.0,7.0,2024-10-20,GNB,,HOU,"W, 24-22",,4,2,10,5.0,0,50.0,2.5,1,0,0,0.0,1,5,0,5.0,0,0,0,0,0,0,43,74.1,0,0.0,4,13.8
7,8.0,24.0,8.0,8.0,2024-10-27,GNB,@,JAX,"W, 30-27",,3,2,55,27.5,0,66.7,18.3,1,0,0,0.0,1,13,0,13.0,0,0,0,0,0,0,41,58.6,0,0.0,5,15.2
8,9.0,25.0,9.0,9.0,2024-11-03,GNB,,DET,"L, 14-24",,6,5,113,22.6,0,83.3,18.8,0,0,0,,2,7,0,3.5,0,0,0,0,0,0,44,67.7,0,0.0,4,18.2
9,10.0,26.0,10.0,11.0,2024-11-17,GNB,@,CHI,"W, 20-19",*,2,2,23,11.5,1,100.0,11.5,1,-5,0,-5.0,1,16,0,16.0,0,0,0,0,0,0,26,56.5,0,0.0,2,11.1
10,11.0,27.0,11.0,12.0,2024-11-24,GNB,,SFO,"W, 38-10",*,3,3,26,8.7,0,100.0,8.7,0,0,0,,2,20,0,10.0,0,0,0,0,0,0,36,50.0,0,0.0,3,12.0
11,12.0,28.0,12.0,13.0,2024-11-28,GNB,,MIA,"W, 30-17",,6,3,24,8.0,2,50.0,4.0,1,23,0,23.0,0,0,0,,0,0,0,0,0,0,36,66.7,0,0.0,4,16.7
12,13.0,29.0,13.0,14.0,2024-12-05,GNB,@,DET,"L, 31-34",*,1,0,0,,0,0.0,0.0,0,0,0,,0,0,0,,0,0,0,0,0,0,25,50.0,0,0.0,2,7.1
13,14.0,30.0,14.0,15.0,2024-12-15,GNB,@,SEA,"W, 30-13",*,6,5,34,6.8,0,83.3,5.7,3,27,0,9.0,2,10,0,5.0,1,0,0,1,0,0,38,59.4,0,0.0,6,20.7
14,15.0,31.0,15.0,16.0,2024-12-23,GNB,,NOR,"W, 34-0",*,4,3,76,25.3,0,75.0,19.0,1,5,0,5.0,0,0,0,,0,0,0,0,0,0,40,58.0,0,0.0,4,19.0
15,16.0,32.0,16.0,17.0,2024-12-29,GNB,@,MIN,"L, 25-27",*,4,1,6,6.0,0,25.0,1.5,0,0,0,,0,0,0,,0,0,0,0,0,0,45,71.4,0,0.0,2,7.4
16,17.0,33.0,17.0,18.0,2025-01-05,GNB,,CHI,"L, 22-24",,2,2,48,24.0,0,100.0,24.0,3,3,0,1.0,1,16,0,16.0,1,1,0,0,0,0,45,69.2,0,0.0,6,22.2
17,,,,,,,,,11-6,,75,55,857,15.6,6,73.3,11.4,20,163,1,8.2,14,110,0,7.9,3,1,0,1,0,0,685,63.2,0,0.0,62,14.0
