,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,29.0,1.0,1.0,2021-09-13,LVR,,BAL,"W, 33-27 (OT)",*,10,34,2,3.4,2,1,6,6.0,0,50.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,45,52.3,0,0.0,0,0.0
1,1.0,,2.0,2.0,2021-09-19,LVR,@,PIT,"W, 26-17",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2,1.0,,3.0,3.0,2021-09-26,LVR,,MIA,"W, 31-28 (OT)",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
3,2.0,30.0,4.0,4.0,2021-10-04,LVR,@,LAC,"L, 14-28",*,13,40,0,3.1,5,5,17,3.4,0,100.0,3.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,36,63.2,0,0.0,0,0.0
4,3.0,31.0,5.0,5.0,2021-10-10,LVR,,CHI,"L, 9-20",*,15,48,1,3.2,5,4,19,4.8,0,80.0,3.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,46,68.7,0,0.0,0,0.0
5,4.0,32.0,6.0,6.0,2021-10-17,LVR,@,DEN,"W, 34-24",*,16,53,1,3.3,1,1,29,29.0,0,100.0,29.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,36,64.3,0,0.0,1,3.2
6,5.0,33.0,7.0,7.0,2021-10-24,LVR,,PHI,"W, 33-22",*,6,29,1,4.8,3,3,39,13.0,0,100.0,13.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,24,36.4,0,0.0,0,0.0
7,6.0,34.0,8.0,9.0,2021-11-07,LVR,@,NYG,"L, 16-23",*,13,76,0,5.8,4,4,19,4.8,0,100.0,4.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,34,49.3,0,0.0,0,0.0
8,7.0,35.0,9.0,10.0,2021-11-14,LVR,,KAN,"L, 14-41",*,7,16,0,2.3,5,5,20,4.0,0,100.0,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,31,57.4,0,0.0,0,0.0
9,8.0,36.0,10.0,11.0,2021-11-21,LVR,,CIN,"L, 13-32",,9,37,0,4.1,7,5,24,4.8,0,71.4,3.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,31,66.0,0,0.0,0,0.0
10,9.0,37.0,11.0,12.0,2021-11-25,LVR,@,DAL,"W, 36-33 (OT)",*,22,87,1,4.0,4,2,25,12.5,0,50.0,6.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,57,65.5,0,0.0,1,2.4
11,10.0,38.0,12.0,13.0,2021-12-05,LVR,,WAS,"L, 15-17",*,13,52,1,4.0,9,9,38,4.2,0,100.0,4.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,50,84.7,0,0.0,0,0.0
12,11.0,39.0,13.0,14.0,2021-12-12,LVR,@,KAN,"L, 9-48",*,9,24,0,2.7,6,5,46,9.2,0,83.3,7.7,0.0,0,0,0,0,0,0,1,1,0,0,0,0,47,74.6,0,0.0,0,0.0
13,12.0,40.0,14.0,15.0,2021-12-20,LVR,@,CLE,"W, 16-14",*,15,52,0,3.5,4,3,42,14.0,0,75.0,10.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,45,65.2,0,0.0,0,0.0
14,13.0,41.0,15.0,16.0,2021-12-26,LVR,,DEN,"W, 17-13",*,27,129,0,4.8,3,1,-5,-5.0,0,33.3,-1.7,0.0,1,1,0,0,0,0,1,1,0,0,0,0,48,69.6,0,0.0,0,0.0
15,14.0,42.0,16.0,17.0,2022-01-02,LVR,@,IND,"W, 23-20",*,16,63,1,3.9,4,4,17,4.3,0,100.0,4.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,38,61.3,0,0.0,0,0.0
16,15.0,43.0,17.0,18.0,2022-01-09,LVR,,LAC,"W, 35-32 (OT)",*,26,132,1,5.1,2,2,12,6.0,0,100.0,6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,57,71.3,0,0.0,1,3.0
17,,,,,,,,,8-7,,217,872,9,4.0,64,54,348,6.4,0,84.4,5.4,0.0,1,1,0,0,0,0,2,2,0,0,0,0,625,63.1,0,0.0,3,0.7
