,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2018-09-09,NYG,,JAX,"L, 15-20",*,18,106,1,5.9,6,2,22,11.0,0,33.3,3.7,55,77.5,0,0.0,0,0.0
1,2.0,2.0,2.0,2.0,2018-09-16,NYG,@,DAL,"L, 13-20",*,11,28,0,2.5,16,14,80,5.7,0,87.5,5.0,58,85.3,0,0.0,0,0.0
2,3.0,3.0,3.0,3.0,2018-09-23,NYG,@,HOU,"W, 27-22",*,17,82,1,4.8,5,5,35,7.0,0,100.0,7.0,44,71.0,0,0.0,0,0.0
3,4.0,4.0,4.0,4.0,2018-09-30,NYG,,NOR,"L, 18-33",*,10,44,1,4.4,8,6,56,9.3,0,75.0,7.0,54,87.1,0,0.0,0,0.0
4,5.0,5.0,5.0,5.0,2018-10-07,NYG,@,CAR,"L, 31-33",*,15,48,0,3.2,4,4,81,20.3,2,100.0,20.3,48,85.7,0,0.0,0,0.0
5,6.0,6.0,6.0,6.0,2018-10-11,NYG,,PHI,"L, 13-34",*,13,130,1,10.0,12,9,99,11.0,0,75.0,8.3,50,76.9,0,0.0,0,0.0
6,7.0,7.0,7.0,7.0,2018-10-22,NYG,@,ATL,"L, 20-23",*,14,43,1,3.1,10,9,51,5.7,0,90.0,5.1,59,92.2,0,0.0,0,0.0
7,8.0,8.0,8.0,8.0,2018-10-28,NYG,,WAS,"L, 13-20",*,13,38,0,2.9,10,9,73,8.1,0,90.0,7.3,68,97.1,0,0.0,0,0.0
8,9.0,9.0,9.0,10.0,2018-11-12,NYG,@,SFO,"W, 27-23",*,20,67,0,3.4,5,4,33,8.3,0,80.0,6.6,54,91.5,0,0.0,0,0.0
9,10.0,10.0,10.0,11.0,2018-11-18,NYG,,TAM,"W, 38-35",*,27,142,2,5.3,3,2,10,5.0,1,66.7,3.3,47,88.7,0,0.0,1,3.4
10,11.0,11.0,11.0,12.0,2018-11-25,NYG,@,PHI,"L, 22-25",*,13,101,1,7.8,8,7,41,5.9,1,87.5,5.1,47,77.0,0,0.0,0,0.0
11,12.0,12.0,12.0,13.0,2018-12-02,NYG,,CHI,"W, 30-27 (OT)",*,24,125,0,5.2,4,3,21,7.0,0,75.0,5.3,57,79.2,0,0.0,1,2.7
12,13.0,13.0,13.0,14.0,2018-12-09,NYG,@,WAS,"W, 40-16",*,14,170,1,12.1,5,4,27,6.8,0,80.0,5.4,31,48.4,0,0.0,0,0.0
13,14.0,14.0,14.0,15.0,2018-12-16,NYG,,TEN,"L, 0-17",*,14,31,0,2.2,10,4,25,6.3,0,40.0,2.5,65,100.0,0,0.0,0,0.0
14,15.0,15.0,15.0,16.0,2018-12-23,NYG,@,IND,"L, 27-28",*,21,43,1,2.0,7,5,34,6.8,0,71.4,4.9,56,87.5,0,0.0,0,0.0
15,16.0,16.0,16.0,17.0,2018-12-30,NYG,,DAL,"L, 35-36",*,17,109,1,6.4,8,4,33,8.3,0,50.0,4.1,59,83.1,0,0.0,0,0.0
16,,,,,,,,,5-11,,261,1307,11,5.0,121,91,721,7.9,4,75.2,6.0,852,83.0,0,0.0,2,0.4
