,Season,Age,Team,Lg,Pos,G,GS,Att,Yds,TD,1D,Succ%,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds.1,Y/R,TD.1,1D.1,Succ%.1,Lng.1,R/G,Y/G.1,Ctch%,Y/Tgt,Touch,Y/Tch,YScm,RRTD,Fmb,Awards
0,2019,24,GNB,NFL,RB,2,0,4,9,0,0,25.0,4,2.3,4.5,2.0,4,3,10,3.3,0,0,0.0,9,1.5,5.0,75.0,2.5,7,2.7,19,0,0,
1,2020,25,GNB,NFL,RB,2,1,19,88,0,7,68.4,12,4.6,44.0,9.5,4,4,22,5.5,0,1,50.0,11,2.0,11.0,100.0,5.5,23,4.8,110,0,0,
2,2 Yrs,2 Yrs,2 Yrs,2 Yrs,,4,1,23,97,0,7,60.9,12,4.2,24.3,5.8,8,7,32,4.6,0,1,25.0,11,1.8,8.0,87.5,4.0,30,4.3,129,0,0,
3,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17,4,98,412,0,30,60.9,12,4.2,24.3,5.8,34,30,136,4.6,0,4,25.0,11,1.8,8.0,87.5,4.0,128,4.3,548,0,0,
