,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Ret,Yds.2,KRTD,Y/Ret,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,55.0,1.0,1.0,2021-09-12,GNB,@,NOR,"L, 3-38",*,5,9,0,1.8,2,2,13,6.5,0,100.0,6.5,0,0,0,,0,0,0,0,0,0,28,49.1,0,0.0,0,0.0
1,2.0,56.0,2.0,2.0,2021-09-20,GNB,,DET,"W, 35-17",*,17,67,1,3.9,6,6,48,8.0,3,100.0,8.0,0,0,0,,0,0,0,0,0,0,45,69.2,0,0.0,0,0.0
2,3.0,57.0,3.0,3.0,2021-09-26,GNB,@,SFO,"W, 30-28",*,19,82,1,4.3,2,2,14,7.0,0,100.0,7.0,0,0,0,,1,0,0,0,0,0,46,73.0,0,0.0,0,0.0
3,4.0,58.0,4.0,4.0,2021-10-03,GNB,,PIT,"W, 27-17",*,15,48,0,3.2,4,3,51,17.0,0,75.0,12.8,1,10,0,10.0,1,1,0,0,0,0,45,62.5,0,0.0,1,4.0
4,5.0,59.0,5.0,5.0,2021-10-10,GNB,@,CIN,"W, 25-22 (OT)",*,14,103,0,7.4,5,4,6,1.5,0,80.0,1.2,0,0,0,,0,0,0,0,0,0,44,68.8,0,0.0,0,0.0
5,6.0,60.0,6.0,6.0,2021-10-17,GNB,@,CHI,"W, 24-14",*,13,76,0,5.8,4,4,34,8.5,1,100.0,8.5,0,0,0,,0,0,0,0,0,0,35,59.3,0,0.0,0,0.0
6,7.0,61.0,7.0,7.0,2021-10-24,GNB,,WAS,"W, 24-10",*,6,19,0,3.2,5,5,20,4.0,0,100.0,4.0,0,0,0,,0,0,0,0,0,0,41,73.2,0,0.0,1,5.3
7,8.0,62.0,8.0,8.0,2021-10-28,GNB,@,ARI,"W, 24-21",*,15,59,1,3.9,11,7,51,7.3,0,63.6,4.6,0,0,0,,0,0,0,0,0,0,48,65.8,0,0.0,0,0.0
8,9.0,63.0,9.0,9.0,2021-11-07,GNB,@,KAN,"L, 7-13",*,12,53,0,4.4,2,0,0,,0,0.0,0.0,0,0,0,,0,0,0,0,0,0,40,63.5,0,0.0,0,0.0
9,10.0,64.0,10.0,10.0,2021-11-14,GNB,,SEA,"W, 17-0",*,7,25,0,3.6,6,4,61,15.3,0,66.7,10.2,0,0,0,,0,0,0,0,0,0,34,45.9,0,0.0,0,0.0
10,10.0,,11.0,11.0,2021-11-21,GNB,@,MIN,"L, 31-34",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
11,11.0,65.0,12.0,12.0,2021-11-28,GNB,,LAR,"W, 36-28",*,10,23,0,2.3,1,0,0,,0,0.0,0.0,0,0,0,,0,0,0,0,0,0,40,48.8,0,0.0,0,0.0
12,12.0,66.0,13.0,14.0,2021-12-12,GNB,,CHI,"W, 45-30",*,5,35,1,7.0,3,3,30,10.0,1,100.0,10.0,0,0,0,,0,0,0,0,0,0,29,44.6,0,0.0,0,0.0
13,13.0,67.0,14.0,15.0,2021-12-19,GNB,@,BAL,"W, 31-30",*,13,58,0,4.5,2,2,12,6.0,1,100.0,6.0,1,9,0,9.0,0,0,0,0,0,0,39,62.9,0,0.0,2,8.0
14,14.0,68.0,15.0,16.0,2021-12-25,GNB,,CLE,"W, 24-22",*,12,66,0,5.5,6,5,21,4.2,0,83.3,3.5,0,0,0,,0,0,0,0,0,0,33,55.9,0,0.0,0,0.0
15,15.0,69.0,16.0,17.0,2022-01-02,GNB,,MIN,"W, 37-10",*,8,76,0,9.5,6,5,30,6.0,0,83.3,5.0,0,0,0,,0,0,0,0,0,0,31,41.3,0,0.0,0,0.0
16,15.0,,17.0,18.0,2022-01-09,GNB,@,DET,"L, 30-37",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
17,,,,,,,,,13-2,,171,799,4,4.7,65,52,391,7.5,6,80.0,6.0,2,19,0,9.5,2,1,0,0,0,0,578,58.4,0,0.0,4,1.1
