,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2018-09-06,ATL,@,PHI,"L, 12-18",,0,0,0,,0,,,0.0,0,0,0,0,0,0,1,1.4,0,0.0,19,70.4
1,1.0,,2.0,2.0,2018-09-16,ATL,,CAR,"W, 31-24",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2,2.0,2.0,3.0,3.0,2018-09-23,ATL,,NOR,"L, 37-43 (OT)",,0,0,0,,0,,,0.0,0,0,0,0,0,0,2,2.9,0,0.0,25,69.4
3,3.0,3.0,4.0,4.0,2018-09-30,ATL,,CIN,"L, 36-37",,0,0,0,,0,,,0.0,0,0,0,0,0,0,1,1.4,0,0.0,21,72.4
4,4.0,4.0,5.0,5.0,2018-10-07,ATL,@,PIT,"L, 17-41",,0,0,0,,0,,,0.0,0,0,0,0,0,0,2,2.8,0,0.0,23,85.2
5,5.0,5.0,6.0,6.0,2018-10-14,ATL,,TAM,"W, 34-29",,1,1,9,9.0,0,100.0,9.0,0.0,1,1,0,0,0,0,6,9.0,0,0.0,19,65.5
6,6.0,6.0,7.0,7.0,2018-10-22,ATL,,NYG,"W, 23-20",,0,0,0,,0,,,0.0,1,1,0,0,0,0,0,0.0,0,0.0,17,68.0
7,7.0,7.0,8.0,9.0,2018-11-04,ATL,@,WAS,"W, 38-14",,0,0,0,,0,,,0.0,1,1,0,0,0,0,0,0.0,0,0.0,16,64.0
8,8.0,8.0,9.0,10.0,2018-11-11,ATL,@,CLE,"L, 16-28",,0,0,0,,0,,,0.0,0,0,0,0,0,0,0,0.0,0,0.0,15,68.2
9,9.0,9.0,10.0,11.0,2018-11-18,ATL,,DAL,"L, 19-22",,0,0,0,,0,,,0.0,0,0,0,0,0,0,0,0.0,0,0.0,16,61.5
10,10.0,10.0,11.0,12.0,2018-11-22,ATL,@,NOR,"L, 17-31",,0,0,0,,0,,,0.0,0,0,0,0,0,0,0,0.0,0,0.0,12,52.2
11,11.0,11.0,12.0,13.0,2018-12-02,ATL,,BAL,"L, 16-26",,1,1,7,7.0,0,100.0,7.0,0.0,1,0,1,0,0,0,1,1.9,0,0.0,18,64.3
12,12.0,12.0,13.0,14.0,2018-12-09,ATL,@,GNB,"L, 20-34",,0,0,0,,0,,,0.0,1,1,0,0,0,0,6,8.5,0,0.0,18,64.3
13,13.0,13.0,14.0,15.0,2018-12-16,ATL,,ARI,"W, 40-14",,4,2,33,16.5,0,50.0,8.3,0.0,1,1,0,0,0,0,20,29.9,0,0.0,24,72.7
14,14.0,14.0,15.0,16.0,2018-12-23,ATL,@,CAR,"W, 24-10",,2,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,0,8,16.7,0,0.0,16,72.7
15,15.0,15.0,16.0,17.0,2018-12-30,ATL,@,TAM,"W, 34-32",,2,2,14,7.0,0,100.0,7.0,0.0,1,1,0,0,0,0,13,16.9,0,0.0,21,65.6
16,,,,,,,,,6-9,,10,6,63,10.5,0,60.0,6.3,0.0,7,6,1,0,0,0,60,6.0,0,0.0,280,68.0
