,Season,Age,Team,Lg,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds.1,TD.1,1D.1,Succ%.1,Lng.1,Y/A,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,AV,Awards
0,2018,22,ATL,NFL,WR,15.0,0.0,10.0,6.0,63.0,10.5,0.0,2.0,60.0,22.0,0.4,4.2,60.0,6.3,0.0,0.0,0.0,0.0,,,,0.0,0.0,6.0,10.5,63.0,0.0,0.0,1.0,
1,2019,23,ATL,NFL,WR,16.0,4.0,74.0,49.0,446.0,9.1,1.0,25.0,48.6,19.0,3.1,27.9,66.2,6.0,4.0,12.0,0.0,0.0,50.0,6.0,3.0,0.8,0.3,53.0,8.6,458.0,1.0,1.0,4.0,
2,2020,24,ATL,NFL,WR,16.0,8.0,109.0,72.0,786.0,10.9,4.0,50.0,53.2,35.0,4.5,49.1,66.1,7.2,2.0,9.0,0.0,1.0,50.0,11.0,4.5,0.6,0.1,74.0,10.7,795.0,4.0,0.0,7.0,
3,2021,25,ATL,NFL,WR,14.0,9.0,94.0,66.0,770.0,11.7,4.0,37.0,55.3,49.0,4.7,55.0,70.2,8.2,0.0,0.0,0.0,0.0,,,,0.0,0.0,66.0,11.7,770.0,4.0,2.0,6.0,
4,2022,26,TAM,NFL,WR,13.0,4.0,70.0,51.0,426.0,8.4,5.0,31.0,62.9,23.0,3.9,32.8,72.9,6.1,0.0,0.0,0.0,0.0,,,,0.0,0.0,51.0,8.4,426.0,5.0,1.0,3.0,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2025,29,SFO,NFL,WR,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,
7,6 Yrs,6 Yrs,6 Yrs,6 Yrs,,75.0,25.0,357.0,244.0,2491.0,10.2,14.0,145.0,54.9,49.0,3.3,33.2,68.3,7.0,6.0,21.0,0.0,1.0,50.0,11.0,3.5,0.3,0.1,250.0,10.0,2512.0,14.0,4.0,21.0,
8,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17.0,6.0,81.0,55.0,565.0,10.2,3.0,33.0,54.9,49.0,3.3,33.2,68.3,7.0,1.0,5.0,0.0,0.0,50.0,11.0,3.5,0.3,0.1,57.0,10.0,569.0,3.0,1.0,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,ATL (4 Yrs),ATL (4 Yrs),ATL (4 Yrs),ATL (4 Yrs),,61.0,21.0,287.0,193.0,2065.0,10.7,9.0,114.0,53.0,49.0,3.2,33.9,67.2,7.2,6.0,21.0,0.0,1.0,50.0,11.0,3.5,0.3,0.1,199.0,10.5,2086.0,9.0,3.0,18.0,
11,TAM (1 Yr),TAM (1 Yr),TAM (1 Yr),TAM (1 Yr),,13.0,4.0,70.0,51.0,426.0,8.4,5.0,31.0,62.9,23.0,3.9,32.8,72.9,6.1,0.0,0.0,0.0,0.0,,,,0.0,0.0,51.0,8.4,426.0,5.0,1.0,3.0,
12,SFO (1 Yr),SFO (1 Yr),SFO (1 Yr),SFO (1 Yr),,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,
