,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,75.0,1.0,1.0,2025-09-07,SFO,@,SEA,"W, 17-13",,28,36.8,0,0.0,0,0.0
1,,,,,,,,,1-0,,28,36.8,0,0.0,0,0.0
