,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,,,1.0,1.0,2022-09-11,BAL,@,NYJ,"W, 24-9",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
1,,,2.0,2.0,2022-09-18,BAL,,MIA,"L, 38-42",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2,1.0,16.0,3.0,3.0,2022-09-25,BAL,@,NWE,"W, 37-26",*,7,23,0,3.3,2,2,17,8.5,0,100.0,8.5,27,45.0,0,0.0,0,0.0
3,2.0,17.0,4.0,4.0,2022-10-02,BAL,,BUF,"L, 20-23",*,13,41,1,3.2,4,4,22,5.5,1,100.0,5.5,35,50.0,0,0.0,0,0.0
4,3.0,18.0,5.0,5.0,2022-10-09,BAL,,CIN,"W, 19-17",*,8,44,0,5.5,0,0,0,,0,,,26,40.0,0,0.0,0,0.0
5,4.0,19.0,6.0,6.0,2022-10-16,BAL,@,NYG,"L, 20-24",*,7,15,0,2.1,0,0,0,,0,,,16,27.1,0,0.0,0,0.0
6,4.0,,7.0,7.0,2022-10-23,BAL,,CLE,"W, 23-20",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
7,4.0,,8.0,8.0,2022-10-27,BAL,@,TAM,"W, 27-22",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
8,4.0,,9.0,9.0,2022-11-07,BAL,@,NOR,"W, 27-13",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
9,4.0,,10.0,11.0,2022-11-20,BAL,,CAR,"W, 13-3",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
10,4.0,,11.0,12.0,2022-11-27,BAL,@,JAX,"L, 27-28",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
11,4.0,,12.0,13.0,2022-12-04,BAL,,DEN,"W, 10-9",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
12,5.0,20.0,13.0,14.0,2022-12-11,BAL,@,PIT,"W, 16-14",*,15,120,1,8.0,0,0,0,,0,,,26,42.6,0,0.0,0,0.0
13,6.0,21.0,14.0,15.0,2022-12-17,BAL,@,CLE,"L, 3-13",*,13,125,0,9.6,1,1,3,3.0,0,100.0,3.0,24,38.1,0,0.0,0,0.0
14,7.0,22.0,15.0,16.0,2022-12-24,BAL,,ATL,"W, 17-9",*,12,59,0,4.9,1,0,0,,0,0.0,0.0,22,42.3,0,0.0,0,0.0
15,8.0,23.0,16.0,17.0,2023-01-01,BAL,,PIT,"L, 13-16",*,17,93,0,5.5,0,0,0,,0,,,26,50.0,0,0.0,0,0.0
16,8.0,,17.0,18.0,2023-01-08,BAL,@,CIN,"L, 16-27",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
17,,,,,,,,,4-4,,92,520,2,5.7,8,7,42,6.0,1,87.5,5.3,202,41.9,0,0.0,0,0.0
