,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2021-09-12,PIT,@,BUF,"W, 23-16",*,16,45,0,2.8,3,1,4,4.0,0,33.3,1.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,58,100.0,0,0.0,0,0.0
1,2.0,2.0,2.0,2.0,2021-09-19,PIT,,LVR,"L, 17-26",*,10,38,0,3.8,5,5,43,8.6,1,100.0,8.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,53,94.6,0,0.0,0,0.0
2,3.0,3.0,3.0,3.0,2021-09-26,PIT,,CIN,"L, 10-24",*,14,40,0,2.9,19,14,102,7.3,0,73.7,5.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,79,95.2,0,0.0,0,0.0
3,4.0,4.0,4.0,4.0,2021-10-03,PIT,@,GNB,"L, 17-27",*,15,62,1,4.1,7,6,29,4.8,0,85.7,4.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,48,80.0,0,0.0,0,0.0
4,5.0,5.0,5.0,5.0,2021-10-10,PIT,,DEN,"W, 27-19",*,23,122,1,5.3,5,2,20,10.0,0,40.0,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,42,64.6,0,0.0,0,0.0
5,6.0,6.0,6.0,6.0,2021-10-17,PIT,,SEA,"W, 23-20 (OT)",*,24,81,0,3.4,7,6,46,7.7,1,85.7,6.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,63,84.0,0,0.0,0,0.0
6,7.0,7.0,7.0,8.0,2021-10-31,PIT,@,CLE,"W, 15-10",*,26,91,1,3.5,3,3,29,9.7,0,100.0,9.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,62,83.8,0,0.0,0,0.0
7,8.0,8.0,8.0,9.0,2021-11-08,PIT,,CHI,"W, 29-27",*,22,62,1,2.8,3,3,16,5.3,0,100.0,5.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,59,81.9,0,0.0,0,0.0
8,9.0,9.0,9.0,10.0,2021-11-14,PIT,,DET,"T, 16-16 (OT)",*,26,105,0,4.0,4,4,28,7.0,0,100.0,7.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,76,87.4,0,0.0,0,0.0
9,10.0,10.0,10.0,11.0,2021-11-21,PIT,@,LAC,"L, 37-41",*,12,39,1,3.3,6,5,20,4.0,0,83.3,3.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,52,75.4,0,0.0,0,0.0
10,11.0,11.0,11.0,12.0,2021-11-28,PIT,@,CIN,"L, 10-41",*,8,23,0,2.9,5,3,14,4.7,0,60.0,2.8,0.0,1,1,0,0,0,0,0,0,0,0,0,0,36,58.1,0,0.0,0,0.0
11,12.0,12.0,12.0,13.0,2021-12-05,PIT,,BAL,"W, 20-19",*,21,71,0,3.4,5,5,36,7.2,0,100.0,7.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,58,96.7,0,0.0,0,0.0
12,13.0,13.0,13.0,14.0,2021-12-09,PIT,@,MIN,"L, 28-36",*,20,94,1,4.7,3,3,10,3.3,1,100.0,3.3,0.0,1,1,0,0,0,0,0,0,0,0,0,0,71,95.9,0,0.0,0,0.0
13,14.0,14.0,14.0,15.0,2021-12-19,PIT,,TEN,"W, 19-13",*,12,18,0,1.5,5,2,8,4.0,0,40.0,1.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,49,100.0,0,0.0,0,0.0
14,15.0,15.0,15.0,16.0,2021-12-26,PIT,@,KAN,"L, 10-36",*,19,93,0,4.9,7,5,17,3.4,0,71.4,2.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,56,77.8,0,0.0,0,0.0
15,16.0,16.0,16.0,17.0,2022-01-03,PIT,,CLE,"W, 26-14",*,28,188,1,6.7,3,3,18,6.0,0,100.0,6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,78,96.3,0,0.0,0,0.0
16,17.0,17.0,17.0,18.0,2022-01-09,PIT,@,BAL,"W, 16-13 (OT)",*,11,28,0,2.5,4,4,27,6.8,0,100.0,6.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,40,52.6,0,0.0,0,0.0
17,,,,,,,,,9-7-1,,307,1200,7,3.9,94,74,467,6.3,3,78.7,5.0,0.0,2,2,0,0,0,0,0,0,0,1,0,0,980,83.5,0,0.0,0,0.0
