,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,,,1.0,1.0,2019-09-08,MIA,,BAL,"L, 10-59",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
1,,,2.0,2.0,2019-09-15,MIA,,NWE,"L, 0-43",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2,,,3.0,3.0,2019-09-22,MIA,@,DAL,"L, 6-31",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
3,,,4.0,4.0,2019-09-29,MIA,,LAC,"L, 10-30",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
4,,,5.0,6.0,2019-10-13,MIA,,WAS,"L, 16-17",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
5,,,6.0,7.0,2019-10-20,MIA,@,BUF,"L, 21-31",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
6,,,7.0,8.0,2019-10-28,MIA,@,PIT,"L, 14-27",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
7,,,8.0,9.0,2019-11-03,MIA,,NYJ,"W, 26-18",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
8,1.0,1.0,9.0,10.0,2019-11-10,MIA,@,IND,"W, 16-12",,0,0,0,,1,1,0,0.0,0,100.0,0.0,5,7.6,0,0.0,0,0.0
9,2.0,2.0,10.0,11.0,2019-11-17,MIA,,BUF,"L, 20-37",,1,0,0,0.0,1,0,0,,0,0.0,0.0,7,10.1,0,0.0,6,18.8
10,3.0,3.0,11.0,12.0,2019-11-24,MIA,@,CLE,"L, 24-41",,4,10,0,2.5,1,1,7,7.0,0,100.0,7.0,16,25.4,0,0.0,0,0.0
11,4.0,4.0,12.0,13.0,2019-12-01,MIA,,PHI,"W, 37-31",,2,20,0,10.0,1,1,6,6.0,0,100.0,6.0,16,22.5,0,0.0,6,19.4
12,5.0,5.0,13.0,14.0,2019-12-08,MIA,@,NYJ,"L, 21-22",,4,5,0,1.3,2,1,6,6.0,0,50.0,3.0,13,18.1,0,0.0,5,16.7
13,6.0,6.0,14.0,15.0,2019-12-15,MIA,@,NYG,"L, 20-36",,9,43,0,4.8,3,2,29,14.5,0,66.7,9.7,34,47.9,0,0.0,0,0.0
14,7.0,7.0,15.0,16.0,2019-12-22,MIA,,CIN,"W, 38-35 (OT)",,16,55,1,3.4,3,1,3,3.0,0,33.3,1.0,34,37.8,0,0.0,1,2.7
15,7.0,,16.0,17.0,2019-12-29,MIA,@,NWE,"W, 27-24",Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
16,,,,,,,,,3-4,,36,133,1,3.7,12,7,51,7.3,0,58.3,4.3,125,24.9,0,0.0,18,8.3
