,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Ret,Yds.2,KRTD,Y/Ret,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,18.0,1.0,1.0,2021-09-12,MIA,@,NWE,"W, 17-16",*,9,49,0,5.4,5,5,27,5.4,0,100.0,5.4,0,0,0,,0,0,0,0,0,0,29,53.7,0,0.0,0,0.0
1,2.0,19.0,2.0,2.0,2021-09-19,MIA,,BUF,"L, 0-35",*,5,25,0,5.0,5,4,21,5.3,0,80.0,4.2,0,0,0,,0,0,0,0,0,0,45,60.8,0,0.0,0,0.0
2,3.0,20.0,3.0,3.0,2021-09-26,MIA,@,LVR,"L, 28-31 (OT)",,13,65,0,5.0,6,3,9,3.0,0,50.0,1.5,0,0,0,,0,0,0,0,0,0,43,51.8,0,0.0,0,0.0
3,4.0,21.0,4.0,4.0,2021-10-03,MIA,,IND,"L, 17-27",,2,3,0,1.5,0,0,0,,0,,,0,0,0,,0,0,0,0,0,0,12,23.1,0,0.0,0,0.0
4,5.0,22.0,5.0,5.0,2021-10-10,MIA,@,TAM,"L, 17-45",*,5,25,0,5.0,10,10,74,7.4,2,100.0,7.4,0,0,0,,0,0,0,0,0,0,37,68.5,0,0.0,0,0.0
5,6.0,23.0,6.0,6.0,2021-10-17,MIA,@,JAX,"L, 20-23",*,5,9,0,1.8,6,2,5,2.5,0,33.3,0.8,0,0,0,,1,0,0,1,0,0,25,35.7,0,0.0,0,0.0
6,7.0,24.0,7.0,7.0,2021-10-24,MIA,,ATL,"L, 28-30",,15,67,0,4.5,4,4,10,2.5,1,100.0,2.5,2,29,0,14.5,0,0,0,0,16,0,46,63.0,0,0.0,4,14.3
7,8.0,25.0,8.0,8.0,2021-10-31,MIA,@,BUF,"L, 11-26",*,12,36,0,3.0,4,3,19,6.3,0,75.0,4.8,0,0,0,,0,0,0,0,0,0,40,58.0,0,0.0,0,0.0
8,9.0,26.0,9.0,9.0,2021-11-07,MIA,,HOU,"W, 17-9",*,20,34,1,1.7,6,6,23,3.8,0,100.0,3.8,0,0,0,,1,1,0,0,0,0,54,72.0,0,0.0,0,0.0
9,10.0,27.0,10.0,10.0,2021-11-11,MIA,,BAL,"W, 22-10",*,14,31,0,2.2,2,1,14,14.0,0,50.0,7.0,0,0,0,,0,0,0,0,0,0,42,60.9,0,0.0,0,0.0
10,11.0,28.0,11.0,11.0,2021-11-21,MIA,@,NYJ,"W, 24-17",*,23,89,0,3.9,4,3,7,2.3,1,75.0,1.8,0,0,0,,0,0,0,0,0,0,53,73.6,0,0.0,0,0.0
11,12.0,29.0,12.0,12.0,2021-11-28,MIA,,CAR,"W, 33-10",*,16,49,2,3.1,2,2,3,1.5,0,100.0,1.5,0,0,0,,0,0,0,0,0,0,37,50.0,0,0.0,0,0.0
12,13.0,30.0,13.0,13.0,2021-12-05,MIA,,NYG,"W, 20-9",*,15,44,0,2.9,2,2,5,2.5,0,100.0,2.5,0,0,0,,0,0,0,0,0,0,44,63.8,0,0.0,0,0.0
13,14.0,31.0,14.0,15.0,2021-12-19,MIA,,NYJ,"W, 31-24",,10,54,0,5.4,0,0,0,,0,,,0,0,0,,0,0,0,0,0,0,26,36.6,0,0.0,0,0.0
14,15.0,32.0,15.0,16.0,2021-12-27,MIA,@,NOR,"W, 20-3",,3,10,0,3.3,3,1,6,6.0,0,33.3,2.0,0,0,0,,0,0,0,0,0,0,20,30.8,0,0.0,0,0.0
15,16.0,33.0,16.0,17.0,2022-01-02,MIA,@,TEN,"L, 3-34",,5,23,0,4.6,1,0,0,,0,0.0,0.0,0,0,0,,0,0,0,0,0,0,15,24.2,0,0.0,0,0.0
16,17.0,34.0,17.0,18.0,2022-01-09,MIA,,NWE,"W, 33-24",,1,-1,0,-1.0,3,3,11,3.7,0,100.0,3.7,0,0,0,,0,0,0,0,0,0,7,10.3,0,0.0,0,0.0
17,,,,,,,,,9-8,,173,612,3,3.5,63,49,234,4.8,4,77.8,3.7,2,29,0,14.5,2,1,0,1,16,0,575,49.8,0,0.0,4,0.9
