,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,35.0,1.0,1.0,2022-09-11,MIA,,NWE,"W, 20-7",,0,0,0,,0,0,0,,0,,,0,0.0,0,0.0,5,26.3
1,1.0,,2.0,2.0,2022-09-18,MIA,@,BAL,"W, 42-38",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2,1.0,,3.0,3.0,2022-09-25,MIA,,BUF,"W, 21-19",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
3,1.0,,4.0,4.0,2022-09-29,MIA,@,CIN,"L, 15-27",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
4,2.0,36.0,5.0,5.0,2022-10-09,MIA,@,NYJ,"L, 17-40",,4,9,0,2.3,5,3,24,8.0,0,60.0,4.8,13,19.4,0,0.0,0,0.0
5,2.0,,6.0,6.0,2022-10-16,MIA,,MIN,"L, 16-24",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
6,2.0,,7.0,7.0,2022-10-23,MIA,,PIT,"W, 16-10",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
7,2.0,,8.0,8.0,2022-10-30,MIA,@,DET,"W, 31-27",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
8,2.0,,9.0,9.0,2022-11-06,MIA,@,CHI,"W, 35-32",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
9,2.0,,10.0,10.0,2022-11-13,MIA,,CLE,"W, 39-17",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
10,3.0,37.0,11.0,12.0,2022-11-27,MIA,,HOU,"W, 30-15",,6,17,0,2.8,1,1,4,4.0,0,100.0,4.0,26,34.2,0,0.0,0,0.0
11,3.0,,12.0,13.0,2022-12-04,MIA,@,SFO,"L, 17-33",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
12,3.0,,13.0,14.0,2022-12-11,MIA,@,LAC,"L, 17-23",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
13,4.0,38.0,14.0,15.0,2022-12-17,MIA,@,BUF,"L, 29-32",,0,0,0,,0,0,0,,0,,,0,0.0,0,0.0,6,20.0
14,4.0,,15.0,16.0,2022-12-25,MIA,,GNB,"L, 20-26",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
15,4.0,,16.0,17.0,2023-01-01,MIA,@,NWE,"L, 21-23",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
16,4.0,,17.0,18.0,2023-01-08,MIA,,NYJ,"W, 11-6",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
17,,,,,,,,,2-2,,10,26,0,2.6,6,4,28,7.0,0,66.7,4.7,39,14.9,0,0.0,11,10.2
