,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Cmp,Att.1,Cmp%,Yds.2,TD.2,Int,Y/A.1,AY/A,Rate,Sk,Yds.3,Fmb,FL,FF,FR,Yds.4,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,24.0,1.0,1.0,2019-09-08,LAR,@,CAR,"W, 30-27",*,10,7,46,6.6,0,70.0,4.6,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,68,89.5,0,0.0,0,0.0
1,2.0,25.0,2.0,2.0,2019-09-15,LAR,,NOR,"W, 27-9",*,9,5,120,24.0,0,55.6,13.3,1,6,0,6.0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,63,94.0,0,0.0,0,0.0
2,3.0,26.0,3.0,3.0,2019-09-22,LAR,@,CLE,"W, 20-13",*,12,11,101,9.2,2,91.7,8.4,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,63,98.4,0,0.0,0,0.0
3,4.0,27.0,4.0,4.0,2019-09-29,LAR,,TAM,"L, 40-55",*,15,9,121,13.4,1,60.0,8.1,1,-2,0,-2.0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,85,95.5,0,0.0,0,0.0
4,5.0,28.0,5.0,5.0,2019-10-03,LAR,@,SEA,"L, 29-30",,17,9,117,13.0,1,52.9,6.9,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,46,63.9,0,0.0,0,0.0
5,6.0,29.0,6.0,6.0,2019-10-13,LAR,,SFO,"L, 7-20",*,6,4,17,4.3,0,66.7,2.8,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,44,84.6,0,0.0,0,0.0
6,7.0,30.0,7.0,7.0,2019-10-20,LAR,@,ATL,"W, 37-10",*,8,6,50,8.3,0,75.0,6.3,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,47,62.7,0,0.0,1,3.2
7,8.0,31.0,8.0,8.0,2019-10-27,LAR,,CIN,"W, 24-10",*,10,7,220,31.4,1,70.0,22.0,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,58,96.7,0,0.0,0,0.0
8,9.0,32.0,9.0,10.0,2019-11-10,LAR,@,PIT,"L, 12-17",*,4,0,0,,0,0.0,0.0,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,69,92.0,0,0.0,0,0.0
9,10.0,33.0,10.0,11.0,2019-11-17,LAR,,CHI,"W, 17-7",*,3,3,53,17.7,0,100.0,17.7,0,0,0,,0,0,,0,0,0,,,,0,0,2,0,0,0,0,0,53,98.1,0,0.0,0,0.0
10,11.0,34.0,11.0,12.0,2019-11-25,LAR,,BAL,"L, 6-45",*,10,6,35,5.8,0,60.0,3.5,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,51,98.1,0,0.0,0,0.0
11,12.0,35.0,12.0,13.0,2019-12-01,LAR,@,ARI,"W, 34-7",*,6,6,65,10.8,1,100.0,10.8,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,57,72.2,0,0.0,0,0.0
12,13.0,36.0,13.0,14.0,2019-12-08,LAR,,SEA,"W, 28-12",,4,4,45,11.3,1,100.0,11.3,0,0,0,,0,1,0.0,0,0,0,0.0,0.0,39.6,0,0,0,0,0,0,0,0,19,27.1,0,0.0,0,0.0
13,14.0,37.0,14.0,15.0,2019-12-15,LAR,@,DAL,"L, 21-44",*,6,6,41,6.8,1,100.0,6.8,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,68,93.2,0,0.0,1,3.3
14,15.0,38.0,15.0,16.0,2019-12-21,LAR,@,SFO,"L, 31-34",*,4,4,31,7.8,1,100.0,7.8,0,0,0,,0,0,,0,0,0,,,,0,0,1,0,0,0,0,0,43,61.4,0,0.0,0,0.0
15,16.0,39.0,16.0,17.0,2019-12-29,LAR,,ARI,"W, 31-24",*,10,7,99,14.1,1,70.0,9.9,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,50,61.0,0,0.0,0,0.0
16,,,,,,,,,9-7,,134,94,1161,12.4,10,70.1,8.7,2,4,0,2.0,0,1,0.0,0,0,0,0.0,0.0,39.6,0,0,3,0,0,0,0,0,884,79.6,0,0.0,2,0.4
