,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,93.0,1.0,1.0,2024-09-08,LAR,@,DET,"L, 20-26 (OT)",*,21,14,110,7.9,1,66.7,5.2,2,10,0,5.0,0,0,0,0,0,0,78,100.0,0,0.0,0,0.0
1,2.0,94.0,2.0,2.0,2024-09-15,LAR,@,ARI,"L, 10-41",*,6,4,37,9.3,0,66.7,6.2,0,0,0,,0,0,0,0,0,0,27,51.9,0,0.0,0,0.0
2,2.0,,3.0,3.0,2024-09-22,LAR,,SFO,"W, 27-24",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
3,2.0,,4.0,4.0,2024-09-29,LAR,@,CHI,"L, 18-24",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
4,2.0,,5.0,5.0,2024-10-06,LAR,,GNB,"L, 19-24",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
5,2.0,,6.0,7.0,2024-10-20,LAR,,LVR,"W, 20-15",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
6,3.0,95.0,7.0,8.0,2024-10-24,LAR,,MIN,"W, 30-20",*,8,5,51,10.2,1,62.5,6.4,0,0,0,,0,0,0,0,0,0,42,58.3,0,0.0,1,4.0
7,4.0,96.0,8.0,9.0,2024-11-03,LAR,@,SEA,"W, 26-20 (OT)",*,14,11,104,9.5,0,78.6,7.4,0,0,0,,0,0,0,1,5,0,71,92.2,0,0.0,0,0.0
8,5.0,97.0,9.0,10.0,2024-11-11,LAR,,MIA,"L, 15-23",,7,7,80,11.4,0,100.0,11.4,0,0,0,,0,0,0,0,0,0,63,90.0,0,0.0,0,0.0
9,6.0,98.0,10.0,11.0,2024-11-17,LAR,@,NWE,"W, 28-22",*,10,6,106,17.7,2,60.0,10.6,0,0,0,,0,0,0,0,0,0,37,71.2,0,0.0,0,0.0
10,7.0,99.0,11.0,12.0,2024-11-24,LAR,,PHI,"L, 20-37",*,11,8,60,7.5,1,72.7,5.5,0,0,0,,1,0,0,0,0,0,61,95.3,0,0.0,0,0.0
11,8.0,100.0,12.0,13.0,2024-12-01,LAR,@,NOR,"W, 21-14",*,6,3,17,5.7,0,50.0,2.8,0,0,0,,0,0,0,0,0,0,51,91.1,0,0.0,0,0.0
12,9.0,101.0,13.0,14.0,2024-12-08,LAR,,BUF,"W, 44-42",*,8,5,92,18.4,1,62.5,11.5,0,0,0,,0,0,0,0,0,0,64,83.1,0,0.0,1,3.0
13,10.0,102.0,14.0,15.0,2024-12-12,LAR,@,SFO,"W, 12-6",*,3,0,0,,0,0.0,0.0,0,0,0,,0,0,0,0,0,0,55,84.6,0,0.0,0,0.0
14,11.0,103.0,15.0,16.0,2024-12-22,LAR,@,NYJ,"W, 19-9",*,3,3,24,8.0,0,100.0,8.0,0,0,0,,0,0,0,0,0,0,40,76.9,0,0.0,0,0.0
15,12.0,104.0,16.0,17.0,2024-12-28,LAR,,ARI,"W, 13-9",*,3,1,29,29.0,0,33.3,9.7,0,0,0,,0,0,0,0,0,0,48,84.2,0,0.0,0,0.0
16,12.0,,17.0,18.0,2025-01-05,LAR,,SEA,"L, 25-30",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
17,,,,,,,,,8-4,,100,67,710,10.6,6,67.0,7.1,2,10,0,5.0,1,0,0,1,5,0,637,82.5,0,0.0,2,0.6
