,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Ret,Yds.2,PRTD,Y/Ret,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,40.0,1.0,1.0,2020-09-13,LAR,,DAL,"W, 20-17",,5,4,40,10.0,0,80.0,8.0,0,0,0,,0,0,0,,0,0,0,0,0,0,62,84.9,0,0.0,4,15.4
1,2.0,41.0,2.0,2.0,2020-09-20,LAR,@,PHI,"W, 37-19",*,6,5,81,16.2,0,83.3,13.5,2,19,0,9.5,1,8,0,8.0,1,1,0,0,0,0,59,85.5,0,0.0,2,8.0
2,3.0,42.0,3.0,3.0,2020-09-27,LAR,@,BUF,"L, 32-35",*,10,9,107,11.9,1,90.0,10.7,0,0,0,,0,0,0,,0,0,0,0,0,0,62,89.9,0,0.0,2,8.3
3,4.0,43.0,4.0,4.0,2020-10-04,LAR,,NYG,"W, 17-9",*,7,5,69,13.8,1,71.4,9.9,1,-2,0,-2.0,2,16,0,8.0,0,0,0,0,0,0,49,86.0,0,0.0,5,21.7
4,5.0,44.0,5.0,5.0,2020-10-11,LAR,@,WAS,"W, 30-10",*,8,5,66,13.2,0,62.5,8.3,0,0,0,,4,20,0,5.0,0,0,0,0,0,0,56,82.4,0,0.0,7,22.6
5,6.0,45.0,6.0,6.0,2020-10-18,LAR,@,SFO,"L, 16-24",*,9,3,11,3.7,0,33.3,1.2,0,0,0,,1,5,0,5.0,0,0,0,0,0,0,55,91.7,0,0.0,2,7.4
6,7.0,46.0,7.0,7.0,2020-10-26,LAR,,CHI,"W, 24-10",*,6,6,43,7.2,0,100.0,7.2,1,16,0,16.0,0,0,0,,0,0,0,0,0,0,62,86.1,0,0.0,1,4.0
7,8.0,47.0,8.0,8.0,2020-11-01,LAR,@,MIA,"L, 17-28",*,20,11,110,10.0,0,55.0,5.5,0,0,0,,0,0,0,,0,0,0,0,0,0,92,96.8,0,0.0,2,6.1
8,9.0,48.0,9.0,10.0,2020-11-15,LAR,,SEA,"W, 23-16",*,7,5,50,10.0,0,71.4,7.1,0,0,0,,0,0,0,,0,0,0,0,0,0,37,52.9,0,0.0,1,4.2
9,10.0,49.0,10.0,11.0,2020-11-23,LAR,@,TAM,"W, 27-24",*,13,11,145,13.2,0,84.6,11.2,0,0,0,,0,0,0,,0,0,0,0,0,0,52,72.2,0,0.0,0,0.0
10,11.0,50.0,11.0,12.0,2020-11-29,LAR,,SFO,"L, 20-23",*,5,2,41,20.5,0,40.0,8.2,0,0,0,,0,0,0,,0,0,0,0,0,0,55,88.7,0,0.0,0,0.0
11,12.0,51.0,12.0,13.0,2020-12-06,LAR,@,ARI,"W, 38-28",,9,8,73,9.1,0,88.9,8.1,0,0,0,,0,0,0,,0,0,0,0,0,0,53,64.6,0,0.0,1,3.3
12,13.0,52.0,13.0,14.0,2020-12-10,LAR,,NWE,"W, 24-3",,5,5,33,6.6,1,100.0,6.6,0,0,0,,0,0,0,,0,0,0,0,0,0,39,61.9,0,0.0,0,0.0
13,14.0,53.0,14.0,15.0,2020-12-20,LAR,,NYJ,"L, 20-23",*,5,5,39,7.8,0,100.0,7.8,0,0,0,,0,0,0,,0,0,0,0,0,0,48,81.4,0,0.0,0,0.0
14,15.0,54.0,15.0,16.0,2020-12-27,LAR,@,SEA,"L, 9-20",*,9,8,66,8.3,0,88.9,7.3,0,0,0,,1,1,0,1.0,0,0,0,0,0,0,60,80.0,0,0.0,1,3.7
15,15.0,,16.0,17.0,2021-01-03,LAR,,ARI,"W, 18-7",COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List
16,,,,,,,,,9-6,,124,92,974,10.6,3,74.2,7.9,4,33,0,8.3,9,50,0,5.6,1,1,0,0,0,0,841,80.4,0,0.0,28,6.8
