,Season,Age,Team,Lg,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds.1,TD.1,1D.1,Succ%.1,Lng.1,Y/A,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,AV,Awards
0,2023,21,SEA,NFL,WR,17,3,93,63,628,10.0,4,29,47.3,35,3.7,36.9,67.7,6.8,0,0,0,0,,,,0.0,0.0,63,10.0,628,4,0,6.0,
1,2024,22,SEA,NFL,WR,17,16,137,100,1130,11.3,6,57,58.4,46,5.9,66.5,73.0,8.2,5,26,0,1,60.0,8.0,5.2,1.5,0.3,105,11.0,1156,6,1,9.0,PB
2,2025,23,SEA,NFL,WR,4,4,34,26,402,15.5,1,18,55.9,45,6.5,100.5,76.5,11.8,3,11,0,0,33.3,10.0,3.7,2.8,0.8,29,14.2,413,1,2,,
3,3 Yrs,3 Yrs,3 Yrs,3 Yrs,,38,23,264,189,2160,11.4,11,104,54.2,46,5.0,56.8,71.6,8.2,8,37,0,1,50.0,10.0,4.6,1.0,0.2,197,11.2,2197,11,3,15.0,
4,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17,10,118,85,966,11.4,5,47,54.2,46,5.0,56.8,71.6,8.2,4,17,0,0,50.0,10.0,4.6,1.0,0.2,88,11.2,983,5,1,,
