,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2018-09-09,MIA,,TEN,"W, 27-20",*,2,1,11,11.0,0,50.0,5.5,0,0,0,0,0,0,21,33.9,0,0.0,0,0.0
1,2.0,2.0,2.0,2.0,2018-09-16,MIA,@,NYJ,"W, 20-12",,0,0,0,,0,,,0,0,0,0,0,0,33,55.0,0,0.0,0,0.0
2,3.0,3.0,3.0,3.0,2018-09-23,MIA,,OAK,"W, 28-20",,3,3,31,10.3,0,100.0,10.3,0,0,0,0,0,0,28,63.6,0,0.0,2,7.4
3,4.0,4.0,4.0,4.0,2018-09-30,MIA,@,NWE,"L, 7-38",,2,1,9,9.0,0,50.0,4.5,0,0,0,0,0,0,41,83.7,0,0.0,0,0.0
4,5.0,5.0,5.0,5.0,2018-10-07,MIA,@,CIN,"L, 17-27",*,5,3,26,8.7,0,60.0,5.2,0,0,0,0,0,0,30,46.9,0,0.0,0,0.0
5,6.0,6.0,6.0,6.0,2018-10-14,MIA,,CHI,"W, 31-28 (OT)",,2,1,11,11.0,0,50.0,5.5,0,0,0,0,0,0,27,34.6,0,0.0,0,0.0
6,7.0,7.0,7.0,7.0,2018-10-21,MIA,,DET,"L, 21-32",,3,3,44,14.7,0,100.0,14.7,0,0,0,0,0,0,16,28.6,0,0.0,0,0.0
7,8.0,8.0,8.0,8.0,2018-10-25,MIA,@,HOU,"L, 23-42",*,5,4,14,3.5,0,80.0,2.8,0,0,0,0,0,0,16,24.2,0,0.0,0,0.0
8,9.0,9.0,9.0,9.0,2018-11-04,MIA,,NYJ,"W, 13-6",,1,0,0,,0,0.0,0.0,0,0,0,0,0,0,27,47.4,0,0.0,0,0.0
9,10.0,10.0,10.0,10.0,2018-11-11,MIA,@,GNB,"L, 12-31",,1,1,5,5.0,0,100.0,5.0,0,0,0,0,0,0,20,29.4,0,0.0,0,0.0
10,11.0,11.0,11.0,12.0,2018-11-25,MIA,@,IND,"L, 24-27",*,1,1,5,5.0,0,100.0,5.0,1,1,0,0,0,0,37,69.8,0,0.0,0,0.0
11,12.0,12.0,12.0,13.0,2018-12-02,MIA,,BUF,"W, 21-17",,0,0,0,,0,,,0,0,0,0,0,0,22,40.0,0,0.0,0,0.0
12,13.0,13.0,13.0,14.0,2018-12-09,MIA,,NWE,"W, 34-33",*,1,0,0,,0,0.0,0.0,0,0,0,0,0,0,20,41.7,0,0.0,0,0.0
13,14.0,14.0,14.0,15.0,2018-12-16,MIA,@,MIN,"L, 17-41",*,3,2,23,11.5,0,66.7,7.7,0,0,0,0,0,0,25,47.2,0,0.0,0,0.0
14,15.0,15.0,15.0,16.0,2018-12-23,MIA,,JAX,"L, 7-17",,1,1,5,5.0,0,100.0,5.0,0,0,0,0,0,0,16,34.8,0,0.0,0,0.0
15,16.0,16.0,16.0,17.0,2018-12-30,MIA,@,BUF,"L, 17-42",*,2,1,18,18.0,0,50.0,9.0,0,0,0,0,0,0,21,34.4,0,0.0,0,0.0
16,,,,,,,,,7-9,,32,22,202,9.2,0,68.8,6.3,1,1,0,0,0,0,400,43.5,0,0.0,2,0.4
