,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Ret,Yds.2,KRTD,Y/Ret,Ret.1,Yds.3,PRTD,Y/Ret.1,Fmb,FL,FF,FR,Yds.4,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,57.0,1.0,1.0,2014-09-07,DEN,,IND,"W, 31-24",*,9,6,77,12.8,0,66.7,8.6,1,11,0,11.0,0,0,0,,0,0,0,,0,0,0,0,0,0,70,93.3,0,0.0,2,6.9
1,2.0,58.0,2.0,2.0,2014-09-14,DEN,,KAN,"W, 24-17",*,9,8,108,13.5,0,88.9,12.0,1,-2,0,-2.0,0,0,0,,0,0,0,,0,0,0,0,0,0,48,98.0,0,0.0,0,0.0
2,3.0,59.0,3.0,3.0,2014-09-21,DEN,@,SEA,"L, 20-26 (OT)",*,15,11,149,13.5,0,73.3,9.9,0,0,0,,1,22,0,22.0,0,0,0,,0,0,0,0,0,0,71,98.6,0,0.0,1,3.1
3,4.0,60.0,4.0,5.0,2014-10-05,DEN,,ARI,"W, 41-20",*,9,7,101,14.4,0,77.8,11.2,2,8,0,4.0,0,0,0,,0,0,0,,0,0,0,0,0,0,77,95.1,0,0.0,0,0.0
4,5.0,61.0,5.0,6.0,2014-10-12,DEN,@,NYJ,"W, 31-17",*,6,3,38,12.7,0,50.0,6.3,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,70,98.6,0,0.0,0,0.0
5,6.0,62.0,6.0,7.0,2014-10-19,DEN,,SFO,"W, 42-17",*,3,3,41,13.7,1,100.0,13.7,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,49,81.7,0,0.0,0,0.0
6,7.0,63.0,7.0,8.0,2014-10-23,DEN,,SDG,"W, 35-21",*,9,9,120,13.3,3,100.0,13.3,1,6,0,6.0,0,0,0,,0,0,0,,1,0,0,0,0,0,60,88.2,0,0.0,1,3.7
7,8.0,64.0,8.0,9.0,2014-11-02,DEN,@,NWE,"L, 21-43",*,16,10,151,15.1,0,62.5,9.4,0,0,0,,1,13,0,13.0,0,0,0,,0,0,0,0,0,0,73,91.3,0,0.0,2,6.1
8,9.0,65.0,9.0,10.0,2014-11-09,DEN,@,OAK,"W, 41-17",*,8,5,67,13.4,2,62.5,8.4,1,5,0,5.0,0,0,0,,0,0,0,,0,0,0,0,0,0,66,82.5,0,0.0,0,0.0
9,10.0,66.0,10.0,11.0,2014-11-16,DEN,@,STL,"L, 7-22",*,8,5,102,20.4,1,62.5,12.8,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,33,47.8,0,0.0,0,0.0
10,11.0,67.0,11.0,12.0,2014-11-23,DEN,,MIA,"W, 39-36",*,13,9,125,13.9,0,69.2,9.6,1,3,0,3.0,0,0,0,,0,0,0,,0,0,0,0,0,0,68,90.7,0,0.0,1,3.7
11,12.0,68.0,12.0,13.0,2014-11-30,DEN,@,KAN,"W, 29-16",*,11,6,73,12.2,0,54.5,6.6,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,81,98.8,0,0.0,0,0.0
12,13.0,69.0,13.0,14.0,2014-12-07,DEN,,BUF,"W, 24-17",*,6,4,56,14.0,0,66.7,9.3,1,13,0,13.0,0,0,0,,0,0,0,,0,0,0,0,0,0,51,92.7,0,0.0,1,4.5
13,14.0,70.0,14.0,15.0,2014-12-14,DEN,@,SDG,"W, 22-10",*,3,3,53,17.7,0,100.0,17.7,0,0,0,,0,0,0,,1,11,0,11.0,0,0,0,0,0,0,59,89.4,0,0.0,2,7.4
14,15.0,71.0,15.0,16.0,2014-12-22,DEN,@,CIN,"L, 28-37",*,7,6,70,11.7,2,85.7,10.0,0,0,0,,1,19,0,19.0,0,0,0,,0,0,0,0,0,0,62,89.9,0,0.0,1,2.8
15,16.0,72.0,16.0,17.0,2014-12-28,DEN,,OAK,"W, 47-14",*,9,6,73,12.2,0,66.7,8.1,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,65,83.3,0,0.0,0,0.0
16,,,,,,,,,12-4,,141,101,1404,13.9,9,71.6,10.0,8,44,0,5.5,3,54,0,18.0,1,11,0,11.0,1,0,0,0,0,0,1003,88.8,0,0.0,11,2.2
