,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,159.0,1.0,1.0,2021-09-12,BUF,,PIT,"L, 16-23",*,8,4,52,13.0,0,50.0,6.5,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,79,92.9,0,0.0,0,0.0
1,2.0,160.0,2.0,2.0,2021-09-19,BUF,@,MIA,"W, 35-0",*,6,2,48,24.0,0,33.3,8.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,50,76.9,0,0.0,0,0.0
2,3.0,161.0,3.0,3.0,2021-09-26,BUF,,WAS,"W, 43-21",*,6,5,94,18.8,2,83.3,15.7,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,63,79.7,0,0.0,0,0.0
3,4.0,162.0,4.0,4.0,2021-10-03,BUF,,HOU,"W, 40-0",*,6,5,74,14.8,0,83.3,12.3,1,7,0,7.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,51,70.8,0,0.0,0,0.0
4,5.0,163.0,5.0,5.0,2021-10-10,BUF,@,KAN,"W, 38-20",,5,3,54,18.0,2,60.0,10.8,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,45,78.9,0,0.0,0,0.0
5,6.0,164.0,6.0,6.0,2021-10-18,BUF,@,TEN,"L, 31-34",*,8,5,91,18.2,0,62.5,11.4,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,71,92.2,0,0.0,0,0.0
6,7.0,165.0,7.0,8.0,2021-10-31,BUF,,MIA,"W, 26-11",*,4,0,0,,0,0.0,0.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,56,76.7,0,0.0,0,0.0
7,8.0,166.0,8.0,9.0,2021-11-07,BUF,@,JAX,"L, 6-9",*,8,4,65,16.3,0,50.0,8.1,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,66,98.5,0,0.0,0,0.0
8,9.0,167.0,9.0,10.0,2021-11-14,BUF,@,NYJ,"W, 45-17",*,2,2,27,13.5,0,100.0,13.5,1,24,0,24.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,35,60.3,0,0.0,0,0.0
9,10.0,168.0,10.0,11.0,2021-11-21,BUF,,IND,"L, 15-41",*,5,3,26,8.7,0,60.0,5.2,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,44,78.6,0,0.0,0,0.0
10,11.0,169.0,11.0,12.0,2021-11-25,BUF,@,NOR,"W, 31-6",*,3,3,28,9.3,0,100.0,9.3,0,0,0,,0.0,1,1,0,0,0,0,0,0,0,0,0,0,51,77.3,0,0.0,0,0.0
11,12.0,170.0,12.0,13.0,2021-12-06,BUF,,NWE,"L, 10-14",*,6,3,22,7.3,0,50.0,3.7,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,46,79.3,0,0.0,0,0.0
12,13.0,171.0,13.0,14.0,2021-12-12,BUF,@,TAM,"L, 27-33 (OT)",*,1,1,25,25.0,0,100.0,25.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,25,32.1,0,0.0,0,0.0
13,13.0,,14.0,15.0,2021-12-19,BUF,,CAR,"W, 31-14",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
14,14.0,172.0,15.0,16.0,2021-12-26,BUF,@,NWE,"W, 33-21",*,4,2,20,10.0,0,50.0,5.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,65,82.3,0,0.0,0,0.0
15,14.0,,16.0,17.0,2022-01-02,BUF,,ATL,"W, 29-15",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
16,14.0,,17.0,18.0,2022-01-09,BUF,,NYJ,"W, 27-10",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
17,,,,,,,,,8-6,,72,42,626,14.9,4,58.3,8.7,2,31,0,15.5,0.0,1,1,0,0,0,0,0,0,0,1,0,0,747,77.0,0,0.0,0,0.0
