,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,156.0,7.0,7.0,2023-10-22,PHI,,MIA,"W, 31-17",,1,1,3,3.0,0,100.0,3.0,0,0,0,0,0,0,16,22.2,0,0.0,0,0.0
1,2.0,157.0,8.0,8.0,2023-10-29,PHI,@,WAS,"W, 38-31",,2,1,8,8.0,1,50.0,4.0,0,0,0,0,0,0,15,23.8,0,0.0,0,0.0
2,3.0,158.0,9.0,9.0,2023-11-05,PHI,,DAL,"W, 28-23",*,0,0,0,,0,,,0,0,0,0,0,0,19,30.6,0,0.0,0,0.0
3,4.0,159.0,10.0,11.0,2023-11-20,PHI,@,KAN,"W, 21-17",,2,2,5,2.5,0,100.0,2.5,0,0,0,0,0,0,32,57.1,0,0.0,0,0.0
4,5.0,160.0,11.0,12.0,2023-11-26,PHI,,BUF,"W, 37-34 (OT)",*,3,1,0,0.0,0,33.3,0.0,0,0,0,0,0,0,47,71.2,0,0.0,0,0.0
5,6.0,161.0,12.0,13.0,2023-12-03,PHI,,SFO,"L, 19-42",,0,0,0,,0,,,0,0,0,0,0,0,10,13.9,0,0.0,0,0.0
6,7.0,162.0,13.0,14.0,2023-12-10,PHI,@,DAL,"L, 13-33",,0,0,0,,0,,,0,0,0,0,0,0,13,23.6,0,0.0,0,0.0
7,8.0,163.0,14.0,15.0,2023-12-18,PHI,@,SEA,"L, 17-20",*,1,1,6,6.0,0,100.0,6.0,0,0,0,0,0,0,22,31.9,0,0.0,0,0.0
8,9.0,164.0,15.0,16.0,2023-12-25,PHI,,NYG,"W, 33-25",*,4,1,5,5.0,0,25.0,1.3,0,0,0,0,0,0,20,26.7,0,0.0,0,0.0
9,10.0,165.0,16.0,17.0,2023-12-31,PHI,,ARI,"L, 31-35",,2,2,34,17.0,2,100.0,17.0,0,0,0,0,0,0,20,40.8,0,0.0,0,0.0
10,11.0,166.0,17.0,18.0,2024-01-07,PHI,@,NYG,"L, 10-27",,4,2,13,6.5,0,50.0,3.3,0,0,0,0,0,0,17,26.2,0,0.0,0,0.0
11,,,,,,,,,6-5,,19,11,74,6.7,3,57.9,3.9,0,0,0,0,0,0,231,32.8,0,0.0,0,0.0
