,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,136.0,1.0,1.0,2021-09-12,TEN,,ARI,"L, 13-38",*,6,3,29,9.7,0,50.0,4.8,0.0,0,0,0,0,0,0,50,78.1,0,0.0,0,0.0
1,2.0,137.0,2.0,2.0,2021-09-19,TEN,@,SEA,"W, 33-30 (OT)",*,8,6,128,21.3,0,75.0,16.0,0.0,0,0,0,0,0,0,66,75.0,0,0.0,0,0.0
2,3.0,138.0,3.0,3.0,2021-09-26,TEN,,IND,"W, 25-16",*,4,3,47,15.7,0,75.0,11.8,0.0,0,0,0,0,0,0,34,50.0,0,0.0,0,0.0
3,3.0,,4.0,4.0,2021-10-03,TEN,@,NYJ,"L, 24-27 (OT)",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
4,3.0,,5.0,5.0,2021-10-10,TEN,@,JAX,"W, 37-19",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
5,4.0,139.0,6.0,6.0,2021-10-18,TEN,,BUF,"W, 34-31",*,5,3,59,19.7,0,60.0,11.8,0.0,0,0,0,0,0,0,35,66.0,0,0.0,0,0.0
6,5.0,140.0,7.0,7.0,2021-10-24,TEN,,KAN,"W, 27-3",*,4,2,38,19.0,0,50.0,9.5,0.0,0,0,0,0,0,0,29,42.6,0,0.0,0,0.0
7,5.0,,8.0,8.0,2021-10-31,TEN,@,IND,"W, 34-31 (OT)",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
8,6.0,141.0,9.0,9.0,2021-11-07,TEN,@,LAR,"W, 28-16",*,4,4,35,8.8,0,100.0,8.8,0.0,0,0,0,0,0,0,43,74.1,0,0.0,1,3.7
9,6.0,,10.0,10.0,2021-11-14,TEN,,NOR,"W, 23-21",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
10,6.0,,11.0,11.0,2021-11-21,TEN,,HOU,"L, 13-22",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
11,6.0,,12.0,12.0,2021-11-28,TEN,@,NWE,"L, 13-36",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
12,7.0,142.0,13.0,14.0,2021-12-12,TEN,,JAX,"W, 20-0",*,6,4,33,8.3,0,66.7,5.5,0.0,0,0,0,0,0,0,32,45.1,0,0.0,0,0.0
13,8.0,143.0,14.0,15.0,2021-12-19,TEN,@,PIT,"L, 13-19",*,1,0,0,,0,0.0,0.0,0.0,1,1,0,0,0,0,27,33.8,0,0.0,0,0.0
14,9.0,144.0,15.0,16.0,2021-12-23,TEN,,SFO,"W, 20-17",*,1,1,7,7.0,0,100.0,7.0,0.0,0,0,0,0,0,0,31,50.0,0,0.0,0,0.0
15,9.0,,16.0,17.0,2022-01-02,TEN,,MIA,"W, 34-3",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
16,10.0,145.0,17.0,18.0,2022-01-09,TEN,@,HOU,"W, 28-25",*,9,5,58,11.6,1,55.6,6.4,0.0,0,0,0,0,0,0,46,67.6,0,0.0,0,0.0
17,,,,,,,,,8-2,,48,31,434,14.0,1,64.6,9.0,0.0,1,1,0,0,0,0,393,57.8,0,0.0,1,0.4
