,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,18.0,1.0,1.0,2017-09-10,LAR,,IND,"W, 46-9",,7,16,1,2.3,0,0,0,,0,,,0,0,0,0,0,0,11,16.9,0,0.0,22,62.9
1,2.0,19.0,2.0,2.0,2017-09-17,LAR,,WAS,"L, 20-27",,0,0,0,,1,1,-4,-4.0,0,100.0,-4.0,0,0,0,0,0,0,5,10.0,0,0.0,13,41.9
2,2.0,,3.0,3.0,2017-09-21,LAR,@,SFO,"W, 41-39",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
3,3.0,20.0,4.0,4.0,2017-10-01,LAR,@,DAL,"W, 35-30",,1,0,0,0.0,1,1,14,14.0,0,100.0,14.0,0,0,0,0,0,0,7,10.1,0,0.0,3,9.1
4,4.0,21.0,5.0,5.0,2017-10-08,LAR,,SEA,"L, 10-16",,0,0,0,,2,2,29,14.5,0,100.0,14.5,0,0,0,0,0,0,9,12.2,0,0.0,11,47.8
5,5.0,22.0,6.0,6.0,2017-10-15,LAR,@,JAX,"W, 27-17",,3,17,0,5.7,0,0,0,,0,,,0,0,0,0,0,0,12,20.7,0,0.0,24,66.7
6,6.0,23.0,7.0,7.0,2017-10-22,LAR,,ARI,"W, 33-0",,11,48,0,4.4,1,1,7,7.0,0,100.0,7.0,0,0,0,0,0,0,22,27.5,0,0.0,13,54.2
7,7.0,24.0,8.0,9.0,2017-11-05,LAR,@,NYG,"W, 51-17",,15,57,0,3.8,0,0,0,,0,,,1,0,0,0,0,0,18,28.1,0,0.0,8,23.5
8,7.0,,9.0,10.0,2017-11-12,LAR,,HOU,"W, 33-7",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
9,7.0,,10.0,11.0,2017-11-19,LAR,@,MIN,"L, 7-24",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
10,7.0,,11.0,12.0,2017-11-26,LAR,,NOR,"W, 26-20",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
11,7.0,,12.0,13.0,2017-12-03,LAR,@,ARI,"W, 32-16",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
12,8.0,25.0,13.0,14.0,2017-12-10,LAR,,PHI,"L, 35-43",,1,5,0,5.0,0,0,0,,0,,,0,0,0,0,0,0,3,6.3,0,0.0,21,58.3
13,9.0,26.0,14.0,15.0,2017-12-17,LAR,@,SEA,"W, 42-7",,10,45,0,4.5,1,0,0,,0,0.0,0.0,0,0,0,0,0,0,16,23.5,0,0.0,8,24.2
14,10.0,27.0,15.0,16.0,2017-12-24,LAR,@,TEN,"W, 27-23",,1,4,0,4.0,0,0,0,,0,,,0,0,0,0,0,0,5,7.5,0,0.0,5,16.1
15,11.0,28.0,16.0,17.0,2017-12-31,LAR,,SFO,"L, 13-34",*,14,54,0,3.9,5,4,7,1.8,0,80.0,1.4,0,0,0,0,0,0,41,63.1,0,0.0,10,34.5
16,,,,,,,,,7-4,,63,246,1,3.9,11,9,53,5.9,0,81.8,4.8,1,0,0,0,0,0,149,21.0,0,0.0,138,40.0
