,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,75.0,1.0,1.0,2021-09-12,KAN,,CLE,"W, 33-29",,0,0,0,,0,0,0,,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4,6.2,0,0.0,12,50.0
1,2.0,76.0,2.0,2.0,2021-09-19,KAN,@,BAL,"L, 35-36",,0,0,0,,1,1,14,14.0,0,100.0,14.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4,7.8,0,0.0,13,46.4
2,3.0,77.0,3.0,3.0,2021-09-26,KAN,,LAC,"L, 24-30",,0,0,0,,0,0,0,,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,3.8,0,0.0,11,45.8
3,4.0,78.0,4.0,4.0,2021-10-03,KAN,@,PHI,"W, 42-30",,0,0,0,,0,0,0,,0,,,0.0,0,0,0,0,0,0,0,0,0,1,-1,0,8,11.9,0,0.0,13,48.1
4,5.0,79.0,5.0,5.0,2021-10-10,KAN,,BUF,"L, 20-38",,1,2,0,2.0,2,2,13,6.5,0,100.0,6.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,27,31.4,0,0.0,12,41.4
5,6.0,80.0,6.0,6.0,2021-10-17,KAN,@,WAS,"W, 31-13",,3,10,0,3.3,4,1,5,5.0,0,25.0,1.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23,28.0,0,0.0,4,16.0
6,7.0,81.0,7.0,7.0,2021-10-24,KAN,@,TEN,"L, 3-27",,0,0,0,,4,2,17,8.5,0,50.0,4.3,0.0,1,1,0,0,0,0,0,0,0,0,0,0,22,30.6,0,0.0,8,42.1
7,8.0,82.0,8.0,8.0,2021-11-01,KAN,,NYG,"W, 20-17",,0,0,0,,0,0,0,,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,13,16.0,0,0.0,9,36.0
8,9.0,83.0,9.0,9.0,2021-11-07,KAN,,GNB,"W, 13-7",,0,0,0,,3,3,26,8.7,0,100.0,8.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20,30.8,0,0.0,5,22.7
9,10.0,84.0,10.0,10.0,2021-11-14,KAN,@,LVR,"W, 41-14",,3,26,0,8.7,3,1,6,6.0,0,33.3,2.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,20,26.3,0,0.0,11,39.3
10,11.0,85.0,11.0,11.0,2021-11-21,KAN,,DAL,"W, 19-9",,0,0,0,,0,0,0,,0,,,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,1,3.7
11,11.0,,12.0,13.0,2021-12-05,KAN,,DEN,"W, 22-9",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
12,11.0,,13.0,14.0,2021-12-12,KAN,,LVR,"W, 48-9",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
13,11.0,,14.0,15.0,2021-12-16,KAN,@,LAC,"W, 34-28 (OT)",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
14,11.0,,15.0,16.0,2021-12-26,KAN,,PIT,"W, 36-10",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
15,12.0,86.0,16.0,17.0,2022-01-02,KAN,@,CIN,"L, 31-34",,0,0,0,,0,0,0,,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,8.2,0,0.0,12,41.4
16,13.0,87.0,17.0,18.0,2022-01-08,KAN,@,DEN,"W, 28-24",,5,24,0,4.8,3,3,26,8.7,1,100.0,8.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23,29.5,0,0.0,11,44.0
17,,,,,,,,,8-5,,12,62,0,5.2,20,13,107,8.2,1,65.0,5.4,0.0,3,3,0,0,0,0,0,0,0,1,-1,0,172,18.5,0,0.0,122,36.7
