,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Ret,Yds.2,KRTD,Y/Ret,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,12.0,1.0,1.0,2015-09-14,MIN,@,SFO,"L, 3-20",,3,20,0,6.7,2,2,8,4.0,0,100.0,4.0,0,0,0,,0.0,0,0,0,0,,0,8,14.8,0,0.0,7,31.8
1,2.0,13.0,2.0,2.0,2015-09-20,MIN,,DET,"W, 26-16",,3,6,0,2.0,0,0,0,,0,,,0,0,0,,0.0,1,0,1,0,0.0,0,9,13.8,0,0.0,9,37.5
2,3.0,14.0,3.0,3.0,2015-09-27,MIN,,SDG,"W, 31-14",,6,18,0,3.0,1,0,0,,0,0.0,0.0,0,0,0,,0.0,0,0,0,0,,0,10,17.9,0,0.0,6,22.2
3,4.0,15.0,4.0,4.0,2015-10-04,MIN,@,DEN,"L, 20-23",,1,6,0,6.0,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,,0,3,4.1,0,0.0,14,48.3
4,5.0,16.0,5.0,6.0,2015-10-18,MIN,,KAN,"W, 16-10",,1,2,0,2.0,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,,0,4,5.7,0,0.0,13,54.2
5,6.0,17.0,6.0,7.0,2015-10-25,MIN,@,DET,"W, 28-19",,9,36,0,4.0,1,1,1,1.0,0,100.0,1.0,0,0,0,,0.0,1,1,0,0,0.0,0,15,20.0,0,0.0,17,54.8
6,7.0,18.0,7.0,8.0,2015-11-01,MIN,@,CHI,"W, 23-20",,2,18,0,9.0,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,,0,7,12.1,0,0.0,15,51.7
7,8.0,19.0,8.0,9.0,2015-11-08,MIN,,STL,"W, 21-18 (OT)",,0,0,0,,2,2,11,5.5,0,100.0,5.5,0,0,0,,0.0,0,0,0,0,,0,5,6.9,0,0.0,23,65.7
8,9.0,20.0,9.0,10.0,2015-11-15,MIN,@,OAK,"W, 30-14",,0,0,0,,2,1,7,7.0,0,50.0,3.5,0,0,0,,0.0,0,0,0,0,,0,4,6.5,0,0.0,16,55.2
9,10.0,21.0,10.0,11.0,2015-11-22,MIN,,GNB,"L, 13-30",,0,0,0,,3,2,15,7.5,0,66.7,5.0,0,0,0,,0.0,0,0,0,0,,0,11,17.2,0,0.0,15,51.7
10,11.0,22.0,11.0,12.0,2015-11-29,MIN,@,ATL,"W, 20-10",,5,33,0,6.6,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,,0,11,15.7,0,0.0,9,47.4
11,12.0,23.0,12.0,13.0,2015-12-06,MIN,,SEA,"L, 7-38",,4,18,0,4.5,6,3,6,2.0,0,50.0,1.0,0,0,0,,0.0,0,0,0,0,,0,22,42.3,0,0.0,11,44.0
12,13.0,24.0,13.0,14.0,2015-12-10,MIN,@,ARI,"L, 20-23",,0,0,0,,1,1,8,8.0,0,100.0,8.0,0,0,0,,0.0,0,0,0,0,,0,5,7.4,0,0.0,13,52.0
13,14.0,25.0,14.0,15.0,2015-12-20,MIN,,CHI,"W, 38-17",,7,10,0,1.4,4,4,76,19.0,1,100.0,19.0,0,0,0,,0.0,0,0,0,0,,0,19,30.6,0,0.0,7,25.9
14,15.0,26.0,15.0,16.0,2015-12-27,MIN,,NYG,"W, 49-17",,7,89,2,12.7,3,2,8,4.0,0,66.7,2.7,0,0,0,,0.0,0,0,0,0,,0,15,21.1,0,0.0,17,44.7
15,16.0,27.0,16.0,17.0,2016-01-03,MIN,@,GNB,"W, 20-13",,4,15,0,3.8,4,3,33,11.0,0,75.0,8.3,1,24,0,24.0,0.0,1,1,0,0,0.0,0,12,25.0,0,0.0,13,50.0
16,,,,,,,,,11-5,,52,271,2,5.2,29,21,173,8.2,1,72.4,6.0,1,24,0,24.0,0.0,3,2,1,0,0.0,0,160,15.7,0,0.0,205,46.7
