,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Int,Yds,IntTD,PD,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2024-09-08,LAR,@,DET,"L, 20-26 (OT)",*,1.0,4,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,43,70.5,0,0.0
1,2.0,2.0,2.0,2.0,2024-09-15,LAR,@,ARI,"L, 10-41",*,0.0,7,6,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,48,72.7,0,0.0
2,3.0,3.0,3.0,3.0,2024-09-22,LAR,,SFO,"W, 27-24",*,0.0,4,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,47,66.2,0,0.0
3,4.0,4.0,4.0,4.0,2024-09-29,LAR,@,CHI,"L, 18-24",*,0.0,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,41,68.3,0,0.0
4,5.0,5.0,5.0,5.0,2024-10-06,LAR,,GNB,"L, 19-24",*,0.0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,41,69.5,0,0.0
5,6.0,6.0,6.0,7.0,2024-10-20,LAR,,LVR,"W, 20-15",*,0.0,4,2,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,62,78.5,0,0.0
6,7.0,7.0,7.0,8.0,2024-10-24,LAR,,MIN,"W, 30-20",*,1.5,3,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,42,84.0,0,0.0
7,8.0,8.0,8.0,9.0,2024-11-03,LAR,@,SEA,"W, 26-20 (OT)",*,1.0,4,3,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,69,86.3,0,0.0
8,9.0,9.0,9.0,10.0,2024-11-11,LAR,,MIA,"L, 15-23",*,1.0,4,3,1,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0.0,45,84.9,0,0.0
9,10.0,10.0,10.0,11.0,2024-11-17,LAR,@,NWE,"W, 28-22",*,0.0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,64,84.2,0,0.0
10,11.0,11.0,11.0,12.0,2024-11-24,LAR,,PHI,"L, 20-37",*,0.0,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,57,78.1,0,0.0
11,12.0,12.0,12.0,13.0,2024-12-01,LAR,@,NOR,"W, 21-14",*,0.0,5,2,3,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0.0,55,78.6,0,0.0
12,13.0,13.0,13.0,14.0,2024-12-08,LAR,,BUF,"W, 44-42",*,0.0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,45,75.0,0,0.0
13,14.0,14.0,14.0,15.0,2024-12-12,LAR,@,SFO,"W, 12-6",*,0.0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,44,81.5,0,0.0
14,15.0,15.0,15.0,16.0,2024-12-22,LAR,@,NYJ,"W, 19-9",*,0.0,5,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,55,79.7,0,0.0
15,16.0,16.0,16.0,17.0,2024-12-28,LAR,,ARI,"W, 13-9",*,0.0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,65,82.3,0,0.0
16,17.0,17.0,17.0,18.0,2025-01-05,LAR,,SEA,"L, 25-30",,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,11,20.0,0,0.0
17,,,,,,,,,10-7,,4.5,66,36,30,11,18,0,0,0,0,2,0,0,2,2,0,0,0,0.0,834,74.8,0,0.0
