,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Ret,Yds.2,KRTD,Y/Ret,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2015-09-13,ARI,,NOR,"W, 31-19",,0,0,0,,2,1,55,55.0,1,50.0,27.5,1,43,0,43.0,0.0,0,0,0,0,,0,0,0,0,0,0,0,5,8.1,0,0.0,9,29.0
1,2.0,2.0,2.0,2.0,2015-09-20,ARI,@,CHI,"W, 48-23",,5,42,1,8.4,2,1,3,3.0,0,50.0,1.5,1,108,1,108.0,0.0,0,0,0,0,,0,0,0,0,0,0,0,16,27.1,0,0.0,6,17.6
2,3.0,3.0,3.0,3.0,2015-09-27,ARI,,SFO,"W, 47-7",,7,25,0,3.6,3,3,16,5.3,0,100.0,5.3,0,0,0,,0.0,0,0,0,0,,0,0,0,0,0,0,0,23,31.1,0,0.0,3,10.3
3,4.0,4.0,4.0,4.0,2015-10-04,ARI,,STL,"L, 22-24",,3,18,0,6.0,10,4,63,15.8,1,40.0,6.3,1,19,0,19.0,0.0,0,0,0,0,,0,1,1,0,0,0,0,36,48.6,0,0.0,5,16.7
4,5.0,5.0,5.0,5.0,2015-10-11,ARI,@,DET,"W, 42-17",,3,6,2,2.0,0,0,0,,0,,,1,35,0,35.0,0.0,0,0,0,0,,0,0,0,0,0,0,0,6,13.0,0,0.0,5,16.7
5,6.0,6.0,6.0,6.0,2015-10-18,ARI,@,PIT,"L, 13-25",,3,9,0,3.0,1,1,8,8.0,0,100.0,8.0,6,123,0,20.5,0.0,0,0,0,0,,0,0,0,0,0,0,0,24,33.3,0,0.0,11,37.9
6,7.0,7.0,7.0,7.0,2015-10-26,ARI,,BAL,"W, 26-18",,3,5,0,1.7,2,2,19,9.5,0,100.0,9.5,0,0,0,,0.0,0,0,0,0,,0,0,0,0,0,0,0,18,29.0,0,0.0,9,32.1
7,8.0,8.0,8.0,8.0,2015-11-01,ARI,@,CLE,"W, 34-20",,1,4,0,4.0,2,2,44,22.0,0,100.0,22.0,3,63,0,21.0,0.0,0,0,0,0,,0,1,0,0,0,0,0,6,7.4,0,0.0,16,59.3
8,9.0,9.0,9.0,10.0,2015-11-15,ARI,@,SEA,"W, 39-32",,0,0,0,,1,1,8,8.0,0,100.0,8.0,4,79,0,19.8,0.0,1,1,0,0,0.0,0,0,0,0,0,0,0,8,9.0,0,0.0,18,52.9
9,10.0,10.0,10.0,11.0,2015-11-22,ARI,,CIN,"W, 34-31",,2,9,0,4.5,2,2,17,8.5,1,100.0,8.5,3,82,0,27.3,0.0,0,0,0,0,,0,1,0,0,0,0,0,7,11.5,0,0.0,18,54.5
10,11.0,11.0,11.0,12.0,2015-11-29,ARI,@,SFO,"W, 19-13",,8,21,1,2.6,4,2,8,4.0,0,50.0,2.0,2,47,0,23.5,0.0,1,1,0,0,0.0,0,0,0,0,0,0,0,31,38.8,0,0.0,14,60.9
11,12.0,12.0,12.0,13.0,2015-12-06,ARI,@,STL,"W, 27-3",*,22,99,0,4.5,3,2,21,10.5,1,66.7,7.0,0,0,0,,0.0,0,0,0,0,,0,1,0,0,0,0,0,59,70.2,0,0.0,0,0.0
12,13.0,13.0,13.0,14.0,2015-12-10,ARI,,MIN,"W, 23-20",*,19,92,0,4.8,7,5,31,6.2,0,71.4,4.4,0,0,0,,0.0,0,0,0,0,,0,0,0,0,0,0,0,54,80.6,0,0.0,0,0.0
13,14.0,14.0,14.0,15.0,2015-12-20,ARI,@,PHI,"W, 40-17",*,29,187,3,6.4,4,4,42,10.5,0,100.0,10.5,0,0,0,,0.0,0,0,0,0,,0,0,0,0,0,0,0,54,71.1,0,0.0,0,0.0
14,15.0,15.0,15.0,16.0,2015-12-27,ARI,,GNB,"W, 38-8",*,9,39,1,4.3,6,3,88,29.3,0,50.0,14.7,0,0,0,,0.0,0,0,0,0,,0,0,0,0,0,0,0,30,51.7,0,0.0,0,0.0
15,16.0,16.0,16.0,17.0,2016-01-03,ARI,,SEA,"L, 6-36",*,11,25,0,2.3,8,3,34,11.3,0,37.5,4.3,0,0,0,,0.0,0,0,0,0,,0,0,0,0,0,0,0,36,62.1,0,0.0,0,0.0
16,,,,,,,,,13-3,,125,581,8,4.6,57,36,457,12.7,4,63.2,8.0,22,599,1,27.2,0.0,2,2,0,0,0.0,0,4,1,0,0,0,0,413,37.4,0,0.0,114,24.6
