,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,TD.1,Ctch%,Y/Tgt,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,39.0,1.0,1.0,2025-09-07,HOU,@,LAR,"L, 9-14",,3,5,0,1.7,1,0,0,0,0.0,0.0,7,11.1,0,0.0,3,15.0
1,,,,,,,,,0-1,,3,5,0,1.7,1,0,0,0,0.0,0.0,7,11.1,0,0.0,3,15.0
