,Season,Age,Team,Lg,Pos,G,GS,Att,Yds,TD,1D,Succ%,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds.1,Y/R,TD.1,1D.1,Succ%.1,Lng.1,R/G,Y/G.1,Ctch%,Y/Tgt,Touch,Y/Tch,YScm,RRTD,Fmb,AV,Awards
0,2022,22,HOU,NFL,RB,13,13,220,939,4,54,47.7,75,4.3,72.2,16.9,39,30,165,5.5,1,7,43.6,16.0,2.3,12.7,76.9,4.2,250,4.4,1104,5,4,6.0,AP ORoY-9
1,2023,23,HOU,NFL,RB,14,7,145,416,2,14,37.9,22,2.9,29.7,10.4,17,13,101,7.8,0,3,52.9,27.0,0.9,7.2,76.5,5.9,158,3.3,517,2,0,4.0,
2,2024,24,HOU,NFL,RB,11,0,40,293,2,7,42.5,92,7.3,26.6,3.6,4,2,2,1.0,0,0,0.0,1.0,0.2,0.2,50.0,0.5,42,7.0,295,2,1,2.0,
3,2025,25,HOU,NFL,RB,1,0,3,5,0,0,0.0,2,1.7,5.0,3.0,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,3,1.7,5,0,0,,
4,4 Yrs,4 Yrs,4 Yrs,4 Yrs,,39,20,408,1653,8,75,43.4,92,4.1,42.4,10.5,61,45,268,6.0,1,10,42.6,27.0,1.2,6.9,73.8,4.4,453,4.2,1921,9,5,12.0,
5,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17,9,178,721,3,33,43.4,92,4.1,42.4,10.5,27,20,117,6.0,0,4,42.6,27.0,1.2,6.9,73.8,4.4,197,4.2,837,4,2,,
