,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Y/A,AY/A,Rate,Sk,Yds.1,Att.1,Yds.2,TD.1,Y/A.1,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,134.0,1.0,1.0,2018-09-09,TAM,@,NOR,"W, 48-40",*,21,28,75.0,417,4,0,14.9,17.75,156.2,0,0,12,36,1,3.0,0,0,0,0,0,0,66,100.0,0,0.0,0,0.0
1,2.0,135.0,2.0,2.0,2018-09-16,TAM,,PHI,"W, 27-21",*,27,33,81.8,402,4,1,12.2,13.24,144.4,2,9,1,-1,0,-1.0,0,0,0,0,0,0,58,100.0,0,0.0,0,0.0
2,3.0,136.0,3.0,3.0,2018-09-24,TAM,,PIT,"L, 27-30",*,30,50,60.0,411,3,3,8.2,6.72,81.3,3,19,5,27,0,5.4,0,0,0,0,0,0,73,100.0,0,0.0,0,0.0
3,4.0,137.0,4.0,4.0,2018-09-30,TAM,@,CHI,"L, 10-48",*,9,18,50.0,126,0,1,7.0,4.50,49.8,2,9,0,0,0,,1,0,0,0,0,0,28,44.4,0,0.0,0,0.0
4,4.0,,5.0,6.0,2018-10-14,TAM,@,ATL,"L, 29-34",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
5,4.0,,6.0,7.0,2018-10-21,TAM,,CLE,"W, 26-23 (OT)",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
6,5.0,138.0,7.0,8.0,2018-10-28,TAM,@,CIN,"L, 34-37",,11,15,73.3,194,2,0,12.9,15.60,154.9,1,0,1,18,0,18.0,1,0,0,1,0,0,25,28.4,0,0.0,0,0.0
7,6.0,139.0,8.0,9.0,2018-11-04,TAM,@,CAR,"L, 28-42",*,24,40,60.0,243,4,2,6.1,5.83,89.9,3,24,5,23,0,4.6,1,0,0,0,0,0,67,100.0,0,0.0,0,0.0
8,7.0,140.0,9.0,10.0,2018-11-11,TAM,,WAS,"L, 3-16",*,29,41,70.7,406,0,2,9.9,7.71,82.0,2,8,8,35,0,4.4,1,1,0,1,0,0,69,100.0,0,0.0,0,0.0
9,8.0,141.0,10.0,11.0,2018-11-18,TAM,@,NYG,"L, 35-38",*,13,21,61.9,167,0,3,8.0,1.52,47.2,1,7,4,14,1,3.5,0,0,0,0,0,0,41,57.7,0,0.0,0,0.0
10,8.0,,11.0,12.0,2018-11-25,TAM,,SFO,"W, 27-9",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
11,8.0,,12.0,13.0,2018-12-02,TAM,,CAR,"W, 24-17",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
12,8.0,,13.0,14.0,2018-12-09,TAM,,NOR,"L, 14-28",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
13,8.0,,14.0,15.0,2018-12-16,TAM,@,BAL,"L, 12-20",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
14,8.0,,15.0,16.0,2018-12-23,TAM,@,DAL,"L, 20-27",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
15,8.0,,16.0,17.0,2018-12-30,TAM,,ATL,"L, 32-34",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
16,,,,,,,,,2-6,,164,246,66.7,2366,17,12,9.6,8.80,100.4,14,76,36,152,2,4.2,4,1,0,2,0,0,427,76.9,0,0.0,0,0.0
