,Season,Age,Team,Lg,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds.1,TD.1,1D.1,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,AV,Awards
0,2024,27,DEN,NFL,WR,13,7,55,41,475,11.6,3,26,63.6,37,3.2,36.5,74.5,8.6,0,0,0,0,0.0,0.0,41,11.6,475,3,0,4,
1,1 Yr,1 Yr,1 Yr,1 Yr,,13,7,55,41,475,11.6,3,26,63.6,37,3.2,36.5,74.5,8.6,0,0,0,0,0.0,0.0,41,11.6,475,3,0,4,
2,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17,9,72,54,621,11.6,4,34,63.6,37,3.2,36.5,74.5,8.6,0,0,0,0,0.0,0.0,54,15.2,621,4,0,5,
