,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,78.0,1.0,1.0,2024-09-06,PHI,,GNB,"W, 34-29",*,10,5,119,23.8,1,50.0,11.9,72,94.7,0,0.0,0,0.0
1,1.0,,2.0,2.0,2024-09-16,PHI,,ATL,"L, 21-22",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2,1.0,,3.0,3.0,2024-09-22,PHI,@,NOR,"W, 15-12",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
3,1.0,,4.0,4.0,2024-09-29,PHI,@,TAM,"L, 16-33",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
4,2.0,79.0,5.0,6.0,2024-10-13,PHI,,CLE,"W, 20-16",*,9,6,116,19.3,1,66.7,12.9,57,91.9,0,0.0,0,0.0
5,3.0,80.0,6.0,7.0,2024-10-20,PHI,@,NYG,"W, 28-3",*,5,5,89,17.8,1,100.0,17.8,51,77.3,0,0.0,0,0.0
6,4.0,81.0,7.0,8.0,2024-10-27,PHI,@,CIN,"W, 37-17",*,6,5,84,16.8,0,83.3,14.0,50,82.0,0,0.0,0,0.0
7,5.0,82.0,8.0,9.0,2024-11-03,PHI,,JAX,"W, 28-23",*,4,2,36,18.0,0,50.0,9.0,37,46.8,0,0.0,0,0.0
8,6.0,83.0,9.0,10.0,2024-11-10,PHI,@,DAL,"W, 34-6",*,7,5,109,21.8,0,71.4,15.6,50,73.5,0,0.0,0,0.0
9,7.0,84.0,10.0,11.0,2024-11-14,PHI,,WAS,"W, 26-18",*,8,5,65,13.0,0,62.5,8.1,69,97.2,0,0.0,0,0.0
10,8.0,85.0,11.0,12.0,2024-11-24,PHI,@,LAR,"W, 37-20",*,7,6,109,18.2,1,85.7,15.6,65,89.0,0,0.0,2,7.1
11,9.0,86.0,12.0,13.0,2024-12-01,PHI,@,BAL,"W, 24-19",*,6,5,66,13.2,0,83.3,11.0,54,96.4,0,0.0,1,3.0
12,10.0,87.0,13.0,14.0,2024-12-08,PHI,,CAR,"W, 22-16",*,4,4,43,10.8,0,100.0,10.8,55,94.8,0,0.0,0,0.0
13,11.0,88.0,14.0,15.0,2024-12-15,PHI,,PIT,"W, 27-13",*,11,8,110,13.8,1,72.7,10.0,73,91.3,0,0.0,0,0.0
14,12.0,89.0,15.0,16.0,2024-12-22,PHI,@,WAS,"L, 33-36",*,15,8,97,12.1,1,53.3,6.5,74,100.0,0,0.0,0,0.0
15,13.0,90.0,16.0,17.0,2024-12-29,PHI,,DAL,"W, 41-7",*,5,3,36,12.0,1,60.0,7.2,59,90.8,0,0.0,0,0.0
16,13.0,,17.0,18.0,2025-01-05,PHI,,NYG,"W, 20-13",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
17,,,,,,,,,12-1,,97,67,1079,16.1,7,69.1,11.1,766,86.2,0,0.0,3,0.8
