,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,44.0,1.0,1.0,2022-09-11,PHI,@,DET,"W, 38-35",*,13,10,155,15.5,0,76.9,11.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,67,87.0,0,0.0,2,6.5
1,2.0,45.0,2.0,2.0,2022-09-19,PHI,,MIN,"W, 24-7",*,8,5,69,13.8,0,62.5,8.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,64,87.7,0,0.0,0,0.0
2,3.0,46.0,3.0,3.0,2022-09-25,PHI,@,WAS,"W, 24-8",*,10,5,85,17.0,1,50.0,8.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,56,80.0,0,0.0,1,3.8
3,4.0,47.0,4.0,4.0,2022-10-02,PHI,,JAX,"W, 29-21",*,7,5,95,19.0,0,71.4,13.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,70,85.4,0,0.0,0,0.0
4,5.0,48.0,5.0,5.0,2022-10-09,PHI,@,ARI,"W, 20-17",,7,3,32,10.7,0,42.9,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,54,74.0,0,0.0,0,0.0
5,6.0,49.0,6.0,6.0,2022-10-16,PHI,,DAL,"W, 26-17",*,8,5,67,13.4,1,62.5,8.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,61,85.9,0,0.0,0,0.0
6,7.0,50.0,7.0,8.0,2022-10-30,PHI,,PIT,"W, 35-13",*,10,6,156,26.0,3,60.0,15.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,39,68.4,0,0.0,0,0.0
7,8.0,51.0,8.0,9.0,2022-11-03,PHI,@,HOU,"W, 29-17",*,6,4,59,14.8,1,66.7,9.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,56,86.2,0,0.0,0,0.0
8,9.0,52.0,9.0,10.0,2022-11-14,PHI,,WAS,"L, 21-32",*,4,1,7,7.0,0,25.0,1.8,0.0,1,1,0,0,0,0,0,0,0,0,0,0,39,78.0,0,0.0,0,0.0
9,10.0,53.0,10.0,11.0,2022-11-20,PHI,@,IND,"W, 17-16",*,7,5,60,12.0,0,71.4,8.6,0.0,0,0,0,0,0,0,1,1,0,0,0,0,60,88.2,0,0.0,0,0.0
10,11.0,54.0,11.0,12.0,2022-11-27,PHI,,GNB,"W, 40-33",*,6,4,46,11.5,1,66.7,7.7,0.0,0,0,0,0,0,0,1,1,0,0,0,0,77,96.3,0,0.0,1,3.2
11,12.0,55.0,12.0,13.0,2022-12-04,PHI,,TEN,"W, 35-10",*,10,8,119,14.9,2,80.0,11.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,60,82.2,0,0.0,0,0.0
12,13.0,56.0,13.0,14.0,2022-12-11,PHI,@,NYG,"W, 48-22",*,6,4,70,17.5,1,66.7,11.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,58,85.3,0,0.0,1,3.2
13,14.0,57.0,14.0,15.0,2022-12-18,PHI,@,CHI,"W, 25-20",*,16,9,181,20.1,0,56.3,11.3,0.0,1,1,0,0,0,0,0,0,0,0,0,0,65,89.0,0,0.0,1,4.0
14,15.0,58.0,15.0,16.0,2022-12-24,PHI,@,DAL,"L, 34-40",*,8,6,103,17.2,0,75.0,12.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,65,91.5,0,0.0,0,0.0
15,16.0,59.0,16.0,17.0,2023-01-01,PHI,,NOR,"L, 10-20",*,9,4,97,24.3,1,44.4,10.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,55,100.0,0,0.0,0,0.0
16,17.0,60.0,17.0,18.0,2023-01-08,PHI,,NYG,"W, 22-16",*,10,4,95,23.8,0,40.0,9.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,58,79.5,0,0.0,0,0.0
17,,,,,,,,,14-3,,145,88,1496,17.0,11,60.7,10.3,0.0,2,2,0,0,0,0,2,2,0,0,0,0,1004,85.2,0,0.0,6,1.3
