,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2019-09-08,TEN,@,CLE,"W, 43-13",*,4,3,100,33.3,0,75.0,25.0,0,0,0,,0,0,0,0,0,0,25,42.4,0,0.0,0,0.0
1,2.0,2.0,2.0,2.0,2019-09-15,TEN,,IND,"L, 17-19",*,5,3,25,8.3,0,60.0,5.0,0,0,0,,0,0,0,0,0,0,27,45.8,0,0.0,0,0.0
2,3.0,3.0,3.0,3.0,2019-09-19,TEN,@,JAX,"L, 7-20",*,5,1,4,4.0,0,20.0,0.8,0,0,0,,0,0,0,0,0,0,39,49.4,0,0.0,0,0.0
3,4.0,4.0,4.0,4.0,2019-09-29,TEN,@,ATL,"W, 24-10",,3,3,94,31.3,2,100.0,31.3,0,0,0,,0,0,0,0,0,0,26,41.9,0,0.0,0,0.0
4,5.0,5.0,5.0,5.0,2019-10-06,TEN,,BUF,"L, 7-14",*,2,2,27,13.5,0,100.0,13.5,0,0,0,,0,0,0,0,0,0,37,64.9,0,0.0,0,0.0
5,6.0,6.0,6.0,6.0,2019-10-13,TEN,@,DEN,"L, 0-16",*,4,2,23,11.5,0,50.0,5.8,0,0,0,,1,0,0,0,0,0,38,57.6,0,0.0,0,0.0
6,7.0,7.0,7.0,7.0,2019-10-20,TEN,,LAC,"W, 23-20",,8,6,64,10.7,0,75.0,8.0,1,-2,0,-2.0,0,0,0,0,0,0,39,62.9,0,0.0,0,0.0
7,8.0,8.0,8.0,8.0,2019-10-27,TEN,,TAM,"W, 27-23",,3,2,11,5.5,1,66.7,3.7,0,0,0,,0,0,0,0,0,0,36,61.0,0,0.0,0,0.0
8,9.0,9.0,9.0,9.0,2019-11-03,TEN,@,CAR,"L, 20-30",,7,4,81,20.3,0,57.1,11.6,0,0,0,,0,0,0,0,0,0,50,69.4,0,0.0,0,0.0
9,10.0,10.0,10.0,10.0,2019-11-10,TEN,,KAN,"W, 35-32",*,4,1,17,17.0,0,25.0,4.3,0,0,0,,0,0,0,0,0,0,47,94.0,0,0.0,0,0.0
10,11.0,11.0,11.0,12.0,2019-11-24,TEN,,JAX,"W, 42-20",,5,4,135,33.8,1,80.0,27.0,0,0,0,,0,0,0,0,0,0,37,69.8,0,0.0,0,0.0
11,12.0,12.0,12.0,13.0,2019-12-01,TEN,@,IND,"W, 31-17",*,4,3,45,15.0,0,75.0,11.3,0,0,0,,0,0,0,0,0,0,53,89.8,0,0.0,0,0.0
12,13.0,13.0,13.0,14.0,2019-12-08,TEN,@,OAK,"W, 42-21",*,7,5,153,30.6,2,71.4,21.9,1,13,0,13.0,0,0,0,0,0,0,51,83.6,0,0.0,0,0.0
13,14.0,14.0,14.0,15.0,2019-12-15,TEN,,HOU,"L, 21-24",*,13,8,114,14.3,1,61.5,8.8,0,0,0,,0,0,0,0,0,0,62,91.2,0,0.0,0,0.0
14,15.0,15.0,15.0,16.0,2019-12-22,TEN,,NOR,"L, 28-38",*,2,1,34,34.0,0,50.0,17.0,1,49,1,49.0,0,0,0,0,0,0,62,100.0,0,0.0,0,0.0
15,16.0,16.0,16.0,17.0,2019-12-29,TEN,@,HOU,"W, 35-14",*,8,4,124,31.0,1,50.0,15.5,0,0,0,,0,0,0,0,0,0,49,79.0,0,0.0,0,0.0
16,,,,,,,,,9-7,,84,52,1051,20.2,8,61.9,12.5,3,60,1,20.0,1,0,0,0,0,0,678,68.5,0,0.0,0,0.0
