,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Y/A,AY/A,Rate,Sk,Yds.1,Att.1,Yds.2,TD.1,Y/A.1,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,,,1.0,1.0,2018-09-09,TAM,@,NOR,"W, 48-40",Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended
1,,,2.0,2.0,2018-09-16,TAM,,PHI,"W, 27-21",Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended
2,,,3.0,3.0,2018-09-24,TAM,,PIT,"L, 27-30",Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended
3,1.0,46.0,4.0,4.0,2018-09-30,TAM,@,CHI,"L, 10-48",,16,20,80.0,145,1,2,7.3,3.75,74.0,2,11,1,7,0,7.0,0,0,0,0,0,0,35,55.6,0,0.0,0,0.0
4,2.0,47.0,5.0,6.0,2018-10-14,TAM,@,ATL,"L, 29-34",*,30,41,73.2,395,4,2,9.6,9.39,115.4,2,6,5,29,0,5.8,2,0,0,1,0,0,66,100.0,0,0.0,0,0.0
5,3.0,48.0,6.0,7.0,2018-10-21,TAM,,CLE,"W, 26-23 (OT)",*,32,52,61.5,365,0,2,7.0,5.29,66.6,4,23,10,55,1,5.5,2,1,0,1,-1,0,95,100.0,0,0.0,0,0.0
6,4.0,49.0,7.0,8.0,2018-10-28,TAM,@,CIN,"L, 34-37",*,18,35,51.4,276,1,4,7.9,3.31,47.7,5,20,3,18,0,6.0,0,0,0,0,0,0,63,71.6,0,0.0,0,0.0
7,4.0,,8.0,9.0,2018-11-04,TAM,@,CAR,"L, 28-42",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
8,4.0,,9.0,10.0,2018-11-11,TAM,,WAS,"L, 3-16",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
9,5.0,50.0,10.0,11.0,2018-11-18,TAM,@,NYG,"L, 35-38",,12,16,75.0,199,2,1,12.4,12.13,129.9,0,0,5,16,0,3.2,1,0,0,0,0,0,30,42.3,0,0.0,0,0.0
10,6.0,51.0,11.0,12.0,2018-11-25,TAM,,SFO,"W, 27-9",*,29,38,76.3,312,2,0,8.2,9.26,117.4,1,8,7,24,0,3.4,0,0,0,0,0,0,73,100.0,0,0.0,0,0.0
11,7.0,52.0,12.0,13.0,2018-12-02,TAM,,CAR,"W, 24-17",*,20,30,66.7,249,2,0,8.3,9.63,114.4,4,29,5,48,0,9.6,0,0,0,0,0,0,65,100.0,0,0.0,0,0.0
12,8.0,53.0,13.0,14.0,2018-12-09,TAM,,NOR,"L, 14-28",*,18,38,47.4,213,2,1,5.6,5.47,71.5,4,39,5,47,0,9.4,0,0,0,0,0,0,70,100.0,0,0.0,0,0.0
13,9.0,54.0,14.0,15.0,2018-12-16,TAM,@,BAL,"L, 12-20",*,13,25,52.0,157,0,1,6.3,4.48,54.9,1,1,2,0,0,0.0,0,0,0,0,0,0,50,100.0,0,0.0,0,0.0
14,10.0,55.0,15.0,16.0,2018-12-23,TAM,@,DAL,"L, 20-27",*,34,48,70.8,336,1,0,7.0,7.42,97.2,3,16,4,14,0,3.5,2,2,0,0,-17,0,80,100.0,0,0.0,0,0.0
15,11.0,56.0,16.0,17.0,2018-12-30,TAM,,ATL,"L, 32-34",*,22,35,62.9,345,4,1,9.9,10.86,121.7,1,4,2,23,0,11.5,0,0,0,0,0,0,61,100.0,0,0.0,0,0.0
16,,,,,,,,,3-8,,244,378,64.6,2992,19,14,7.9,7.25,90.2,27,157,49,281,1,5.7,7,3,0,2,-18,0,688,88.0,0,0.0,0,0.0
