,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Ret,Yds.2,KRTD,Y/Ret,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,18.0,1.0,1.0,2024-09-08,JAX,@,MIA,"L, 17-20",,12,73,0,6.1,0,0,0,,0,,,0,0,0,,0,0,0,0,0,0,17,32.1,0,0.0,6,24.0
1,2.0,19.0,2.0,2.0,2024-09-15,JAX,,CLE,"L, 13-18",,0,0,0,,0,0,0,,0,,,0,0,0,,0,0,0,0,0,0,0,0.0,0,0.0,5,18.5
2,3.0,20.0,3.0,3.0,2024-09-23,JAX,@,BUF,"L, 10-47",,2,9,0,4.5,0,0,0,,0,,,0,0,0,,0,0,0,0,0,0,9,12.7,0,0.0,1,4.0
3,4.0,21.0,4.0,4.0,2024-09-29,JAX,@,HOU,"L, 20-24",,7,90,0,12.9,0,0,0,,0,,,0,0,0,,0,0,0,0,0,0,17,29.3,0,0.0,5,17.2
4,5.0,22.0,5.0,5.0,2024-10-06,JAX,,IND,"W, 37-34",,13,101,2,7.8,1,1,28,28.0,0,100.0,28.0,0,0,0,,1,0,0,1,0,0,23,39.7,0,0.0,4,11.8
5,6.0,23.0,6.0,6.0,2024-10-13,JAX,@,CHI,"L, 16-35",,7,24,0,3.4,0,0,0,,0,,,3,102,0,34.0,1,0,0,0,0,0,17,27.4,0,0.0,8,33.3
6,7.0,24.0,7.0,7.0,2024-10-20,JAX,,NWE,"W, 32-16",,26,118,2,4.5,1,0,0,,0,0.0,0.0,0,0,0,,0,0,0,0,0,0,40,65.6,0,0.0,0,0.0
7,8.0,25.0,8.0,8.0,2024-10-27,JAX,,GNB,"L, 27-30",*,18,78,0,4.3,3,2,8,4.0,0,66.7,2.7,0,0,0,,0,0,0,0,0,0,38,66.7,0,0.0,0,0.0
8,9.0,26.0,9.0,9.0,2024-11-03,JAX,@,PHI,"L, 23-28",,8,22,0,2.8,0,0,0,,0,,,2,69,0,34.5,0,0,0,0,0,0,28,51.9,0,0.0,9,39.1
9,10.0,27.0,10.0,10.0,2024-11-10,JAX,,MIN,"L, 7-12",,2,4,0,2.0,0,0,0,,0,,,1,24,0,24.0,0,0,0,0,0,0,10,22.7,0,0.0,2,10.5
10,10.0,,11.0,11.0,2024-11-17,JAX,@,DET,"L, 6-52",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
11,11.0,28.0,12.0,13.0,2024-12-01,JAX,,HOU,"L, 20-23",,7,28,0,4.0,1,1,7,7.0,0,100.0,7.0,0,0,0,,0,0,0,0,0,0,32,45.7,0,0.0,0,0.0
12,12.0,29.0,13.0,14.0,2024-12-08,JAX,@,TEN,"W, 10-6",,18,55,1,3.1,2,1,7,7.0,0,50.0,3.5,0,0,0,,0,0,0,0,0,0,31,52.5,0,0.0,3,16.7
13,13.0,30.0,14.0,15.0,2024-12-15,JAX,,NYJ,"L, 25-32",,11,42,0,3.8,1,0,0,,0,0.0,0.0,0,0,0,,1,0,0,0,0,0,22,26.2,0,0.0,0,0.0
14,14.0,31.0,15.0,16.0,2024-12-22,JAX,@,LVR,"L, 14-19",,12,50,1,4.2,1,1,1,1.0,0,100.0,1.0,0,0,0,,1,1,0,0,0,0,19,28.4,0,0.0,0,0.0
15,15.0,32.0,16.0,17.0,2024-12-29,JAX,,TEN,"W, 20-13",,11,33,0,3.0,1,0,0,,0,0.0,0.0,0,0,0,,0,0,0,0,0,0,23,39.7,0,0.0,3,14.3
16,16.0,33.0,17.0,18.0,2025-01-05,JAX,@,IND,"L, 23-26 (OT)",,14,39,1,2.8,1,1,3,3.0,0,100.0,3.0,0,0,0,,0,0,0,0,0,0,25,36.2,0,0.0,0,0.0
17,,,,,,,,,4-12,,168,766,7,4.6,12,7,54,7.7,0,58.3,4.5,6,195,0,32.5,4,1,0,1,0,0,351,35.6,0,0.0,46,11.0
