,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,44.0,1.0,1.0,2018-09-09,LAC,,KAN,"L, 28-38",*,15,64,0,4.3,13,9,102,11.3,0,69.2,7.8,0,0,0,0,0,0,62,75.6,0,0.0,0,0.0
1,2.0,45.0,2.0,2.0,2018-09-16,LAC,@,BUF,"W, 31-20",*,9,28,1,3.1,7,6,38,6.3,2,85.7,5.4,0,0,0,0,0,0,36,64.3,0,0.0,0,0.0
2,3.0,46.0,3.0,3.0,2018-09-23,LAC,@,LAR,"L, 23-35",*,15,80,1,5.3,4,2,4,2.0,0,50.0,1.0,0,0,0,0,0,0,40,76.9,0,0.0,0,0.0
3,4.0,47.0,4.0,4.0,2018-09-30,LAC,,SFO,"W, 29-27",*,15,104,0,6.9,10,7,55,7.9,1,70.0,5.5,1,0,0,0,0,0,49,72.1,0,0.0,0,0.0
4,5.0,48.0,5.0,5.0,2018-10-07,LAC,,OAK,"W, 26-10",*,19,58,1,3.1,4,4,62,15.5,0,100.0,15.5,0,0,0,0,0,0,45,70.3,0,0.0,0,0.0
5,6.0,49.0,6.0,6.0,2018-10-14,LAC,@,CLE,"W, 38-14",*,18,132,3,7.3,4,2,18,9.0,0,50.0,4.5,0,0,0,0,0,0,38,63.3,0,0.0,0,0.0
6,6.0,,7.0,7.0,2018-10-21,LAC,,TEN,"W, 20-19",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
7,7.0,50.0,8.0,9.0,2018-11-04,LAC,@,SEA,"W, 25-17",*,16,113,1,7.1,4,1,10,10.0,0,25.0,2.5,0,0,0,0,0,0,45,88.2,0,0.0,0,0.0
8,8.0,51.0,9.0,10.0,2018-11-11,LAC,@,OAK,"W, 20-6",*,18,93,0,5.2,6,5,72,14.4,1,83.3,12.0,0,0,0,0,0,0,45,80.4,0,0.0,0,0.0
9,9.0,52.0,10.0,11.0,2018-11-18,LAC,,DEN,"L, 22-23",*,18,69,0,3.8,6,6,87,14.5,0,100.0,14.5,0,0,0,0,0,0,64,83.1,0,0.0,0,0.0
10,10.0,53.0,11.0,12.0,2018-11-25,LAC,,ARI,"W, 45-10",*,10,61,2,6.1,2,2,5,2.5,0,100.0,2.5,0,0,0,0,0,0,26,37.7,0,0.0,0,0.0
11,10.0,,12.0,13.0,2018-12-02,LAC,@,PIT,"W, 33-30",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
12,10.0,,13.0,14.0,2018-12-09,LAC,,CIN,"W, 26-21",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
13,10.0,,14.0,15.0,2018-12-13,LAC,@,KAN,"W, 29-28",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
14,11.0,54.0,15.0,16.0,2018-12-22,LAC,,BAL,"L, 10-22",*,12,41,1,3.4,3,3,13,4.3,0,100.0,4.3,0,0,0,0,0,0,42,66.7,0,0.0,0,0.0
15,12.0,55.0,16.0,17.0,2018-12-30,LAC,@,DEN,"W, 23-9",*,10,42,0,4.2,3,3,24,8.0,0,100.0,8.0,0,0,0,0,0,0,32,54.2,0,0.0,0,0.0
16,,,,,,,,,8-4,,175,885,10,5.1,66,50,490,9.8,4,75.8,7.4,1,0,0,0,0,0,524,69.2,0,0.0,0,0.0
