,Season,Age,Team,Lg,Pos,G,GS,Att,Yds,TD,1D,Succ%,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds.1,Y/R,TD.1,1D.1,Succ%.1,Lng.1,R/G,Y/G.1,Ctch%,Y/Tgt,Touch,Y/Tch,YScm,RRTD,Fmb,Awards
0,2018,25,LAC,NFL,RB,2,2,26,55,2,4,34.6,14,2.1,27.5,13.0,3,2,14,7.0,0,1,33.3,11,1.0,7.0,66.7,4.7,28,2.5,69,2,0,
1,1 Yr,1 Yr,1 Yr,1 Yr,,2,2,26,55,2,4,34.6,14,2.1,27.5,13.0,3,2,14,7.0,0,1,33.3,11,1.0,7.0,66.7,4.7,28,2.5,69,2,0,
2,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17,17,221,468,17,34,34.6,14,2.1,27.5,13.0,26,17,119,7.0,0,9,33.3,11,1.0,7.0,66.7,4.7,238,2.5,587,17,0,
