,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,46.0,1.0,1.0,2024-09-09,SFO,,NYJ,"W, 32-19",,5,5,64,12.8,0,100.0,12.8,0,0,0,0,0,0,35,48.6,0,0.0,0,0.0
1,2.0,47.0,2.0,2.0,2024-09-15,SFO,@,MIN,"L, 17-23",,4,2,37,18.5,0,50.0,9.3,0,0,0,0,0,0,38,54.3,0,0.0,0,0.0
2,3.0,48.0,3.0,3.0,2024-09-22,SFO,@,LAR,"L, 24-27",*,12,11,175,15.9,3,91.7,14.6,0,0,0,0,0,0,60,84.5,0,0.0,0,0.0
3,4.0,49.0,4.0,4.0,2024-09-29,SFO,,NWE,"W, 30-13",*,6,3,88,29.3,0,50.0,14.7,0,0,0,0,0,0,36,57.1,0,0.0,0,0.0
4,5.0,50.0,5.0,5.0,2024-10-06,SFO,,ARI,"L, 23-24",,4,1,13,13.0,0,25.0,3.3,0,0,0,0,0,0,36,56.3,0,0.0,0,0.0
5,6.0,51.0,6.0,6.0,2024-10-10,SFO,@,SEA,"W, 36-24",,5,3,27,9.0,0,60.0,5.4,0,0,0,0,0,0,34,52.3,0,0.0,0,0.0
6,6.0,,7.0,7.0,2024-10-20,SFO,,KAN,"L, 18-28",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
7,6.0,,8.0,8.0,2024-10-27,SFO,,DAL,"W, 30-24",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
8,7.0,52.0,9.0,10.0,2024-11-10,SFO,@,TAM,"W, 23-20",*,11,7,93,13.3,0,63.6,8.5,0,0,0,1,0,0,58,90.6,0,0.0,0,0.0
9,8.0,53.0,10.0,11.0,2024-11-17,SFO,,SEA,"L, 17-20",*,11,10,91,9.1,1,90.9,8.3,0,0,0,0,0,0,60,95.2,0,0.0,0,0.0
10,9.0,54.0,11.0,12.0,2024-11-24,SFO,@,GNB,"L, 10-38",*,7,5,40,8.0,0,71.4,5.7,0,0,0,0,0,0,45,91.8,0,0.0,0,0.0
11,10.0,55.0,12.0,13.0,2024-12-01,SFO,@,BUF,"L, 10-35",*,5,3,56,18.7,0,60.0,11.2,0,0,0,0,0,0,46,95.8,0,0.0,0,0.0
12,11.0,56.0,13.0,14.0,2024-12-08,SFO,,CHI,"W, 38-13",*,8,7,90,12.9,2,87.5,11.3,0,0,0,0,0,0,45,73.8,0,0.0,0,0.0
13,12.0,57.0,14.0,15.0,2024-12-12,SFO,,LAR,"L, 6-12",*,9,2,31,15.5,0,22.2,3.4,0,0,0,0,0,0,51,94.4,0,0.0,0,0.0
14,13.0,58.0,15.0,16.0,2024-12-22,SFO,@,MIA,"L, 17-29",*,6,4,51,12.8,0,66.7,8.5,0,0,0,0,0,0,60,93.8,0,0.0,0,0.0
15,14.0,59.0,16.0,17.0,2024-12-30,SFO,,DET,"L, 34-40",,10,7,67,9.6,0,70.0,6.7,1,0,0,0,0,0,60,93.8,0,0.0,0,0.0
16,15.0,60.0,17.0,18.0,2025-01-05,SFO,@,ARI,"L, 24-47",*,10,7,52,7.4,0,70.0,5.2,0,0,0,0,0,0,25,32.9,0,0.0,0,0.0
17,,,,,,,,,5-10,,113,77,975,12.7,6,68.1,8.6,1,0,0,1,0,0,689,72.7,0,0.0,0,0.0
