,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Ret,Yds.2,PRTD,Y/Ret,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,13.0,1.0,1.0,2021-09-12,SFO,@,DET,"W, 41-33",,0,0,0,,0,,,0,0,0,,1,7,0,7.0,0,0,0,0,0,0,26,47.3,0,0.0,1,3.2
1,2.0,14.0,2.0,2.0,2021-09-19,SFO,@,PHI,"W, 17-11",*,2,1,6,6.0,0,50.0,3.0,0,0,0,,1,13,0,13.0,0,0,0,0,0,0,38,54.3,0,0.0,2,9.5
2,3.0,15.0,3.0,3.0,2021-09-26,SFO,,GNB,"L, 28-30",*,6,4,37,9.3,1,66.7,6.2,1,8,0,8.0,2,23,0,11.5,0,0,0,0,0,0,60,85.7,0,0.0,3,11.1
3,4.0,16.0,4.0,4.0,2021-10-03,SFO,,SEA,"L, 21-28",*,3,1,15,15.0,0,33.3,5.0,0,0,0,,4,32,0,8.0,0,0,0,0,0,0,51,67.1,0,0.0,6,19.4
4,5.0,17.0,5.0,5.0,2021-10-10,SFO,@,ARI,"L, 10-17",*,4,2,32,16.0,0,50.0,8.0,0,0,0,,2,6,0,3.0,0,0,0,0,0,0,46,70.8,0,0.0,3,15.8
5,6.0,18.0,6.0,7.0,2021-10-24,SFO,,IND,"L, 18-30",*,1,1,6,6.0,0,100.0,6.0,1,3,0,3.0,2,8,0,4.0,0,0,0,0,0,0,40,71.4,0,0.0,3,10.7
6,7.0,19.0,7.0,8.0,2021-10-31,SFO,@,CHI,"W, 33-22",*,7,4,45,11.3,0,57.1,6.4,0,0,0,,2,28,0,14.0,0,0,0,0,0,0,49,87.5,0,0.0,2,7.4
7,8.0,20.0,8.0,9.0,2021-11-07,SFO,,ARI,"L, 17-31",*,8,6,89,14.8,1,75.0,11.1,1,-2,0,-2.0,3,34,0,11.3,1,1,0,0,0,0,55,93.2,0,0.0,3,11.5
8,9.0,21.0,9.0,10.0,2021-11-15,SFO,,LAR,"W, 31-10",*,4,3,26,8.7,0,75.0,6.5,0,0,0,,0,0,0,,0,0,0,0,0,0,61,89.7,0,0.0,4,17.4
9,10.0,22.0,10.0,11.0,2021-11-21,SFO,@,JAX,"W, 30-10",*,7,7,85,12.1,1,100.0,12.1,0,0,0,,1,1,0,1.0,0,0,0,0,0,0,64,92.8,0,0.0,5,21.7
10,11.0,23.0,11.0,12.0,2021-11-28,SFO,,MIN,"W, 34-26",*,6,3,91,30.3,0,50.0,15.2,1,4,0,4.0,2,14,0,7.0,0,0,0,0,0,0,63,90.0,0,0.0,3,10.7
11,12.0,24.0,12.0,13.0,2021-12-05,SFO,@,SEA,"L, 23-30",*,6,3,55,18.3,0,50.0,9.2,0,0,0,,1,-4,0,-4.0,0,0,0,0,0,0,54,93.1,0,0.0,5,17.2
12,13.0,25.0,13.0,14.0,2021-12-12,SFO,@,CIN,"W, 26-23 (OT)",*,10,6,62,10.3,1,60.0,6.2,1,4,0,4.0,2,4,0,2.0,0,0,0,0,0,0,67,94.4,0,0.0,4,11.8
13,14.0,26.0,14.0,15.0,2021-12-19,SFO,,ATL,"W, 31-13",*,2,1,36,36.0,0,50.0,18.0,0,0,0,,2,8,0,4.0,0,0,0,0,0,0,56,98.2,0,0.0,2,8.3
14,15.0,27.0,15.0,16.0,2021-12-23,SFO,@,TEN,"L, 17-20",*,5,4,40,10.0,1,80.0,8.0,0,0,0,,1,12,0,12.0,0,0,0,1,-4,0,55,93.2,0,0.0,5,21.7
15,16.0,28.0,16.0,17.0,2022-01-02,SFO,,HOU,"W, 23-7",*,6,4,94,23.5,0,66.7,15.7,0,0,0,,3,22,0,7.3,1,0,0,1,0,0,56,90.3,0,0.0,5,20.0
16,17.0,29.0,17.0,18.0,2022-01-09,SFO,@,LAR,"W, 27-24 (OT)",*,7,6,107,17.8,0,85.7,15.3,0,0,0,,0,0,0,,0,0,0,0,0,0,65,92.9,0,0.0,0,0.0
17,,,,,,,,,10-7,,84,56,826,14.8,5,66.7,9.8,5,17,0,3.4,29,208,0,7.2,2,1,0,2,-4,0,906,83.0,0,0.0,56,12.5
