,Season,Age,Team,Lg,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds.1,TD.1,1D.1,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,Awards
0,2021,23,SFO,NFL,WR,3,3,15,9,135,15.0,0,7,53.3,37,3.0,45.0,60.0,9.0,0,0,0,0,0.0,0.0,9,15.0,135,0,0,
1,2022,24,SFO,NFL,WR,3,3,10,6,109,18.2,0,6,60.0,31,2.0,36.3,60.0,10.9,0,0,0,0,0.0,0.0,6,18.2,109,0,0,
2,2023,25,SFO,NFL,WR,3,3,20,9,149,16.6,1,9,45.0,51,3.0,49.7,45.0,7.5,0,0,0,0,0.0,0.0,9,16.6,149,1,0,
3,3 Yrs,3 Yrs,3 Yrs,3 Yrs,,9,9,45,24,393,16.4,1,22,51.1,51,2.7,43.7,53.3,8.7,0,0,0,0,0.0,0.0,24,16.4,393,1,0,
4,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17,17,85,45,742,16.4,2,42,51.1,51,2.7,43.7,53.3,8.7,0,0,0,0,0.0,0.0,45,16.4,742,2,0,
