,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,46.0,1.0,1.0,2021-09-13,BAL,@,LVR,"L, 27-33 (OT)",*,5,3,20,6.7,0,60.0,4.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,55,80.9,0,0.0,0,0.0
1,2.0,47.0,2.0,2.0,2021-09-19,BAL,,KAN,"W, 36-35",,5,5,57,11.4,0,100.0,11.4,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,57,75.0,0,0.0,0,0.0
2,3.0,48.0,3.0,3.0,2021-09-26,BAL,@,DET,"W, 19-17",*,7,5,109,21.8,0,71.4,15.6,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,46,79.3,0,0.0,0,0.0
3,4.0,49.0,4.0,4.0,2021-10-03,BAL,@,DEN,"W, 23-7",*,8,5,67,13.4,0,62.5,8.4,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,46,63.0,0,0.0,0,0.0
4,5.0,50.0,5.0,5.0,2021-10-11,BAL,,IND,"W, 31-25 (OT)",*,13,11,147,13.4,2,84.6,11.3,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,56,76.7,0,0.0,0,0.0
5,6.0,51.0,6.0,6.0,2021-10-17,BAL,,LAC,"W, 34-6",,6,5,68,13.6,1,83.3,11.3,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,37,53.6,0,0.0,0,0.0
6,7.0,52.0,7.0,7.0,2021-10-24,BAL,,CIN,"L, 17-41",*,7,3,48,16.0,0,42.9,6.9,0,0,0,,0.0,0,0,0,0,0,0,1,0,0,1,0,0,50,68.5,0,0.0,0,0.0
7,8.0,53.0,8.0,9.0,2021-11-07,BAL,,MIN,"W, 34-31 (OT)",,10,5,44,8.8,0,50.0,4.4,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,77,78.6,0,0.0,0,0.0
8,9.0,54.0,9.0,10.0,2021-11-11,BAL,@,MIA,"L, 10-22",,8,6,63,10.5,1,75.0,7.9,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,57,78.1,0,0.0,0,0.0
9,10.0,55.0,10.0,11.0,2021-11-21,BAL,@,CHI,"W, 16-13",,10,8,73,9.1,0,80.0,7.3,0,0,0,,0.0,1,1,0,0,0,0,0,0,0,0,0,0,58,71.6,0,0.0,0,0.0
10,11.0,56.0,11.0,12.0,2021-11-28,BAL,,CLE,"W, 16-10",,10,4,65,16.3,1,40.0,6.5,0,0,0,,0.0,4,3,1,0,0,0,0,0,0,0,0,0,55,67.9,0,0.0,0,0.0
11,12.0,57.0,12.0,13.0,2021-12-05,BAL,@,PIT,"L, 19-20",*,9,4,50,12.5,0,44.4,5.6,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,50,67.6,0,0.0,0,0.0
12,13.0,58.0,13.0,14.0,2021-12-12,BAL,@,CLE,"L, 22-24",*,11,11,115,10.5,1,100.0,10.5,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,65,87.8,0,0.0,0,0.0
13,14.0,59.0,14.0,15.0,2021-12-19,BAL,,GNB,"L, 30-31",,13,10,136,13.6,2,76.9,10.5,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,56,80.0,0,0.0,0,0.0
14,15.0,60.0,15.0,16.0,2021-12-26,BAL,@,CIN,"L, 21-41",*,10,8,125,15.6,1,80.0,12.5,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,47,79.7,0,0.0,0,0.0
15,16.0,61.0,16.0,17.0,2022-01-02,BAL,,LAR,"L, 19-20",,6,6,89,14.8,0,100.0,14.8,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,58,81.7,0,0.0,0,0.0
16,17.0,62.0,17.0,18.0,2022-01-09,BAL,,PIT,"L, 13-16 (OT)",*,15,8,85,10.6,0,53.3,5.7,1,0,0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,66,93.0,0,0.0,0,0.0
17,,,,,,,,,8-9,,153,107,1361,12.7,9,69.9,8.9,1,0,0,0.0,0.0,6,5,1,0,0,0,1,0,0,1,0,0,936,75.4,0,0.0,0,0.0
