,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,32.0,1.0,1.0,2020-09-13,BAL,,CLE,"W, 38-6",,6,5,58,11.6,2,83.3,9.7,0,0,0,0,0,0,42,71.2,0,0.0,0,0.0
1,2.0,33.0,2.0,2.0,2020-09-20,BAL,@,HOU,"W, 33-16",,3,1,29,29.0,0,33.3,9.7,0,0,0,0,0,0,38,58.5,0,0.0,0,0.0
2,3.0,34.0,3.0,3.0,2020-09-28,BAL,,KAN,"L, 20-34",,8,3,22,7.3,0,37.5,2.8,1,0,0,0,0,0,44,78.6,0,0.0,0,0.0
3,4.0,35.0,4.0,4.0,2020-10-04,BAL,@,WAS,"W, 31-17",*,3,3,57,19.0,2,100.0,19.0,0,0,0,0,0,0,37,64.9,0,0.0,1,3.7
4,5.0,36.0,5.0,5.0,2020-10-11,BAL,,CIN,"W, 27-3",,9,6,56,9.3,1,66.7,6.2,0,0,0,0,0,0,43,68.3,0,0.0,1,3.8
5,6.0,37.0,6.0,6.0,2020-10-18,BAL,@,PHI,"W, 30-28",,4,2,21,10.5,0,50.0,5.3,0,0,0,0,0,0,37,50.7,0,0.0,1,3.1
6,7.0,38.0,7.0,8.0,2020-11-01,BAL,,PIT,"L, 24-28",,6,3,32,10.7,0,50.0,5.3,1,0,0,0,0,0,51,62.2,0,0.0,0,0.0
7,8.0,39.0,8.0,9.0,2020-11-08,BAL,@,IND,"W, 24-10",,5,3,22,7.3,0,60.0,4.4,0,0,0,0,0,0,38,59.4,0,0.0,0,0.0
8,9.0,40.0,9.0,10.0,2020-11-15,BAL,@,NWE,"L, 17-23",*,9,7,61,8.7,0,77.8,6.8,0,0,0,0,0,0,50,75.8,0,0.0,3,13.0
9,10.0,41.0,10.0,11.0,2020-11-22,BAL,,TEN,"L, 24-30 (OT)",,7,5,96,19.2,1,71.4,13.7,0,0,0,0,0,0,56,86.2,0,0.0,0,0.0
10,10.0,,11.0,12.0,2020-12-02,BAL,@,PIT,"L, 14-19",COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List
11,10.0,,12.0,13.0,2020-12-08,BAL,,DAL,"W, 34-17",COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List
12,11.0,42.0,13.0,14.0,2020-12-14,BAL,@,CLE,"W, 47-42",,6,5,78,15.6,0,83.3,13.0,0,0,0,0,0,0,40,66.7,0,0.0,0,0.0
13,12.0,43.0,14.0,15.0,2020-12-20,BAL,,JAX,"W, 40-14",,5,5,66,13.2,1,100.0,13.2,0,0,0,0,0,0,34,51.5,0,0.0,0,0.0
14,13.0,44.0,15.0,16.0,2020-12-27,BAL,,NYG,"W, 27-13",,10,6,76,12.7,0,60.0,7.6,0,0,0,0,0,0,45,66.2,0,0.0,0,0.0
15,14.0,45.0,16.0,17.0,2021-01-03,BAL,@,CIN,"W, 38-3",,7,4,27,6.8,0,57.1,3.9,0,0,0,0,0,0,42,56.8,0,0.0,0,0.0
16,,,,,,,,,10-4,,88,58,701,12.1,7,65.9,8.0,2,0,0,0,0,0,597,65.0,0,0.0,6,1.6
