,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,,,1.0,1.0,2020-09-14,TEN,@,DEN,"W, 16-14",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
1,1.0,1.0,2.0,2.0,2020-09-20,TEN,,JAX,"W, 33-30",,0,0,0,,0,,,0.0,0,0,0,0,0,0,6,9.7,0,0.0,9,32.1
2,2.0,2.0,3.0,3.0,2020-09-27,TEN,@,MIN,"W, 31-30",,2,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,0,12,16.0,0,0.0,22,61.1
3,3.0,3.0,4.0,5.0,2020-10-13,TEN,,BUF,"W, 42-16",,1,1,7,7.0,0,100.0,7.0,0.0,0,0,0,0,0,0,45,68.2,0,0.0,7,28.0
4,4.0,4.0,5.0,6.0,2020-10-18,TEN,,HOU,"W, 42-36 (OT)",*,0,0,0,,0,,,0.0,0,0,0,0,0,0,27,36.0,0,0.0,7,24.1
5,5.0,5.0,6.0,7.0,2020-10-25,TEN,,PIT,"L, 24-27",,0,0,0,,0,,,0.0,0,0,0,0,0,0,2,3.5,0,0.0,3,10.7
6,6.0,6.0,7.0,8.0,2020-11-01,TEN,@,CIN,"L, 20-31",,0,0,0,,0,,,0.0,0,0,0,0,0,0,2,3.2,0,0.0,14,60.9
7,7.0,7.0,8.0,9.0,2020-11-08,TEN,,CHI,"W, 24-17",,0,0,0,,0,,,0.0,0,0,0,0,0,0,5,9.1,0,0.0,12,36.4
8,8.0,8.0,9.0,10.0,2020-11-12,TEN,,IND,"L, 17-34",,1,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,0,9,13.8,0,0.0,6,24.0
9,9.0,9.0,10.0,11.0,2020-11-22,TEN,@,BAL,"W, 30-24 (OT)",,1,1,7,7.0,0,100.0,7.0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,11,40.7
10,10.0,10.0,11.0,12.0,2020-11-29,TEN,@,IND,"W, 45-26",,0,0,0,,0,,,0.0,0,0,0,0,0,0,1,1.4,0,0.0,9,28.1
11,10.0,,12.0,13.0,2020-12-06,TEN,,CLE,"L, 35-41",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
12,11.0,11.0,13.0,14.0,2020-12-13,TEN,@,JAX,"W, 31-10",,1,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,0,19,28.8,0,0.0,12,48.0
13,12.0,12.0,14.0,15.0,2020-12-20,TEN,,DET,"W, 46-25",,0,0,0,,0,,,0.0,2,2,0,0,0,0,9,13.2,0,0.0,14,53.8
14,13.0,13.0,15.0,16.0,2020-12-27,TEN,@,GNB,"L, 14-40",,1,1,19,19.0,0,100.0,19.0,0.0,0,0,0,0,0,0,13,23.6,0,0.0,14,63.6
15,14.0,14.0,16.0,17.0,2021-01-03,TEN,@,HOU,"W, 41-38",,1,0,0,,0,0.0,0.0,0.0,1,1,0,0,0,0,7,9.9,0,0.0,17,50.0
16,,,,,,,,,10-4,,8,3,33,11.0,0,37.5,4.1,0.0,3,3,0,0,0,0,157,17.1,0,0.0,157,39.9
