,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,62.0,1.0,1.0,2024-09-08,TEN,@,CHI,"L, 17-24",,0,0,0,,0,,,0.0,2,2,0,0,0,0,12,18.8,0,0.0,20,69.0
1,2.0,63.0,2.0,2.0,2024-09-15,TEN,,NYJ,"L, 17-24",,0,0,0,,0,,,0.0,0,0,0,0,0,0,10,15.2,0,0.0,19,73.1
2,3.0,64.0,3.0,3.0,2024-09-22,TEN,,GNB,"L, 14-30",,0,0,0,,0,,,0.0,0,0,0,0,0,0,13,24.1,0,0.0,19,67.9
3,4.0,65.0,4.0,4.0,2024-09-30,TEN,@,MIA,"W, 31-12",,0,0,0,,0,,,0.0,0,0,0,0,0,0,17,26.2,0,0.0,20,64.5
4,5.0,66.0,5.0,6.0,2024-10-13,TEN,,IND,"L, 17-20",,2,1,9,9.0,1,50.0,4.5,0.0,0,0,0,0,0,0,13,22.4,0,0.0,15,57.7
5,6.0,67.0,6.0,7.0,2024-10-20,TEN,@,BUF,"L, 10-34",,4,2,10,5.0,1,50.0,2.5,0.0,0,0,0,0,0,0,34,46.6,0,0.0,19,67.9
6,7.0,68.0,7.0,8.0,2024-10-27,TEN,@,DET,"L, 14-52",*,4,2,39,19.5,1,50.0,9.8,0.0,0,0,0,0,0,0,70,92.1,0,0.0,1,3.0
7,8.0,69.0,8.0,9.0,2024-11-03,TEN,,NWE,"W, 20-17 (OT)",*,6,5,50,10.0,1,83.3,8.3,0.0,0,0,0,0,0,0,75,97.4,0,0.0,6,23.1
8,9.0,70.0,9.0,10.0,2024-11-10,TEN,@,LAC,"L, 17-27",*,3,3,31,10.3,0,100.0,10.3,0.0,0,0,0,0,0,0,54,100.0,0,0.0,0,0.0
9,10.0,71.0,10.0,11.0,2024-11-17,TEN,,MIN,"L, 13-23",,6,2,117,58.5,1,33.3,19.5,0.0,0,0,0,0,0,0,50,84.7,0,0.0,1,3.8
10,11.0,72.0,11.0,12.0,2024-11-24,TEN,@,HOU,"W, 32-27",*,5,2,48,24.0,1,40.0,9.6,0.0,0,0,0,0,0,0,60,89.6,0,0.0,1,2.9
11,12.0,73.0,12.0,13.0,2024-12-01,TEN,@,WAS,"L, 19-42",*,8,3,61,20.3,2,37.5,7.6,0.0,0,0,0,0,0,0,55,100.0,0,0.0,0,0.0
12,13.0,74.0,13.0,14.0,2024-12-08,TEN,,JAX,"L, 6-10",*,2,1,19,19.0,0,50.0,9.5,0.0,0,0,0,0,0,0,60,93.8,0,0.0,0,0.0
13,14.0,75.0,14.0,15.0,2024-12-15,TEN,,CIN,"L, 27-37",*,3,2,9,4.5,0,66.7,3.0,0.0,0,0,0,0,0,0,64,91.4,0,0.0,0,0.0
14,15.0,76.0,15.0,16.0,2024-12-22,TEN,@,IND,"L, 30-38",,4,2,17,8.5,1,50.0,4.3,0.0,0,0,0,0,0,0,55,90.2,0,0.0,0,0.0
15,16.0,77.0,16.0,17.0,2024-12-29,TEN,@,JAX,"L, 13-20",*,6,3,37,12.3,0,50.0,6.2,0.0,0,0,0,0,0,0,69,100.0,0,0.0,0,0.0
16,17.0,78.0,17.0,18.0,2025-01-05,TEN,,HOU,"L, 14-23",*,7,4,50,12.5,0,57.1,7.1,0.0,0,0,0,0,0,0,60,96.8,0,0.0,0,0.0
17,,,,,,,,,3-14,,60,32,497,15.5,9,53.3,8.3,0.0,2,2,0,0,0,0,771,70.5,0,0.0,121,26.5
