,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,15.0,1.0,1.0,2021-09-12,TEN,,ARI,"L, 13-38",,2,1,10,10.0,0,50.0,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,24,37.5,0,0.0,12,44.4
1,2.0,16.0,2.0,2.0,2021-09-19,TEN,@,SEA,"W, 33-30 (OT)",,1,1,6,6.0,0,100.0,6.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,16,18.2,0,0.0,17,47.2
2,3.0,17.0,3.0,3.0,2021-09-26,TEN,,IND,"W, 25-16",*,4,4,53,13.3,1,100.0,13.3,0.0,0,0,0,0,0,0,1,1,0,0,0,0,53,77.9,0,0.0,12,52.2
3,4.0,18.0,4.0,4.0,2021-10-03,TEN,@,NYJ,"L, 24-27 (OT)",*,8,3,29,9.7,0,37.5,3.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,81,81.0,0,0.0,9,26.5
4,4.0,,5.0,5.0,2021-10-10,TEN,@,JAX,"W, 37-19",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
5,5.0,19.0,6.0,6.0,2021-10-18,TEN,,BUF,"W, 34-31",,3,3,27,9.0,0,100.0,9.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,29,54.7,0,0.0,18,62.1
6,6.0,20.0,7.0,7.0,2021-10-24,TEN,,KAN,"W, 27-3",,0,0,0,,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,29,42.6,0,0.0,11,57.9
7,7.0,21.0,8.0,8.0,2021-10-31,TEN,@,IND,"W, 34-31 (OT)",,3,2,16,8.0,1,66.7,5.3,0.0,1,0,1,0,0,0,0,0,0,0,0,0,23,31.5,0,0.0,18,58.1
8,8.0,22.0,9.0,9.0,2021-11-07,TEN,@,LAR,"W, 28-16",,1,1,14,14.0,0,100.0,14.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22,37.9,0,0.0,19,70.4
9,9.0,23.0,10.0,10.0,2021-11-14,TEN,,NOR,"W, 23-21",*,1,1,10,10.0,0,100.0,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,22,36.7,0,0.0,18,62.1
10,10.0,24.0,11.0,11.0,2021-11-21,TEN,,HOU,"L, 13-22",,8,7,107,15.3,0,87.5,13.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,54,66.7,0,0.0,15,60.0
11,11.0,25.0,12.0,12.0,2021-11-28,TEN,@,NWE,"L, 13-36",*,6,2,25,12.5,1,33.3,4.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,52,82.5,0,0.0,0,0.0
12,12.0,26.0,13.0,14.0,2021-12-12,TEN,,JAX,"W, 20-0",*,3,3,31,10.3,0,100.0,10.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,52,73.2,0,0.0,1,4.8
13,13.0,27.0,14.0,15.0,2021-12-19,TEN,@,PIT,"L, 13-19",*,7,4,32,8.0,0,57.1,4.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,71,88.8,0,0.0,5,18.5
14,14.0,28.0,15.0,16.0,2021-12-23,TEN,,SFO,"W, 20-17",,3,2,38,19.0,0,66.7,12.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,39,62.9,0,0.0,2,8.7
15,15.0,29.0,16.0,17.0,2022-01-02,TEN,,MIA,"W, 34-3",*,2,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,44,69.8,0,0.0,6,23.1
16,16.0,30.0,17.0,18.0,2022-01-09,TEN,@,HOU,"W, 28-25",,5,4,78,19.5,1,80.0,15.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,50,73.5,0,0.0,9,33.3
17,,,,,,,,,11-5,,57,38,476,12.5,4,66.7,8.4,0.0,3,1,2,0,0,0,1,1,0,0,0,0,661,59.0,0,0.0,172,39.8
