,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2022-09-08,LAR,,BUF,"L, 10-31",,0,0,0,,0,0,0,,0,,,0.0,0,0,0,0,0,0,0,0.0,0,0.0,1,5.3
1,1.0,,2.0,2.0,2022-09-18,LAR,,ATL,"W, 31-27",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
2,1.0,,3.0,3.0,2022-09-25,LAR,@,ARI,"W, 20-12",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
3,1.0,,4.0,4.0,2022-10-03,LAR,@,SFO,"L, 9-24",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
4,1.0,,5.0,5.0,2022-10-09,LAR,,DAL,"L, 10-22",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
5,1.0,,6.0,6.0,2022-10-16,LAR,,CAR,"W, 24-10",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
6,1.0,,7.0,8.0,2022-10-30,LAR,,SFO,"L, 14-31",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
7,1.0,,8.0,9.0,2022-11-06,LAR,@,TAM,"L, 13-16",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
8,2.0,2.0,9.0,10.0,2022-11-13,LAR,,ARI,"L, 17-27",,1,9,0,9.0,3,3,30,10.0,0,100.0,10.0,0.0,0,0,0,0,0,0,16,26.7,0,0.0,5,17.9
9,3.0,3.0,10.0,11.0,2022-11-20,LAR,@,NOR,"L, 20-27",,7,36,0,5.1,2,1,8,8.0,0,50.0,4.0,0.0,0,0,0,0,0,0,35,54.7,0,0.0,8,25.8
10,4.0,4.0,11.0,12.0,2022-11-27,LAR,@,KAN,"L, 10-26",,11,35,0,3.2,3,3,25,8.3,0,100.0,8.3,0.0,0,0,0,0,0,0,38,70.4,0,0.0,5,20.8
11,5.0,5.0,12.0,13.0,2022-12-04,LAR,,SEA,"L, 23-27",,3,9,0,3.0,1,0,0,,0,0.0,0.0,0.0,1,1,0,0,0,0,18,28.1,0,0.0,1,3.7
12,6.0,6.0,13.0,14.0,2022-12-08,LAR,,LVR,"W, 17-16",,3,19,0,6.3,2,1,10,10.0,0,50.0,5.0,0.0,0,0,0,0,0,0,19,29.7,0,0.0,3,12.0
13,7.0,7.0,14.0,15.0,2022-12-19,LAR,@,GNB,"L, 12-24",,2,7,0,3.5,0,0,0,,0,,,0.0,0,0,0,0,0,0,4,8.9,0,0.0,4,19.0
14,8.0,8.0,15.0,16.0,2022-12-25,LAR,,DEN,"W, 51-14",,6,18,0,3.0,1,1,3,3.0,0,100.0,3.0,0.0,0,0,0,0,0,0,8,12.3,0,0.0,2,7.7
15,9.0,9.0,16.0,17.0,2023-01-01,LAR,@,LAC,"L, 10-31",,2,6,0,3.0,0,0,0,,0,,,0.0,1,1,0,0,0,0,3,6.1,0,0.0,8,32.0
16,10.0,10.0,17.0,18.0,2023-01-08,LAR,@,SEA,"L, 16-19 (OT)",,0,0,0,,0,0,0,,0,,,0.0,0,0,0,0,0,0,0,0.0,0,0.0,16,48.5
17,,,,,,,,,2-8,,35,139,0,4.0,12,9,76,8.4,0,75.0,6.3,0.0,2,2,0,0,0,0,141,23.8,0,0.0,53,20.5
